#FamilyID	pvalue	Significant at 0.05
null	0.014	y
null	0.039	y
null	0.002	y
null	0.002	y
null	0.014	y
null	0.004	y
null	0.014	y
null	0.004	y
null	0	y
null	0	y
null	0.004	y
null	0.005	y
null	0	y
null	0	y
null	0.011	y
null	0.002	y
null	0	y
null	0.019	y
null	0	y
null	0	y
null	0	y
null	0	y
null	0.014	y
null	0	y
null	0.002	y
null	0.02	y
null	0	y
null	0.023	y
null	0.004	y
null	0.027	y
null	0.027	y
null	0.001	y
null	0.023	y
null	0.016	y
null	0.039	y
null	0.012	y
null	0	y
null	0.027	y
null	0.004	y
null	0.002	y
null	0.001	y
null	0.001	y
null	0	y
null	0.003	y
null	0	y
null	0	y
null	0.126	n
null	0	y
null	0.014	y
null	0	y
null	0.039	y
null	0.013	y
null	0.045	y
null	0.027	y
null	0.006	y
null	0.011	y
null	0	y
null	0.003	y
null	0.004	y
null	0.002	y
null	0.039	y
null	0.014	y
null	0.039	y
null	0.105	n
null	0.027	y
null	0	y
null	0.039	y
null	0.004	y
null	0.002	y
null	0	y
null	0.039	y
null	0.063	n
null	0.051	n
null	0.019	y
null	0.002	y
null	0.018	y
null	0	y
null	0.081	n
null	0.027	y
null	0.002	y
null	0.002	y
null	0.414	n
null	0.012	y
null	0	y
null	0.051	n
null	0.156	n
null	0.002	y
null	0.054	n
null	0.051	n
null	0.081	n
null	0.027	y
null	0.005	y
null	0.014	y
null	0.051	n
null	0.039	y
null	0	y
null	0.051	n
null	0	y
null	0.002	y
null	0.051	n
null	0.028	y
null	0.002	y
null	0.019	y
null	0.039	y
null	0	y
null	0	y
null	0.039	y
null	0.001	y
null	0.017	y
null	0.051	n
null	0.054	n
null	0	y
null	0.02	y
null	0	y
null	0	y
null	0.039	y
null	0.168	n
null	0.008	y
null	0.002	y
null	0	y
null	0.004	y
null	0.06	n
null	0	y
null	0	y
null	0	y
null	0.053	n
null	0	y
null	0.005	y
null	0.039	y
null	0.157	n
null	0.051	n
null	0.008	y
null	0.022	y
null	0.051	n
null	0.027	y
null	0	y
null	0.115	n
null	0.058	n
null	0.036	y
null	0.063	n
null	0.029	y
null	0.039	y
null	0.039	y
null	0.02	y
null	0.135	n
null	0.051	n
null	0.02	y
null	0.017	y
null	0.051	n
null	0	y
null	0.051	n
null	0.063	n
null	0.051	n
null	0.018	y
null	0.115	n
null	0	y
null	0	y
null	0	y
null	0.157	n
null	0	y
null	0.002	y
null	0.038	y
null	0.058	n
null	0.051	n
null	0.039	y
null	0.028	y
null	0	y
null	0.039	y
null	0.004	y
null	0.023	y
null	0.02	y
null	0.001	y
null	0	y
null	0.196	n
null	0.028	y
null	0.058	n
null	0.114	n
null	0.051	n
null	0.051	n
null	0.005	y
null	0.039	y
null	0.002	y
null	0	y
null	0.218	n
null	0.005	y
null	0.001	y
null	0.042	y
null	0.028	y
null	0.008	y
null	0	y
null	0.011	y
null	0.005	y
null	0	y
null	0.063	n
null	0.023	y
null	0	y
null	0.014	y
null	0.003	y
null	0.058	n
null	0.002	y
null	0	y
null	0.027	y
null	0	y
null	0.028	y
null	0.039	y
null	0.02	y
null	0.028	y
null	0.013	y
null	0.066	n
null	0.008	y
null	0.023	y
null	0.077	n
null	0.006	y
null	0.053	n
null	0.066	n
null	0.039	y
null	0.058	n
null	0.027	y
null	0.081	n
null	0.029	y
null	0.009	y
null	0.02	y
null	0.116	n
null	0.006	y
null	0.051	n
null	0.001	y
null	0.017	y
null	0.002	y
null	0.114	n
null	0.053	n
null	0.058	n
null	0.001	y
null	0.029	y
null	0	y
null	0	y
null	0.047	y
null	0.053	n
null	0.047	y
null	0.002	y
null	0.02	y
null	0	y
null	0.009	y
null	0	y
null	0.066	n
null	0.014	y
null	0.018	y
null	0.039	y
null	0.001	y
null	0.126	n
null	0	y
null	0.058	n
null	0.001	y
null	0.053	n
null	0.156	n
null	0.002	y
null	0.051	n
null	0.051	n
null	0.054	n
null	0.02	y
null	0.058	n
null	0.053	n
null	0.018	y
null	0.156	n
null	0.355	n
null	0.02	y
null	0.053	n
null	0.024	y
null	0.016	y
null	0.053	n
null	0.058	n
null	0.001	y
null	0.002	y
null	0.008	y
null	0.028	y
null	0	y
null	0.053	n
null	0	y
null	0.035	y
null	0.025	y
null	0.028	y
null	0.053	n
null	0.039	y
null	0.028	y
null	0.114	n
null	0.003	y
null	0.012	y
null	0.016	y
null	0.122	n
null	0.001	y
null	0.008	y
null	0.053	n
null	0.051	n
null	0.047	y
null	0.053	n
null	0.018	y
null	0.002	y
null	0.009	y
null	0	y
null	0.028	y
null	0.051	n
null	0.053	n
null	0.047	y
null	0.114	n
null	0.156	n
null	0.053	n
null	0.029	y
null	0.058	n
null	0.053	n
null	0.198	n
null	0.002	y
null	0.047	y
null	0.116	n
null	0	y
null	0.047	y
null	0.028	y
null	0.168	n
null	0.024	y
null	0	y
null	0.034	y
null	0.047	y
null	0.122	n
null	0.002	y
null	0.053	n
null	0.023	y
null	0.02	y
null	0.028	y
null	0.009	y
null	0.003	y
null	0.053	n
null	0.002	y
null	0.023	y
null	0.114	n
null	0.035	y
null	0.002	y
null	0.066	n
null	0.027	y
null	0.008	y
null	0.009	y
null	0.028	y
null	0.017	y
null	0.001	y
null	0.028	y
null	0.012	y
null	0	y
null	0.053	n
null	0.114	n
null	0	y
null	0.005	y
null	0.156	n
null	0	y
null	0.198	n
null	0.02	y
null	0.053	n
null	0.065	n
null	0.015	y
null	0.164	n
null	0.018	y
null	0.053	n
null	0.001	y
null	0.005	y
null	0.058	n
null	0.181	n
null	0.051	n
null	0.114	n
null	0.047	y
null	0.053	n
null	0.047	y
null	0.116	n
null	0.047	y
null	0.21	n
null	0.198	n
null	0.028	y
null	0.114	n
null	0	y
null	0.053	n
null	0.047	y
null	0.002	y
null	0.058	n
null	0.053	n
null	0.065	n
null	0.039	y
null	0.065	n
null	0.003	y
null	0.114	n
null	0.023	y
null	0.035	y
null	0.028	y
null	0.047	y
null	0.058	n
null	0.051	n
null	0.114	n
null	0.047	y
null	0.005	y
null	0.071	n
null	0.114	n
null	0	y
null	0.058	n
null	0.028	y
null	0.051	n
null	0.065	n
null	0.053	n
null	0.16	n
null	0.058	n
null	0.002	y
null	0.408	n
null	0.114	n
null	0.058	n
null	0.053	n
null	0.001	y
null	0.051	n
null	0.006	y
null	0.03	y
null	0.001	y
null	0.114	n
null	0.065	n
null	0.053	n
null	0.198	n
null	0.005	y
null	0.181	n
null	0.181	n
null	0.196	n
null	0.058	n
null	0.075	n
null	0.114	n
null	0.114	n
null	0.008	y
null	0.144	n
null	0.156	n
null	0.294	n
null	0.238	n
null	0.002	y
null	0.194	n
null	0	y
null	0.181	n
null	0.001	y
null	0.114	n
null	0.002	y
null	0	y
null	0.114	n
null	0.029	y
null	0.108	n
null	0.006	y
null	0.044	y
null	0.005	y
null	0.012	y
null	0.002	y
null	0.516	n
null	0.029	y
null	0.116	n
null	0.051	n
null	0.044	y
null	0	y
null	0.03	y
null	0	y
null	0.07	n
null	0.003	y
null	0.008	y
null	0.074	n
null	0.114	n
null	0.065	n
null	0.114	n
null	0.122	n
null	0.198	n
null	0.22	n
null	0	y
null	0.114	n
null	0.058	n
null	0.017	y
null	0.004	y
null	0.058	n
null	0.011	y
null	0.181	n
null	0.005	y
null	0.114	n
null	0.007	y
null	0.005	y
null	0.114	n
null	0.198	n
null	0.322	n
null	0.114	n
null	0.22	n
null	0.053	n
null	0.001	y
null	0.198	n
null	0.047	y
null	0.058	n
null	0.114	n
null	0.09	n
null	0.022	y
null	0.114	n
null	0.065	n
null	0.114	n
null	0.024	y
null	0.157	n
null	0.022	y
null	0.053	n
null	0.002	y
null	0.114	n
null	0	y
null	0.02	y
null	0.047	y
null	0.198	n
null	0.005	y
null	0.028	y
null	0.058	n
null	0.058	n
null	0.114	n
null	0.022	y
null	0.047	y
null	0.028	y
null	0.176	n
null	0.012	y
null	0.001	y
null	0.008	y
null	0.114	n
null	0.114	n
null	0.22	n
null	0.322	n
null	0.198	n
null	0.114	n
null	0.198	n
null	0.294	n
null	0.024	y
null	0.198	n
null	0.322	n
null	0.22	n
null	0.035	y
null	0.198	n
null	0.058	n
null	0	y
null	0.114	n
null	0.024	y
null	0.017	y
null	0.116	n
null	0.116	n
null	0.258	n
null	0.036	y
null	0.198	n
null	0.013	y
null	0.114	n
null	0.114	n
null	0	y
null	0.181	n
null	0.007	y
null	0.322	n
null	0.058	n
null	0.114	n
null	0.157	n
null	0.084	n
null	0.123	n
null	0.114	n
null	0.114	n
null	0.114	n
null	0.198	n
null	0.035	y
null	0.053	n
null	0.114	n
null	0.114	n
null	0.011	y
null	0.012	y
null	0.058	n
null	0.114	n
null	0.035	y
null	0.001	y
null	0.114	n
null	0	y
null	0.669	n
null	0.164	n
null	0.053	n
null	0.114	n
null	0.024	y
null	0.198	n
null	0.035	y
null	0.258	n
null	0.014	y
null	0.011	y
null	0.258	n
null	0.355	n
null	0.114	n
null	0.05	n
null	0.018	y
null	0.115	n
null	0.005	y
null	0.022	y
null	0.044	y
null	0.003	y
null	0.156	n
null	0.16	n
null	0.116	n
null	0.114	n
null	0.114	n
null	0.156	n
null	0	y
null	0.025	y
null	0.198	n
null	0.032	y
null	0.198	n
null	0.028	y
null	0.095	n
null	0.005	y
null	0	y
null	0.002	y
null	0.001	y
null	0	y
null	0.065	n
null	0.065	n
null	0.022	y
null	0.22	n
null	0.002	y
null	0.115	n
null	0.161	n
null	0.014	y
null	0.035	y
null	0.414	n
null	0.108	n
null	0.047	y
null	0.034	y
null	0.058	n
null	0.017	y
null	0.037	y
null	0.16	n
null	0.047	y
null	0.047	y
null	0.114	n
null	0.198	n
null	0.258	n
null	0.198	n
null	0.053	n
null	0	y
null	0.01	y
null	0.011	y
null	0.047	y
null	0.116	n
null	0	y
null	0.114	n
null	0.047	y
null	0.002	y
null	0.198	n
null	0.114	n
null	0.114	n
null	0.218	n
null	0.157	n
null	0.011	y
null	0.198	n
null	0.114	n
null	0.116	n
null	0.114	n
null	0.058	n
null	0.176	n
null	0.01	y
null	0.114	n
null	0.058	n
null	0.258	n
null	0.047	y
null	0.258	n
null	0.198	n
null	0.058	n
null	0.198	n
null	0.198	n
null	0.005	y
null	0.116	n
null	0.258	n
null	0.122	n
null	0.198	n
null	0.198	n
null	0.047	y
null	0.058	n
null	0.198	n
null	0.157	n
null	0.053	n
null	0.012	y
null	0.005	y
null	0.198	n
null	0.198	n
null	0.114	n
null	0.198	n
null	0	y
null	0.036	y
null	0.011	y
null	0.198	n
null	0	y
null	0.084	n
null	0.198	n
null	0.22	n
null	0.024	y
null	0.011	y
null	0.157	n
null	0.023	y
null	0.198	n
null	0.004	y
null	0.053	n
null	0.408	n
null	0.114	n
null	0.258	n
null	0.029	y
null	0.198	n
null	0.002	y
null	0.191	n
null	0.247	n
null	0.116	n
null	0.218	n
null	0.011	y
null	0.032	y
null	0.258	n
null	0.051	n
null	0.116	n
null	0.09	n
null	0.116	n
null	0.03	y
null	0.074	n
null	0	y
null	0.058	n
null	0.157	n
null	0.114	n
null	0.099	n
null	0.198	n
null	0.114	n
null	0.198	n
null	0.198	n
null	0.006	y
null	0.024	y
null	0.157	n
null	0.058	n
null	0.198	n
null	0.198	n
null	0.069	n
null	0.065	n
null	0.198	n
null	0.218	n
null	0.008	y
null	0.092	n
null	0.058	n
null	0.033	y
null	0.058	n
null	0.191	n
null	0.114	n
null	0.047	y
null	0.005	y
null	0.024	y
null	0.084	n
null	0.198	n
null	0.116	n
null	0.198	n
null	0.208	n
null	0.033	y
null	0.114	n
null	0.047	y
null	0.258	n
null	0.058	n
null	0.069	n
null	0.114	n
null	0.218	n
null	0.198	n
null	0.069	n
null	0.198	n
null	0.218	n
null	0.198	n
null	0.198	n
null	0.006	y
null	0.198	n
null	0.198	n
null	0.198	n
null	0.001	y
null	0.074	n
null	0.114	n
null	0.114	n
null	0.001	y
null	0.058	n
null	0.007	y
null	0.114	n
null	0.024	y
null	0.459	n
null	0.114	n
null	0.047	y
null	0.108	n
null	0.258	n
null	0.114	n
null	0.116	n
null	0.158	n
null	0.114	n
null	0.198	n
null	0.198	n
null	0.002	y
null	0.198	n
null	0.116	n
null	0.198	n
null	0.108	n
null	0.218	n
null	0.114	n
null	0.011	y
null	0.047	y
null	0.156	n
null	0.047	y
null	0.001	y
null	0.198	n
null	0.198	n
null	0.198	n
null	0.036	y
null	0.005	y
null	0.114	n
null	0.002	y
null	0.011	y
null	0.116	n
null	0.198	n
null	0.03	y
null	0.156	n
null	0.005	y
null	0.157	n
null	0.112	n
null	0.198	n
null	0.051	n
null	0.035	y
null	0.09	n
null	0.071	n
null	0.198	n
null	0.198	n
null	0	y
null	0.047	y
null	0.008	y
null	0.002	y
null	0	y
null	0	y
null	0.736	n
null	0.112	n
null	0.002	y
null	0.214	n
null	0.311	n
null	0.039	y
null	0	y
null	0.05	n
null	0.198	n
null	0.198	n
null	0.198	n
null	0.084	n
null	0.258	n
null	0.198	n
null	0.198	n
null	0.004	y
null	0.114	n
null	0	y
null	0.258	n
null	0.079	n
null	0.198	n
null	0.258	n
null	0.198	n
null	0.003	y
null	0.198	n
null	0.258	n
null	0.058	n
null	0.058	n
null	0.408	n
null	0.058	n
null	0.258	n
null	0.198	n
null	0.198	n
null	0.198	n
null	0.198	n
null	0.164	n
null	0.051	n
null	0	y
null	0.044	y
null	0.22	n
null	0.116	n
null	0.408	n
null	0.058	n
null	0.09	n
null	0.164	n
null	0.047	y
null	0.498	n
null	0.198	n
null	0.036	y
null	0.198	n
null	0.198	n
null	0.116	n
null	0.198	n
null	0.114	n
null	0.198	n
null	0.198	n
null	0.198	n
null	0.258	n
null	0.198	n
null	0.258	n
null	0.198	n
null	0	y
null	0.198	n
null	0.198	n
null	0.355	n
null	0.258	n
null	0.258	n
null	0.032	y
null	0.258	n
null	0.032	y
null	0.198	n
null	0.198	n
null	0.258	n
null	0.198	n
null	0.116	n
null	0.198	n
null	0.198	n
null	0.198	n
null	0.01	y
null	0.164	n
null	0.005	y
null	0.198	n
null	0.198	n
null	0.198	n
null	0.058	n
null	0.198	n
null	0.198	n
null	0.011	y
null	0.342	n
null	0.09	n
null	0.198	n
null	0.198	n
null	0.198	n
null	0.088	n
null	0.198	n
null	0.074	n
null	0.258	n
null	0.198	n
null	0.086	n
null	0.084	n
null	0.09	n
null	0.198	n
null	0.198	n
null	0.198	n
null	0.198	n
null	0.198	n
null	0.198	n
null	0.058	n
null	0.258	n
null	0.008	y
null	0.011	y
null	0.198	n
null	0.669	n
null	0.051	n
null	0.258	n
null	0.198	n
null	0.084	n
null	0.198	n
null	0.051	n
null	0.516	n
null	0.069	n
null	0.198	n
null	0.164	n
null	0.198	n
null	0.258	n
null	0.05	n
null	0.198	n
null	0.069	n
null	0.164	n
null	0.025	y
null	0.011	y
null	0.198	n
null	0.022	y
null	0.176	n
null	0.258	n
null	0.157	n
null	0.164	n
null	0.025	y
null	0.198	n
null	0.198	n
null	0.157	n
null	0.258	n
null	0.116	n
null	0.258	n
null	0.198	n
null	0.058	n
null	0.092	n
null	0.198	n
null	0.025	y
null	0.258	n
null	0.004	y
null	0.074	n
null	0.023	y
null	0.198	n
null	0.218	n
null	0.198	n
null	0.258	n
null	0.258	n
null	0.198	n
null	0.006	y
null	0.355	n
null	0.157	n
null	0.198	n
null	0.198	n
null	0.198	n
null	0.116	n
null	0.164	n
null	0.157	n
null	0.198	n
null	0.078	n
null	0.084	n
null	0.116	n
null	0.198	n
null	0.258	n
null	0.014	y
null	0.111	n
null	0	y
null	0.002	y
null	0.198	n
null	0.198	n
null	0.198	n
null	0.198	n
null	0.258	n
null	0.03	y
null	0.355	n
null	0.116	n
null	0.058	n
null	0.198	n
null	0.198	n
null	0.074	n
null	0.258	n
null	0.028	y
null	0.001	y
null	0.198	n
null	0.198	n
null	0	y
null	0.194	n
null	0.047	y
null	0.011	y
null	0.198	n
null	0.176	n
null	0.258	n
null	0.198	n
null	0.084	n
null	0.028	y
null	0.114	n
null	0.047	y
null	0.058	n
null	0.047	y
null	0.005	y
null	0.099	n
null	0.164	n
null	0.198	n
null	0.058	n
null	0.198	n
null	0.198	n
null	0.198	n
null	0.176	n
null	0.114	n
null	0.058	n
null	0.005	y
null	0.008	y
null	0.198	n
null	0.011	y
null	0.157	n
null	0.157	n
null	0.198	n
null	0.198	n
null	0.05	n
null	0.198	n
null	0.198	n
null	0.056	n
null	0.198	n
null	0.09	n
null	0.198	n
null	0.198	n
null	0.198	n
null	0.196	n
null	0.157	n
null	0.164	n
null	0.198	n
null	0.258	n
null	0.008	y
null	0.157	n
null	0.258	n
null	0.092	n
null	0.058	n
null	0.198	n
null	0.198	n
null	0.198	n
null	0.157	n
null	0.198	n
null	0.074	n
null	0.198	n
null	0.198	n
null	0.198	n
null	0.164	n
null	0.198	n
null	0.011	y
null	0.198	n
null	0.069	n
null	0.196	n
null	0.194	n
null	0.198	n
null	0.084	n
null	0.198	n
null	0.198	n
null	0.198	n
null	0.157	n
null	0.011	y
null	0.028	y
null	0.036	y
null	0.09	n
null	0.198	n
null	0.198	n
null	0.355	n
null	0.198	n
null	0.453	n
null	0.258	n
null	0.258	n
null	0.157	n
null	0.258	n
null	0.024	y
null	0.198	n
null	0.258	n
null	0.408	n
null	0.164	n
null	0.198	n
null	0.258	n
null	0.198	n
null	0.114	n
null	0.053	n
null	0.176	n
null	0.005	y
null	0.008	y
null	0.005	y
null	0	y
null	0.198	n
null	0.005	y
null	0.047	y
null	0.194	n
null	0.005	y
null	0.194	n
null	0.008	y
null	0.008	y
null	0.198	n
null	0.157	n
null	0.032	y
null	0.198	n
null	0.625	n
null	0.16	n
null	0.453	n
null	0.069	n
null	0.002	y
null	0.001	y
null	0.088	n
null	0.004	y
null	0	y
null	0.001	y
null	0.561	n
null	0.013	y
null	0.084	n
null	0.028	y
null	0.041	y
null	0.157	n
null	0.041	y
null	0.09	n
null	0.258	n
null	0.16	n
null	0.164	n
null	0.258	n
null	0.003	y
null	0.001	y
null	0.198	n
null	0.058	n
null	0.05	n
null	0.198	n
null	0.084	n
null	0.198	n
null	0.198	n
null	0.069	n
null	0.258	n
null	0.258	n
null	0.258	n
null	0.247	n
null	0.002	y
null	0.258	n
null	0.084	n
null	0.164	n
null	0	y
null	0.191	n
null	0.258	n
null	0.258	n
null	0.084	n
null	0.198	n
null	0.355	n
null	0.001	y
null	0.084	n
null	0.023	y
null	0.014	y
null	0.164	n
null	0.002	y
null	0.095	n
null	0.516	n
null	0.258	n
null	0.164	n
null	0.157	n
null	0.198	n
null	0.011	y
null	0.258	n
null	0.032	y
null	0.258	n
null	0.258	n
null	0.294	n
null	0.258	n
null	0.164	n
null	0.001	y
null	0.258	n
null	0.258	n
null	0.516	n
null	0.408	n
null	0.198	n
null	0.09	n
null	0.258	n
null	0.258	n
null	0.164	n
null	0.176	n
null	0.158	n
null	0.258	n
null	0.034	y
null	0.342	n
null	0.258	n
null	0.258	n
null	0.258	n
null	0.258	n
null	0.198	n
null	0.258	n
null	0.198	n
null	0.036	y
null	0.258	n
null	0.198	n
null	0.453	n
null	0.258	n
null	0.225	n
null	0.258	n
null	0.028	y
null	0.013	y
null	0.258	n
null	0.258	n
null	0.09	n
null	0.258	n
null	0.258	n
null	0.036	y
null	0.198	n
null	0.023	y
null	0.01	y
null	0.164	n
null	0.092	n
null	0.218	n
null	0.198	n
null	0.258	n
null	0.258	n
null	0.16	n
null	0.516	n
null	0.164	n
null	0.084	n
null	0.258	n
null	0.05	n
null	0.058	n
null	0.011	y
null	0.058	n
null	0.198	n
null	0.258	n
null	0.036	y
null	0.198	n
null	0.498	n
null	0.164	n
null	0.198	n
null	0.05	n
null	0.198	n
null	0.157	n
null	0.198	n
null	0.164	n
null	0.294	n
null	0.157	n
null	0.198	n
null	0.05	n
null	0.036	y
null	0.002	y
null	0.024	y
null	0	y
null	0.176	n
null	0.157	n
null	0.355	n
null	0.022	y
null	0.258	n
null	0.258	n
null	0.355	n
null	0.258	n
null	0.028	y
null	0.355	n
null	0.258	n
null	0.563	n
null	0.023	y
null	0.157	n
null	0.453	n
null	0.258	n
null	0.157	n
null	0.258	n
null	0.258	n
null	0.023	y
null	0.084	n
null	0.198	n
null	0.012	y
null	0.05	n
null	0.258	n
null	0.218	n
null	0.099	n
null	0.198	n
null	0.09	n
null	0.108	n
null	0.258	n
null	0.198	n
null	0.258	n
null	0.294	n
null	0.116	n
null	0.092	n
null	0.164	n
null	0.092	n
null	0.258	n
null	0.069	n
null	0.011	y
null	0.191	n
null	0.041	y
null	0.258	n
null	0.09	n
null	0.023	y
null	0.022	y
null	0.258	n
null	0.258	n
null	0.051	n
null	0.024	y
null	0.198	n
null	0.084	n
null	0.198	n
null	0.044	y
null	0.258	n
null	0.058	n
null	0.198	n
null	0.09	n
null	0.116	n
null	0.258	n
null	0.258	n
null	0.015	y
null	0.258	n
null	0.004	y
null	0.047	y
null	0.258	n
null	0.157	n
null	0.196	n
null	0.258	n
null	0.258	n
null	0.084	n
null	0.258	n
null	0.258	n
null	0.001	y
null	0.157	n
null	0.198	n
null	0.459	n
null	0.025	y
null	0.092	n
null	0.258	n
null	0.036	y
null	0.001	y
null	0.028	y
null	0.157	n
null	0.157	n
null	0.516	n
null	0.164	n
null	0.258	n
null	0.258	n
null	0.258	n
null	0.459	n
null	0.194	n
null	0.258	n
null	0.258	n
null	0.058	n
null	0.258	n
null	0.258	n
null	0.084	n
null	0.355	n
null	0.258	n
null	0.247	n
null	0.164	n
null	0.258	n
null	0.092	n
null	0.258	n
null	0.024	y
null	0.095	n
null	0.258	n
null	0.157	n
null	0.198	n
null	0.036	y
null	0.002	y
null	0.198	n
null	0.022	y
null	0.014	y
null	0.198	n
null	0.258	n
null	0.176	n
null	0.198	n
null	0.014	y
null	0.036	y
null	0.258	n
null	0.258	n
null	0.355	n
null	0.408	n
null	0.024	y
null	0.069	n
null	0.16	n
null	0.047	y
null	0.258	n
null	0.004	y
null	0.258	n
null	0.011	y
null	0.355	n
null	0.069	n
null	0	y
null	0.036	y
null	0.09	n
null	0.002	y
null	0.069	n
null	0.014	y
null	0.198	n
null	0.198	n
null	0.084	n
null	0.198	n
null	0.355	n
null	0.198	n
null	0.092	n
null	0.258	n
null	0.09	n
null	0.198	n
null	0.006	y
null	0.088	n
null	0.258	n
null	0.16	n
null	0.355	n
null	0.084	n
null	0.187	n
null	0.258	n
null	0.092	n
null	0.258	n
null	0.011	y
null	0.069	n
null	0.198	n
null	0.258	n
null	0.258	n
null	0.09	n
null	0.046	y
null	0.157	n
null	0.002	y
null	0.092	n
null	0.005	y
null	0.258	n
null	0.16	n
null	0.116	n
null	0.069	n
null	0.011	y
null	0.258	n
null	0.028	y
null	0.114	n
null	0.084	n
null	0.092	n
null	0.342	n
null	0.187	n
null	0.198	n
null	0.294	n
null	0.095	n
null	0.088	n
null	0.157	n
null	0.516	n
null	0.355	n
null	0.198	n
null	0.498	n
null	0.176	n
null	0.047	y
null	0.111	n
null	0.198	n
null	0.258	n
null	0.024	y
null	0.453	n
null	0.355	n
null	0.164	n
null	0.047	y
null	0.09	n
null	0.198	n
null	0.006	y
null	0.191	n
null	0.003	y
null	0.05	n
null	0.408	n
null	0.002	y
null	0.194	n
null	0.003	y
null	0.16	n
null	0.355	n
null	0.084	n
null	0.056	n
null	0.044	y
null	0.258	n
null	0.258	n
null	0.017	y
null	0.191	n
null	0.258	n
null	0.355	n
null	0.258	n
null	0.453	n
null	0.16	n
null	0.198	n
null	0.258	n
null	0.191	n
null	0.453	n
null	0.069	n
null	0.09	n
null	0.047	y
null	0.002	y
null	0.164	n
null	0.198	n
null	0.218	n
null	0.258	n
null	0.041	y
null	0.198	n
null	0.453	n
null	0.247	n
null	0.028	y
null	0.198	n
null	0.022	y
null	0.023	y
null	0.092	n
null	0.084	n
null	0.16	n
null	0.157	n
null	0.453	n
null	0.294	n
null	0.024	y
null	0.09	n
null	0.258	n
null	0.044	y
null	0.342	n
null	0.355	n
null	0.191	n
null	0.247	n
null	0.355	n
null	0.022	y
null	0.008	y
null	0.346	n
null	0.243	n
null	0.228	n
null	0.051	n
null	0.243	n
null	0.004	y
null	0.003	y
null	0.003	y
null	0.014	y
null	0.583	n
null	0.041	y
null	0.05	n
null	0.095	n
null	0.164	n
null	0.218	n
null	0.218	n
null	0.016	y
null	0.16	n
null	0.218	n
null	0.16	n
null	0.238	n
null	0.164	n
null	0.218	n
null	0.218	n
null	0.218	n
null	0.164	n
null	0.225	n
null	0.218	n
null	0.218	n
null	0.01	y
null	0.218	n
null	0.218	n
null	0.067	n
null	0.218	n
null	0.16	n
null	0.001	y
null	0.218	n
null	0.01	y
null	0.092	n
null	0.238	n
null	0.294	n
null	0.218	n
null	0.218	n
null	0.453	n
null	0.218	n
null	0.042	y
null	0.218	n
null	0.218	n
null	0.218	n
null	0.164	n
null	0.453	n
null	0.218	n
null	0.092	n
null	0.164	n
null	0.05	n
null	0.191	n
null	0.002	y
null	0.164	n
null	0.453	n
null	0.294	n
null	0.09	n
null	0.218	n
null	0.032	y
null	0.042	y
null	0.218	n
null	0.218	n
null	0.164	n
null	0.047	y
null	0.16	n
null	0.218	n
null	0.041	y
null	0.355	n
null	0.498	n
null	0.092	n
