#FamilyID	pvalue	Significant at 0.05
null	0	y
null	0.139	n
null	0.008	y
null	0.039	y
null	0.001	y
null	0.001	y
null	0.008	y
null	0.003	y
null	0.009	y
null	0.004	y
null	0.001	y
null	0.001	y
null	0.004	y
null	0.005	y
null	0	y
null	0	y
null	0.007	y
null	0.002	y
null	0	y
null	0.008	y
null	0	y
null	0.001	y
null	0	y
null	0	y
null	0.009	y
null	0	y
null	0.001	y
null	0.012	y
null	0	y
null	0.012	y
null	0.005	y
null	0.014	y
null	0.019	y
null	0.001	y
null	0.012	y
null	0.009	y
null	0.027	y
null	0.012	y
null	0	y
null	0.019	y
null	0.003	y
null	0.002	y
null	0.001	y
null	0.001	y
null	0	y
null	0.002	y
null	0	y
null	0	y
null	0.082	n
null	0	y
null	0.009	y
null	0	y
null	0.039	y
null	0.008	y
null	0.041	y
null	0.019	y
null	0.005	y
null	0.006	y
null	0	y
null	0.002	y
null	0.004	y
null	0.002	y
null	0.039	y
null	0.009	y
null	0.039	y
null	0.091	n
null	0.019	y
null	0	y
null	0.039	y
null	0.004	y
null	0.002	y
null	0	y
null	0.039	y
null	0.054	n
null	0.052	n
null	0.008	y
null	0.001	y
null	0.009	y
null	0	y
null	0.075	n
null	0.019	y
null	0.002	y
null	0.002	y
null	0.369	n
null	0.008	y
null	0	y
null	0.052	n
null	0.138	n
null	0.002	y
null	0.05	n
null	0.052	n
null	0.075	n
null	0.019	y
null	0.005	y
null	0.008	y
null	0.052	n
null	0.039	y
null	0	y
null	0.052	n
null	0	y
null	0.001	y
null	0.052	n
null	0.032	y
null	0.002	y
null	0.014	y
null	0.037	y
null	0	y
null	0	y
null	0.043	y
null	0.001	y
null	0.012	y
null	0.052	n
null	0.044	y
null	0	y
null	0.018	y
null	0	y
null	0	y
null	0.037	y
null	0.132	n
null	0.005	y
null	0.002	y
null	0	y
null	0.005	y
null	0.042	y
null	0	y
null	0	y
null	0.001	y
null	0.054	n
null	0	y
null	0.005	y
null	0.039	y
null	0.153	n
null	0.052	n
null	0.005	y
null	0.019	y
null	0.052	n
null	0.019	y
null	0	y
null	0.1	n
null	0.058	n
null	0.033	y
null	0.054	n
null	0.034	y
null	0.039	y
null	0.039	y
null	0.018	y
null	0.12	n
null	0.052	n
null	0.018	y
null	0.012	y
null	0.052	n
null	0.001	y
null	0.052	n
null	0.058	n
null	0.052	n
null	0.012	y
null	0.1	n
null	0.001	y
null	0	y
null	0	y
null	0.153	n
null	0	y
null	0.002	y
null	0.033	y
null	0.058	n
null	0.052	n
null	0.043	y
null	0.032	y
null	0.001	y
null	0.043	y
null	0.004	y
null	0.019	y
null	0.018	y
null	0.001	y
null	0.001	y
null	0.172	n
null	0.032	y
null	0.058	n
null	0.115	n
null	0.052	n
null	0.052	n
null	0.005	y
null	0.037	y
null	0.001	y
null	0	y
null	0.211	n
null	0.004	y
null	0.001	y
null	0.028	y
null	0.027	y
null	0.005	y
null	0	y
null	0.006	y
null	0.005	y
null	0	y
null	0.058	n
null	0.019	y
null	0	y
null	0.009	y
null	0.002	y
null	0.058	n
null	0.002	y
null	0.001	y
null	0.02	y
null	0	y
null	0.032	y
null	0.042	y
null	0.019	y
null	0.032	y
null	0.011	y
null	0.057	n
null	0.005	y
null	0.019	y
null	0.067	n
null	0.005	y
null	0.055	n
null	0.057	n
null	0.043	y
null	0.058	n
null	0.012	y
null	0.075	n
null	0.034	y
null	0.008	y
null	0.018	y
null	0.121	n
null	0.005	y
null	0.052	n
null	0.001	y
null	0.012	y
null	0.002	y
null	0.115	n
null	0.054	n
null	0.058	n
null	0.001	y
null	0.032	y
null	0	y
null	0	y
null	0.047	y
null	0.054	n
null	0.047	y
null	0.002	y
null	0.018	y
null	0	y
null	0.007	y
null	0	y
null	0.057	n
null	0.011	y
null	0.017	y
null	0.043	y
null	0.001	y
null	0.082	n
null	0	y
null	0.058	n
null	0.002	y
null	0.055	n
null	0.138	n
null	0.002	y
null	0.052	n
null	0.052	n
null	0.05	n
null	0.018	y
null	0.058	n
null	0.055	n
null	0.014	y
null	0.138	n
null	0.309	n
null	0.018	y
null	0.054	n
null	0.019	y
null	0.015	y
null	0.054	n
null	0.058	n
null	0.001	y
null	0.002	y
null	0.005	y
null	0.032	y
null	0.001	y
null	0.054	n
null	0	y
null	0.041	y
null	0.022	y
null	0.032	y
null	0.054	n
null	0.043	y
null	0.032	y
null	0.115	n
null	0.002	y
null	0.01	y
null	0.015	y
null	0.104	n
null	0.002	y
null	0.005	y
null	0.054	n
null	0.053	n
null	0.047	y
null	0.054	n
null	0.012	y
null	0.002	y
null	0.007	y
null	0	y
null	0.032	y
null	0.052	n
null	0.054	n
null	0.047	y
null	0.115	n
null	0.138	n
null	0.054	n
null	0.034	y
null	0.058	n
null	0.054	n
null	0.194	n
null	0.002	y
null	0.047	y
null	0.121	n
null	0	y
null	0.047	y
null	0.032	y
null	0.132	n
null	0.019	y
null	0	y
null	0.033	y
null	0.047	y
null	0.104	n
null	0.002	y
null	0.054	n
null	0.019	y
null	0.019	y
null	0.032	y
null	0.008	y
null	0.002	y
null	0.055	n
null	0.002	y
null	0.019	y
null	0.115	n
null	0.041	y
null	0.002	y
null	0.057	n
null	0.019	y
null	0.005	y
null	0.007	y
null	0.027	y
null	0.012	y
null	0.001	y
null	0.032	y
null	0.01	y
null	0	y
null	0.054	n
null	0.115	n
null	0	y
null	0.005	y
null	0.138	n
null	0	y
null	0.194	n
null	0.019	y
null	0.054	n
null	0.066	n
null	0.018	y
null	0.154	n
null	0.017	y
null	0.054	n
null	0.001	y
null	0.004	y
null	0.058	n
null	0.161	n
null	0.052	n
null	0.115	n
null	0.047	y
null	0.054	n
null	0.047	y
null	0.121	n
null	0.047	y
null	0.153	n
null	0.194	n
null	0.032	y
null	0.115	n
null	0	y
null	0.054	n
null	0.047	y
null	0.002	y
null	0.058	n
null	0.054	n
null	0.066	n
null	0.043	y
null	0.066	n
null	0.005	y
null	0.115	n
null	0.019	y
null	0.041	y
null	0.032	y
null	0.047	y
null	0.066	n
null	0.052	n
null	0.115	n
null	0.047	y
null	0.005	y
null	0.077	n
null	0.115	n
null	0	y
null	0.058	n
null	0.032	y
null	0.049	y
null	0.066	n
null	0.054	n
null	0.146	n
null	0.066	n
null	0.002	y
null	0.386	n
null	0.115	n
null	0.066	n
null	0.054	n
null	0.001	y
null	0.052	n
null	0.005	y
null	0.026	y
null	0.001	y
null	0.115	n
null	0.066	n
null	0.054	n
null	0.194	n
null	0.005	y
null	0.161	n
null	0.161	n
null	0.172	n
null	0.066	n
null	0.072	n
null	0.115	n
null	0.115	n
null	0.007	y
null	0.14	n
null	0.138	n
null	0.261	n
null	0.22	n
null	0.002	y
null	0.184	n
null	0.001	y
null	0.161	n
null	0.002	y
null	0.115	n
null	0.002	y
null	0.001	y
null	0.115	n
null	0.034	y
null	0.108	n
null	0.005	y
null	0.041	y
null	0.005	y
null	0.011	y
null	0.002	y
null	0.494	n
null	0.034	y
null	0.121	n
null	0.049	y
null	0.041	y
null	0	y
null	0.025	y
null	0	y
null	0.074	n
null	0.004	y
null	0.006	y
null	0.08	n
null	0.115	n
null	0.066	n
null	0.115	n
null	0.104	n
null	0.194	n
null	0.215	n
null	0	y
null	0.115	n
null	0.066	n
null	0.013	y
null	0.002	y
null	0.066	n
null	0.008	y
null	0.161	n
null	0.005	y
null	0.115	n
null	0.005	y
null	0.004	y
null	0.115	n
null	0.194	n
null	0.29	n
null	0.115	n
null	0.215	n
null	0.054	n
null	0.001	y
null	0.194	n
null	0.047	y
null	0.058	n
null	0.115	n
null	0.087	n
null	0.019	y
null	0.115	n
null	0.066	n
null	0.115	n
null	0.019	y
null	0.153	n
null	0.019	y
null	0.054	n
null	0.002	y
null	0.115	n
null	0.001	y
null	0.019	y
null	0.047	y
null	0.194	n
null	0.005	y
null	0.027	y
null	0.066	n
null	0.066	n
null	0.115	n
null	0.019	y
null	0.047	y
null	0.032	y
null	0.171	n
null	0.012	y
null	0.002	y
null	0.005	y
null	0.115	n
null	0.115	n
null	0.215	n
null	0.29	n
null	0.194	n
null	0.115	n
null	0.194	n
null	0.261	n
null	0.019	y
null	0.194	n
null	0.29	n
null	0.215	n
null	0.041	y
null	0.194	n
null	0.058	n
null	0	y
null	0.115	n
null	0.019	y
null	0.013	y
null	0.121	n
null	0.121	n
null	0.237	n
null	0.033	y
null	0.194	n
null	0.011	y
null	0.115	n
null	0.115	n
null	0	y
null	0.161	n
null	0.005	y
null	0.29	n
null	0.058	n
null	0.115	n
null	0.153	n
null	0.085	n
null	0.085	n
null	0.115	n
null	0.115	n
null	0.115	n
null	0.194	n
null	0.041	y
null	0.054	n
null	0.115	n
null	0.115	n
null	0.011	y
null	0.012	y
null	0.058	n
null	0.115	n
null	0.041	y
null	0.002	y
null	0.115	n
null	0.001	y
null	0.611	n
null	0.154	n
null	0.054	n
null	0.115	n
null	0.019	y
null	0.194	n
null	0.041	y
null	0.237	n
null	0.012	y
null	0.011	y
null	0.237	n
null	0.338	n
null	0.115	n
null	0.046	y
null	0.016	y
null	0.115	n
null	0.005	y
null	0.019	y
null	0.041	y
null	0.002	y
null	0.138	n
null	0.146	n
null	0.121	n
null	0.115	n
null	0.115	n
null	0.138	n
null	0	y
null	0.02	y
null	0.194	n
null	0.026	y
null	0.194	n
null	0.027	y
null	0.067	n
null	0.005	y
null	0.001	y
null	0.002	y
null	0.001	y
null	0	y
null	0.066	n
null	0.066	n
null	0.017	y
null	0.215	n
null	0.002	y
null	0.115	n
null	0.152	n
null	0.012	y
null	0.032	y
null	0.369	n
null	0.108	n
null	0.047	y
null	0.039	y
null	0.066	n
null	0.013	y
null	0.041	y
null	0.146	n
null	0.047	y
null	0.041	y
null	0.115	n
null	0.194	n
null	0.237	n
null	0.194	n
null	0.054	n
null	0	y
null	0.008	y
null	0.01	y
null	0.047	y
null	0.121	n
null	0	y
null	0.115	n
null	0.047	y
null	0.002	y
null	0.194	n
null	0.115	n
null	0.115	n
null	0.211	n
null	0.153	n
null	0.009	y
null	0.194	n
null	0.115	n
null	0.121	n
null	0.115	n
null	0.066	n
null	0.171	n
null	0.008	y
null	0.115	n
null	0.066	n
null	0.237	n
null	0.047	y
null	0.237	n
null	0.194	n
null	0.066	n
null	0.194	n
null	0.194	n
null	0.005	y
null	0.121	n
null	0.237	n
null	0.104	n
null	0.194	n
null	0.194	n
null	0.047	y
null	0.066	n
null	0.194	n
null	0.153	n
null	0.054	n
null	0.01	y
null	0.004	y
null	0.194	n
null	0.194	n
null	0.115	n
null	0.194	n
null	0	y
null	0.033	y
null	0.011	y
null	0.194	n
null	0.001	y
null	0.085	n
null	0.194	n
null	0.215	n
null	0.019	y
null	0.011	y
null	0.153	n
null	0.019	y
null	0.194	n
null	0.002	y
null	0.055	n
null	0.386	n
null	0.115	n
null	0.237	n
null	0.034	y
null	0.194	n
null	0.002	y
null	0.177	n
null	0.229	n
null	0.121	n
null	0.211	n
null	0.009	y
null	0.026	y
null	0.237	n
null	0.052	n
null	0.121	n
null	0.088	n
null	0.121	n
null	0.026	y
null	0.08	n
null	0.001	y
null	0.066	n
null	0.153	n
null	0.115	n
null	0.097	n
null	0.194	n
null	0.115	n
null	0.194	n
null	0.194	n
null	0.008	y
null	0.019	y
null	0.153	n
null	0.066	n
null	0.194	n
null	0.194	n
null	0.071	n
null	0.066	n
null	0.194	n
null	0.211	n
null	0.005	y
null	0.09	n
null	0.066	n
null	0.035	y
null	0.066	n
null	0.177	n
null	0.115	n
null	0.047	y
null	0.004	y
null	0.019	y
null	0.085	n
null	0.194	n
null	0.121	n
null	0.194	n
null	0.202	n
null	0.035	y
null	0.115	n
null	0.047	y
null	0.237	n
null	0.066	n
null	0.071	n
null	0.115	n
null	0.211	n
null	0.194	n
null	0.071	n
null	0.194	n
null	0.211	n
null	0.194	n
null	0.194	n
null	0.005	y
null	0.194	n
null	0.194	n
null	0.194	n
null	0.001	y
null	0.08	n
null	0.115	n
null	0.115	n
null	0.002	y
null	0.066	n
null	0.005	y
null	0.115	n
null	0.019	y
null	0.44	n
null	0.115	n
null	0.047	y
null	0.108	n
null	0.237	n
null	0.115	n
null	0.121	n
null	0.145	n
null	0.115	n
null	0.194	n
null	0.194	n
null	0.002	y
null	0.194	n
null	0.121	n
null	0.194	n
null	0.108	n
null	0.211	n
null	0.115	n
null	0.011	y
null	0.047	y
null	0.138	n
null	0.047	y
null	0.001	y
null	0.194	n
null	0.194	n
null	0.194	n
null	0.033	y
null	0.004	y
null	0.115	n
null	0.002	y
null	0.011	y
null	0.121	n
null	0.194	n
null	0.026	y
null	0.138	n
null	0.003	y
null	0.153	n
null	0.113	n
null	0.194	n
null	0.049	y
null	0.041	y
null	0.088	n
null	0.077	n
null	0.194	n
null	0.194	n
null	0	y
null	0.041	y
null	0.005	y
null	0.002	y
null	0.001	y
null	0	y
null	0.672	n
null	0.108	n
null	0.002	y
null	0.205	n
null	0.268	n
null	0.036	y
null	0.001	y
null	0.046	y
null	0.194	n
null	0.194	n
null	0.194	n
null	0.085	n
null	0.237	n
null	0.194	n
null	0.194	n
null	0.002	y
null	0.115	n
null	0	y
null	0.237	n
null	0.051	n
null	0.194	n
null	0.237	n
null	0.194	n
null	0.002	y
null	0.194	n
null	0.237	n
null	0.066	n
null	0.066	n
null	0.386	n
null	0.066	n
null	0.237	n
null	0.194	n
null	0.194	n
null	0.194	n
null	0.194	n
null	0.154	n
null	0.049	y
null	0	y
null	0.041	y
null	0.215	n
null	0.121	n
null	0.386	n
null	0.066	n
null	0.087	n
null	0.154	n
null	0.047	y
null	0.443	n
null	0.194	n
null	0.033	y
null	0.194	n
null	0.194	n
null	0.121	n
null	0.194	n
null	0.115	n
null	0.194	n
null	0.194	n
null	0.194	n
null	0.237	n
null	0.194	n
null	0.237	n
null	0.194	n
null	0	y
null	0.194	n
null	0.194	n
null	0.338	n
null	0.237	n
null	0.237	n
null	0.026	y
null	0.237	n
null	0.026	y
null	0.194	n
null	0.194	n
null	0.237	n
null	0.194	n
null	0.121	n
null	0.194	n
null	0.194	n
null	0.194	n
null	0.008	y
null	0.154	n
null	0.003	y
null	0.194	n
null	0.194	n
null	0.194	n
null	0.066	n
null	0.194	n
null	0.194	n
null	0.008	y
null	0.321	n
null	0.088	n
null	0.194	n
null	0.194	n
null	0.194	n
null	0.086	n
null	0.194	n
null	0.08	n
null	0.237	n
null	0.194	n
null	0.052	n
null	0.085	n
null	0.088	n
null	0.194	n
null	0.194	n
null	0.194	n
null	0.194	n
null	0.194	n
null	0.194	n
null	0.066	n
null	0.237	n
null	0.005	y
null	0.01	y
null	0.194	n
null	0.611	n
null	0.049	y
null	0.237	n
null	0.194	n
null	0.085	n
null	0.194	n
null	0.049	y
null	0.494	n
null	0.071	n
null	0.194	n
null	0.154	n
null	0.194	n
null	0.237	n
null	0.046	y
null	0.194	n
null	0.071	n
null	0.154	n
null	0.019	y
null	0.01	y
null	0.194	n
null	0.017	y
null	0.171	n
null	0.237	n
null	0.153	n
null	0.154	n
null	0.019	y
null	0.194	n
null	0.194	n
null	0.153	n
null	0.237	n
null	0.121	n
null	0.237	n
null	0.194	n
null	0.066	n
null	0.09	n
null	0.194	n
null	0.019	y
null	0.237	n
null	0.002	y
null	0.08	n
null	0.019	y
null	0.194	n
null	0.211	n
null	0.194	n
null	0.237	n
null	0.237	n
null	0.194	n
null	0.005	y
null	0.338	n
null	0.153	n
null	0.194	n
null	0.194	n
null	0.194	n
null	0.121	n
null	0.154	n
null	0.153	n
null	0.194	n
null	0.082	n
null	0.085	n
null	0.121	n
null	0.194	n
null	0.237	n
null	0.012	y
null	0.113	n
null	0.001	y
null	0.002	y
null	0.194	n
null	0.194	n
null	0.194	n
null	0.194	n
null	0.237	n
null	0.026	y
null	0.338	n
null	0.121	n
null	0.066	n
null	0.194	n
null	0.194	n
null	0.08	n
null	0.237	n
null	0.023	y
null	0.002	y
null	0.194	n
null	0.194	n
null	0	y
null	0.184	n
null	0.041	y
null	0.011	y
null	0.194	n
null	0.171	n
null	0.237	n
null	0.194	n
null	0.085	n
null	0.023	y
null	0.115	n
null	0.047	y
null	0.066	n
null	0.037	y
null	0.004	y
null	0.097	n
null	0.154	n
null	0.194	n
null	0.066	n
null	0.194	n
null	0.194	n
null	0.194	n
null	0.171	n
null	0.115	n
null	0.066	n
null	0.004	y
null	0.005	y
null	0.194	n
null	0.008	y
null	0.153	n
null	0.153	n
null	0.194	n
null	0.194	n
null	0.046	y
null	0.194	n
null	0.194	n
null	0.04	y
null	0.194	n
null	0.088	n
null	0.194	n
null	0.194	n
null	0.194	n
null	0.185	n
null	0.153	n
null	0.154	n
null	0.194	n
null	0.237	n
null	0.005	y
null	0.153	n
null	0.237	n
null	0.09	n
null	0.066	n
null	0.194	n
null	0.194	n
null	0.194	n
null	0.153	n
null	0.194	n
null	0.08	n
null	0.194	n
null	0.194	n
null	0.194	n
null	0.154	n
null	0.194	n
null	0.009	y
null	0.194	n
null	0.071	n
null	0.185	n
null	0.184	n
null	0.194	n
null	0.085	n
null	0.194	n
null	0.194	n
null	0.194	n
null	0.153	n
null	0.01	y
null	0.023	y
null	0.033	y
null	0.087	n
null	0.194	n
null	0.194	n
null	0.338	n
null	0.194	n
null	0.437	n
null	0.237	n
null	0.237	n
null	0.153	n
null	0.237	n
null	0.019	y
null	0.194	n
null	0.237	n
null	0.386	n
null	0.154	n
null	0.194	n
null	0.237	n
null	0.194	n
null	0.115	n
null	0.054	n
null	0.171	n
null	0.004	y
null	0.006	y
null	0.004	y
null	0	y
null	0.194	n
null	0.004	y
null	0.041	y
null	0.184	n
null	0.004	y
null	0.184	n
null	0.005	y
null	0.005	y
null	0.194	n
null	0.153	n
null	0.026	y
null	0.194	n
null	0.603	n
null	0.146	n
null	0.437	n
null	0.071	n
null	0.002	y
null	0.001	y
null	0.085	n
null	0.004	y
null	0	y
null	0.002	y
null	0.514	n
null	0.011	y
null	0.085	n
null	0.023	y
null	0.035	y
null	0.153	n
null	0.035	y
null	0.088	n
null	0.237	n
null	0.146	n
null	0.154	n
null	0.237	n
null	0.004	y
null	0.002	y
null	0.194	n
null	0.066	n
null	0.046	y
null	0.194	n
null	0.085	n
null	0.194	n
null	0.194	n
null	0.071	n
null	0.237	n
null	0.237	n
null	0.237	n
null	0.229	n
null	0.002	y
null	0.237	n
null	0.085	n
null	0.154	n
null	0	y
null	0.177	n
null	0.237	n
null	0.237	n
null	0.085	n
null	0.194	n
null	0.338	n
null	0.002	y
null	0.085	n
null	0.018	y
null	0.012	y
null	0.154	n
null	0.002	y
null	0.082	n
null	0.494	n
null	0.237	n
null	0.154	n
null	0.153	n
null	0.194	n
null	0.008	y
null	0.237	n
null	0.026	y
null	0.237	n
null	0.237	n
null	0.261	n
null	0.237	n
null	0.154	n
null	0.002	y
null	0.237	n
null	0.237	n
null	0.494	n
null	0.386	n
null	0.194	n
null	0.088	n
null	0.237	n
null	0.237	n
null	0.154	n
null	0.171	n
null	0.145	n
null	0.237	n
null	0.029	y
null	0.321	n
null	0.237	n
null	0.237	n
null	0.237	n
null	0.237	n
null	0.194	n
null	0.237	n
null	0.194	n
null	0.033	y
null	0.237	n
null	0.194	n
null	0.437	n
null	0.237	n
null	0.186	n
null	0.237	n
null	0.023	y
null	0.011	y
null	0.237	n
null	0.237	n
null	0.088	n
null	0.237	n
null	0.237	n
null	0.033	y
null	0.194	n
null	0.019	y
null	0.008	y
null	0.154	n
null	0.09	n
null	0.211	n
null	0.194	n
null	0.237	n
null	0.237	n
null	0.146	n
null	0.494	n
null	0.154	n
null	0.085	n
null	0.237	n
null	0.046	y
null	0.066	n
null	0.01	y
null	0.066	n
null	0.194	n
null	0.237	n
null	0.033	y
null	0.194	n
null	0.443	n
null	0.154	n
null	0.194	n
null	0.046	y
null	0.194	n
null	0.153	n
null	0.194	n
null	0.154	n
null	0.261	n
null	0.153	n
null	0.194	n
null	0.047	y
null	0.033	y
null	0.002	y
null	0.019	y
null	0	y
null	0.171	n
null	0.153	n
null	0.338	n
null	0.018	y
null	0.237	n
null	0.237	n
null	0.338	n
null	0.237	n
null	0.023	y
null	0.338	n
null	0.237	n
null	0.555	n
null	0.018	y
null	0.153	n
null	0.437	n
null	0.237	n
null	0.153	n
null	0.237	n
null	0.237	n
null	0.019	y
null	0.085	n
null	0.194	n
null	0.01	y
null	0.046	y
null	0.237	n
null	0.211	n
null	0.097	n
null	0.194	n
null	0.088	n
null	0.08	n
null	0.237	n
null	0.194	n
null	0.237	n
null	0.261	n
null	0.121	n
null	0.09	n
null	0.154	n
null	0.09	n
null	0.237	n
null	0.071	n
null	0.01	y
null	0.177	n
null	0.034	y
null	0.237	n
null	0.088	n
null	0.019	y
null	0.017	y
null	0.237	n
null	0.237	n
null	0.049	y
null	0.019	y
null	0.194	n
null	0.085	n
null	0.194	n
null	0.036	y
null	0.237	n
null	0.066	n
null	0.194	n
null	0.088	n
null	0.121	n
null	0.237	n
null	0.237	n
null	0.018	y
null	0.237	n
null	0.002	y
null	0.043	y
null	0.237	n
null	0.153	n
null	0.185	n
null	0.237	n
null	0.237	n
null	0.085	n
null	0.237	n
null	0.237	n
null	0.002	y
null	0.153	n
null	0.194	n
null	0.44	n
null	0.02	y
null	0.09	n
null	0.237	n
null	0.033	y
null	0.002	y
null	0.023	y
null	0.153	n
null	0.153	n
null	0.494	n
null	0.154	n
null	0.237	n
null	0.237	n
null	0.237	n
null	0.44	n
null	0.184	n
null	0.237	n
null	0.237	n
null	0.066	n
null	0.237	n
null	0.237	n
null	0.085	n
null	0.338	n
null	0.237	n
null	0.229	n
null	0.154	n
null	0.237	n
null	0.09	n
null	0.237	n
null	0.019	y
null	0.082	n
null	0.237	n
null	0.153	n
null	0.194	n
null	0.033	y
null	0.004	y
null	0.194	n
null	0.019	y
null	0.012	y
null	0.194	n
null	0.237	n
null	0.171	n
null	0.194	n
null	0.012	y
null	0.033	y
null	0.237	n
null	0.237	n
null	0.338	n
null	0.386	n
null	0.019	y
null	0.071	n
null	0.146	n
null	0.041	y
null	0.237	n
null	0.002	y
null	0.237	n
null	0.01	y
null	0.338	n
null	0.071	n
null	0.001	y
null	0.033	y
null	0.088	n
null	0.002	y
null	0.071	n
null	0.012	y
null	0.194	n
null	0.194	n
null	0.085	n
null	0.194	n
null	0.338	n
null	0.194	n
null	0.09	n
null	0.237	n
null	0.087	n
null	0.194	n
null	0.005	y
null	0.086	n
null	0.237	n
null	0.146	n
null	0.338	n
null	0.085	n
null	0.139	n
null	0.237	n
null	0.09	n
null	0.237	n
null	0.011	y
null	0.071	n
null	0.194	n
null	0.237	n
null	0.237	n
null	0.088	n
null	0.038	y
null	0.153	n
null	0.002	y
null	0.09	n
null	0.003	y
null	0.237	n
null	0.146	n
null	0.121	n
null	0.071	n
null	0.008	y
null	0.237	n
null	0.023	y
null	0.115	n
null	0.085	n
null	0.09	n
null	0.321	n
null	0.139	n
null	0.194	n
null	0.261	n
null	0.067	n
null	0.086	n
null	0.153	n
null	0.494	n
null	0.338	n
null	0.194	n
null	0.443	n
null	0.171	n
null	0.041	y
null	0.113	n
null	0.194	n
null	0.237	n
null	0.019	y
null	0.437	n
null	0.338	n
null	0.154	n
null	0.041	y
null	0.087	n
null	0.194	n
null	0.005	y
null	0.177	n
null	0.002	y
null	0.046	y
null	0.386	n
null	0.002	y
null	0.184	n
null	0.002	y
null	0.146	n
null	0.338	n
null	0.085	n
null	0.04	y
null	0.041	y
null	0.237	n
null	0.237	n
null	0.013	y
null	0.177	n
null	0.237	n
null	0.338	n
null	0.237	n
null	0.437	n
null	0.146	n
null	0.194	n
null	0.237	n
null	0.177	n
null	0.437	n
null	0.071	n
null	0.088	n
null	0.041	y
null	0.002	y
null	0.154	n
null	0.194	n
null	0.211	n
null	0.237	n
null	0.035	y
null	0.194	n
null	0.437	n
null	0.229	n
null	0.022	y
null	0.194	n
null	0.019	y
null	0.018	y
null	0.09	n
null	0.085	n
null	0.146	n
null	0.153	n
null	0.437	n
null	0.261	n
null	0.019	y
null	0.088	n
null	0.237	n
null	0.041	y
null	0.321	n
null	0.338	n
null	0.177	n
null	0.229	n
null	0.338	n
null	0.019	y
null	0.006	y
null	0.32	n
null	0.179	n
null	0.214	n
null	0.045	y
null	0.179	n
null	0.002	y
null	0.004	y
null	0.004	y
null	0.012	y
null	0.566	n
null	0.035	y
null	0.046	y
null	0.082	n
null	0.154	n
null	0.161	n
null	0.161	n
null	0.013	y
null	0.146	n
null	0.161	n
null	0.146	n
null	0.22	n
null	0.154	n
null	0.161	n
null	0.161	n
null	0.161	n
null	0.154	n
null	0.186	n
null	0.161	n
null	0.161	n
null	0.008	y
null	0.161	n
null	0.161	n
null	0.064	n
null	0.161	n
null	0.146	n
null	0.002	y
null	0.161	n
null	0.008	y
null	0.09	n
null	0.22	n
null	0.261	n
null	0.161	n
null	0.161	n
null	0.437	n
null	0.161	n
null	0.035	y
null	0.161	n
null	0.161	n
null	0.161	n
null	0.154	n
null	0.437	n
null	0.161	n
null	0.09	n
null	0.154	n
null	0.046	y
null	0.177	n
null	0.002	y
null	0.154	n
null	0.437	n
null	0.261	n
null	0.088	n
null	0.161	n
null	0.026	y
null	0.035	y
null	0.161	n
null	0.161	n
null	0.154	n
null	0.043	y
