Orthogroup	Ahalleri_v2.1.0.priTranscripts	Alyrata_v2.1.priTranscripts	Athaliana_Araport11.priTranscripts	Boleracea_capitata_v1.0.priTranscripts	Brapa_v1.3.priTranscripts
6860	OG0006859	1	1	1	2	2
6861	OG0006860	1	2	1	1	2
6862	OG0006861	1	1	1	2	2
6863	OG0006862	1	1	1	2	2
6864	OG0006863	1	1	1	2	2
6865	OG0006864	3	1	1	1	1
6866	OG0006865	1	1	1	2	2
6867	OG0006866	1	1	1	2	2
6868	OG0006867	1	1	1	2	2
6869	OG0006868	1	3	1	0	2
6870	OG0006869	1	1	1	0	4
6871	OG0006870	1	1	1	2	2
6872	OG0006871	1	1	1	2	2
6873	OG0006872	1	1	1	1	3
6874	OG0006873	1	1	1	2	2
6875	OG0006874	1	1	1	2	2
6876	OG0006875	1	1	1	2	2
6877	OG0006876	1	1	1	2	2
6878	OG0006877	1	1	2	1	2
6879	OG0006878	2	1	1	1	2
6880	OG0006879	1	1	1	1	3
6881	OG0006880	1	1	1	2	2
6882	OG0006881	1	1	1	2	2
6883	OG0006882	1	1	1	2	2
6884	OG0006883	1	1	1	2	2
6885	OG0006884	1	1	1	2	2
6886	OG0006885	1	1	1	2	2
6887	OG0006886	1	1	1	1	3
6888	OG0006887	1	1	1	2	2
6889	OG0006888	1	1	1	2	2
6890	OG0006889	3	2	2	0	0
6891	OG0006890	1	1	1	2	2
6892	OG0006891	1	1	1	2	2
6893	OG0006892	1	1	1	2	2
6894	OG0006893	2	2	1	1	1
6895	OG0006894	1	1	1	2	2
6896	OG0006895	1	1	1	2	2
6897	OG0006896	1	1	1	2	2
6898	OG0006897	1	1	1	2	2
6899	OG0006898	1	1	1	2	2
6900	OG0006899	1	1	1	2	2
6901	OG0006900	1	1	1	1	3
6902	OG0006901	1	1	1	2	2
6903	OG0006902	1	1	1	1	3
6904	OG0006903	2	2	1	1	1
6905	OG0006904	1	2	1	1	2
6906	OG0006905	1	1	1	2	2
6907	OG0006906	1	1	1	1	3
6908	OG0006907	1	1	1	2	2
6909	OG0006908	1	1	1	2	2
6910	OG0006909	1	1	1	2	2
6911	OG0006910	1	1	1	1	3
6912	OG0006911	1	1	1	2	2
6913	OG0006912	1	1	1	2	2
6914	OG0006913	1	1	1	2	2
6915	OG0006914	1	2	1	1	2
6916	OG0006915	1	1	1	2	2
6917	OG0006916	1	1	2	2	1
6918	OG0006917	1	1	1	2	2
6919	OG0006918	1	1	1	2	2
6920	OG0006919	1	1	1	2	2
6921	OG0006920	1	2	1	1	2
6922	OG0006921	2	4	1	0	0
6923	OG0006922	1	1	1	2	2
6924	OG0006923	1	1	1	3	1
6925	OG0006924	1	1	1	2	2
6926	OG0006925	1	1	1	2	2
6927	OG0006926	1	1	1	2	2
6928	OG0006927	1	1	2	1	2
6929	OG0006928	1	1	1	2	2
6930	OG0006929	1	1	1	2	2
6931	OG0006930	1	3	1	1	1
6932	OG0006931	2	2	2	0	1
6933	OG0006932	1	1	1	2	2
6934	OG0006933	1	2	1	1	2
6935	OG0006934	1	2	1	0	3
6936	OG0006935	1	1	1	2	2
6937	OG0006936	1	1	1	2	2
6938	OG0006937	1	1	1	2	2
6939	OG0006938	1	1	1	1	3
6940	OG0006939	1	1	1	2	2
6941	OG0006940	1	1	2	1	2
6942	OG0006941	1	2	1	1	2
6943	OG0006942	1	1	1	2	2
6944	OG0006943	1	2	2	1	1
6945	OG0006944	1	1	1	3	1
6946	OG0006945	1	1	1	2	2
6947	OG0006946	1	1	1	1	3
6948	OG0006947	1	3	1	1	1
6949	OG0006948	1	1	1	2	2
6950	OG0006949	2	2	2	0	1
6951	OG0006950	1	1	1	2	2
6952	OG0006951	1	1	1	2	2
6953	OG0006952	1	1	1	2	2
6954	OG0006953	1	1	1	2	2
6955	OG0006954	1	1	1	2	2
6956	OG0006955	1	1	1	2	2
6957	OG0006956	1	1	1	1	3
6958	OG0006957	1	1	1	2	2
6959	OG0006958	1	0	1	2	3
6960	OG0006959	2	1	1	1	2
6961	OG0006960	1	1	1	2	2
6962	OG0006961	1	1	1	2	2
6963	OG0006962	1	1	1	1	3
6964	OG0006963	1	2	1	1	2
6965	OG0006964	1	1	1	2	2
6966	OG0006965	1	1	1	2	2
6967	OG0006966	2	1	1	1	2
6968	OG0006967	1	2	1	1	2
6969	OG0006968	1	1	1	2	2
6970	OG0006969	1	1	1	2	2
6971	OG0006970	1	1	1	2	2
6972	OG0006971	1	1	1	2	2
6973	OG0006972	1	1	1	2	2
6974	OG0006973	1	1	1	2	2
6975	OG0006974	1	1	1	2	2
6976	OG0006975	1	1	1	2	2
6977	OG0006976	1	2	2	1	1
6978	OG0006977	1	1	3	1	1
6979	OG0006978	1	1	1	2	2
6980	OG0006979	1	1	1	2	2
6981	OG0006980	1	1	1	1	3
6982	OG0006981	1	1	1	2	2
6983	OG0006982	1	1	1	2	2
6984	OG0006983	1	2	2	1	1
6985	OG0006984	1	1	1	2	2
6986	OG0006985	1	1	1	2	2
6987	OG0006986	1	1	1	2	2
6988	OG0006987	1	1	1	2	2
6989	OG0006988	1	1	1	2	2
6990	OG0006989	1	1	1	2	2
6991	OG0006990	1	2	1	2	1
6992	OG0006991	1	1	1	3	1
6993	OG0006992	1	2	2	0	2
6994	OG0006993	1	1	1	2	2
6995	OG0006994	1	2	1	1	2
6996	OG0006995	1	1	1	2	2
6997	OG0006996	1	1	1	2	2
6998	OG0006997	2	1	1	0	3
6999	OG0006998	1	1	2	2	1
7000	OG0006999	1	1	1	2	2
7001	OG0007000	1	1	1	2	2
7002	OG0007001	1	1	1	1	3
7003	OG0007002	1	1	1	2	2
7004	OG0007003	1	1	1	2	2
7005	OG0007004	1	1	1	2	2
7006	OG0007005	1	1	1	2	2
7007	OG0007006	1	1	1	2	2
7008	OG0007007	1	1	1	3	1
7009	OG0007008	1	1	1	2	2
7010	OG0007009	1	1	1	2	2
7011	OG0007010	1	1	1	2	2
7012	OG0007011	1	1	1	2	2
7013	OG0007012	1	1	1	2	2
7014	OG0007013	1	1	1	2	2
7015	OG0007014	1	1	1	2	2
7016	OG0007015	1	1	1	2	2
7017	OG0007016	1	1	1	2	2
7018	OG0007017	1	1	1	2	2
7019	OG0007018	1	1	1	3	1
7020	OG0007019	1	1	1	1	3
7021	OG0007020	1	1	1	2	2
7022	OG0007021	1	1	1	2	2
7023	OG0007022	2	1	1	2	1
7024	OG0007023	1	1	1	2	2
7025	OG0007024	1	1	1	2	2
7026	OG0007025	1	1	1	2	2
7027	OG0007026	1	1	1	2	2
7028	OG0007027	1	1	1	1	3
7029	OG0007028	1	1	1	2	2
7030	OG0007029	1	1	1	1	3
7031	OG0007030	1	3	1	1	1
7032	OG0007031	1	3	1	1	1
7033	OG0007032	1	1	1	2	2
7034	OG0007033	1	1	1	2	2
7035	OG0007034	1	1	1	2	2
7036	OG0007035	1	1	1	2	2
7037	OG0007036	1	1	1	2	2
7038	OG0007037	1	1	1	1	3
7039	OG0007038	1	4	1	0	1
7040	OG0007039	2	2	2	0	1
7041	OG0007040	1	1	1	2	2
7042	OG0007041	1	1	1	2	2
7043	OG0007042	1	1	1	2	2
7044	OG0007043	1	1	1	1	3
7045	OG0007044	1	1	1	1	3
7046	OG0007045	1	1	1	2	2
7047	OG0007046	1	1	1	2	2
7048	OG0007047	1	1	1	3	1
7049	OG0007048	1	1	1	2	2
7050	OG0007049	1	1	1	2	2
7051	OG0007050	1	1	1	2	2
7052	OG0007051	1	2	1	2	1
7053	OG0007052	1	2	1	1	2
7054	OG0007053	1	1	1	2	2
7055	OG0007054	1	1	1	2	2
7056	OG0007055	1	1	1	2	2
7057	OG0007056	1	1	1	2	2
7058	OG0007057	1	1	1	1	3
7059	OG0007058	1	2	1	1	2
7060	OG0007059	1	2	1	1	2
7061	OG0007060	1	1	1	2	2
7062	OG0007061	1	1	1	2	2
7063	OG0007062	1	1	1	2	2
7064	OG0007063	1	1	1	2	2
7065	OG0007064	1	1	1	4	0
7066	OG0007065	1	1	1	2	2
7067	OG0007066	1	1	1	2	2
7068	OG0007067	1	1	1	2	2
7069	OG0007068	1	1	1	1	3
7070	OG0007069	1	1	1	2	2
7071	OG0007070	1	2	1	1	2
7072	OG0007071	1	1	1	2	2
7073	OG0007072	1	1	1	2	2
7074	OG0007073	1	2	1	1	2
7075	OG0007074	1	1	1	2	2
7076	OG0007075	1	1	1	2	2
7077	OG0007076	1	1	1	2	2
7078	OG0007077	1	3	1	1	1
7079	OG0007078	1	1	1	2	2
7080	OG0007079	1	1	1	2	2
7081	OG0007080	1	1	1	2	2
7082	OG0007081	1	1	1	2	2
7083	OG0007082	1	1	1	2	2
7084	OG0007083	1	1	1	2	2
7085	OG0007084	1	1	1	3	1
7086	OG0007085	1	1	1	2	2
7087	OG0007086	1	1	1	2	2
7088	OG0007087	2	2	1	1	1
7089	OG0007088	1	1	1	2	2
7090	OG0007089	1	1	1	1	3
7091	OG0007090	1	1	1	2	2
7092	OG0007091	1	1	1	2	2
7093	OG0007092	1	2	1	2	1
7094	OG0007093	1	1	1	2	2
7095	OG0007094	1	1	1	2	2
7096	OG0007095	1	1	1	2	2
7097	OG0007096	1	1	1	3	1
7098	OG0007097	1	1	1	1	3
7099	OG0007098	1	1	1	2	2
7100	OG0007099	1	1	1	2	2
7101	OG0007100	1	1	1	2	2
7102	OG0007101	1	1	1	2	2
7103	OG0007102	1	1	1	2	2
7104	OG0007103	1	1	1	2	2
7105	OG0007104	1	1	1	2	2
7106	OG0007105	1	2	1	2	1
7107	OG0007106	1	1	1	2	2
7108	OG0007107	1	1	1	3	1
7109	OG0007108	1	1	1	2	2
7110	OG0007109	1	1	1	1	3
7111	OG0007110	1	2	2	1	1
7112	OG0007111	1	1	1	2	2
7113	OG0007112	1	1	1	2	2
7114	OG0007113	1	1	1	2	2
7115	OG0007114	1	1	1	2	2
7116	OG0007115	1	1	1	1	3
7117	OG0007116	1	1	1	2	2
7118	OG0007117	1	1	1	2	2
7119	OG0007118	1	1	1	2	2
7120	OG0007119	1	1	1	2	2
7121	OG0007120	1	1	1	2	2
7122	OG0007121	1	1	1	1	3
7123	OG0007122	1	1	1	3	1
7124	OG0007123	1	1	1	2	2
7125	OG0007124	1	1	1	2	2
7126	OG0007125	1	1	1	0	4
7127	OG0007126	1	1	1	2	2
7128	OG0007127	1	1	1	1	3
7129	OG0007128	1	1	1	2	2
7130	OG0007129	1	1	1	2	2
7131	OG0007130	1	1	1	1	3
7132	OG0007131	1	1	1	2	2
7133	OG0007132	1	1	1	2	2
7134	OG0007133	1	1	1	2	2
7135	OG0007134	1	1	1	2	2
7136	OG0007135	1	1	1	2	2
7137	OG0007136	1	1	1	2	2
7138	OG0007137	1	1	1	1	3
7139	OG0007138	1	1	1	2	2
7140	OG0007139	1	1	1	2	2
7141	OG0007140	1	1	1	2	2
7142	OG0007141	1	1	1	2	2
7143	OG0007142	1	1	1	2	2
7144	OG0007143	1	1	1	2	2
7145	OG0007144	1	1	1	3	1
7146	OG0007145	1	1	1	2	2
7147	OG0007146	1	1	1	2	2
7148	OG0007147	1	1	1	1	3
7149	OG0007148	1	1	1	3	1
7150	OG0007149	1	1	1	1	3
7151	OG0007150	1	1	1	2	2
7152	OG0007151	1	1	1	2	2
7153	OG0007152	1	1	1	2	2
7154	OG0007153	1	1	1	2	2
7155	OG0007154	1	1	1	2	2
7156	OG0007155	1	1	1	2	2
7157	OG0007156	1	1	1	1	3
7158	OG0007157	1	1	1	2	2
7159	OG0007158	1	1	1	2	2
7160	OG0007159	1	1	1	0	4
7161	OG0007160	1	2	2	1	1
7162	OG0007161	1	1	1	2	2
7163	OG0007162	1	1	1	2	2
7164	OG0007163	1	1	1	2	2
7165	OG0007164	1	1	1	1	3
7166	OG0007165	1	1	1	2	2
7167	OG0007166	1	3	1	1	1
7168	OG0007167	1	1	1	1	3
7169	OG0007168	1	3	3	0	0
7170	OG0007169	1	1	1	1	3
7171	OG0007170	1	1	1	2	2
7172	OG0007171	1	1	1	2	2
7173	OG0007172	1	1	1	2	2
7174	OG0007173	1	2	1	2	1
7175	OG0007174	1	1	1	2	2
7176	OG0007175	1	1	1	2	2
7177	OG0007176	1	1	1	0	4
7178	OG0007177	1	1	1	2	2
7179	OG0007178	1	1	1	2	2
7180	OG0007179	1	1	1	2	2
7181	OG0007180	1	1	1	2	2
7182	OG0007181	1	1	1	2	2
7183	OG0007182	1	1	1	2	2
7184	OG0007183	1	1	1	2	2
7185	OG0007184	1	1	1	2	2
7186	OG0007185	1	1	1	2	2
7187	OG0007186	1	1	1	2	2
7188	OG0007187	1	1	1	2	2
7189	OG0007188	1	1	1	2	2
7190	OG0007189	1	1	1	2	2
7191	OG0007190	1	1	1	2	2
7192	OG0007191	1	1	1	2	2
7193	OG0007192	1	1	1	2	2
7194	OG0007193	1	1	1	2	2
7195	OG0007194	1	1	1	2	2
7196	OG0007195	1	1	1	2	2
7197	OG0007196	1	1	1	2	2
7198	OG0007197	1	1	1	1	3
7199	OG0007198	1	1	1	2	2
7200	OG0007199	1	1	1	2	2
7201	OG0007200	1	1	1	2	2
7202	OG0007201	1	1	1	2	2
7203	OG0007202	2	1	1	1	2
7204	OG0007203	1	1	1	1	3
7205	OG0007204	1	1	1	2	2
7206	OG0007205	2	1	1	1	2
7207	OG0007206	1	1	1	1	3
7208	OG0007207	1	1	1	2	2
7209	OG0007208	3	4	0	0	0
7210	OG0007209	1	1	1	2	2
7211	OG0007210	1	1	1	2	2
7212	OG0007211	1	1	1	2	2
7213	OG0007212	1	1	1	1	3
7214	OG0007213	1	1	1	2	2
7215	OG0007214	1	2	2	1	1
7216	OG0007215	1	2	1	1	2
7217	OG0007216	2	2	1	1	1
7218	OG0007217	1	2	3	0	1
7219	OG0007218	1	1	1	1	3
7220	OG0007219	2	2	2	0	1
7221	OG0007220	1	1	1	2	2
7222	OG0007221	1	2	2	1	1
7223	OG0007222	1	1	1	2	2
7224	OG0007223	1	1	1	2	2
7225	OG0007224	1	1	1	2	2
7226	OG0007225	1	1	1	1	3
7227	OG0007226	1	1	1	2	2
7228	OG0007227	1	1	1	2	2
7229	OG0007228	1	1	1	2	2
7230	OG0007229	1	1	1	2	2
7231	OG0007230	1	1	1	2	2
7232	OG0007231	2	4	1	0	0
7233	OG0007232	1	1	1	1	3
7234	OG0007233	1	1	1	1	3
7235	OG0007234	1	1	1	1	3
7236	OG0007235	1	3	1	1	1
7237	OG0007236	1	1	1	3	1
7238	OG0007237	2	2	3	0	0
7239	OG0007238	1	2	2	1	1
7240	OG0007239	1	1	1	1	3
7241	OG0007240	1	1	1	2	2
7242	OG0007241	1	2	1	1	2
7243	OG0007242	1	1	1	2	2
7244	OG0007243	1	1	1	2	2
7245	OG0007244	1	1	1	2	2
7246	OG0007245	1	1	1	2	2
7247	OG0007246	1	1	1	2	2
7248	OG0007247	1	1	1	2	2
7249	OG0007248	1	1	1	1	3
7250	OG0007249	1	1	1	2	2
7251	OG0007250	1	1	1	2	2
7252	OG0007251	1	1	1	2	2
7253	OG0007252	1	1	1	1	3
7254	OG0007253	1	1	1	2	2
7255	OG0007254	1	3	2	0	1
7256	OG0007255	2	1	1	2	1
7257	OG0007256	1	1	2	2	1
7258	OG0007257	1	1	1	2	2
7259	OG0007258	1	1	1	2	2
7260	OG0007259	1	1	1	2	2
7261	OG0007260	3	1	2	0	1
7262	OG0007261	1	1	1	2	2
7263	OG0007262	1	1	2	1	2
7264	OG0007263	1	1	1	2	2
7265	OG0007264	1	1	1	2	2
7266	OG0007265	1	1	1	2	2
7267	OG0007266	1	1	1	2	2
7268	OG0007267	1	1	1	2	2
7269	OG0007268	1	1	1	1	3
7270	OG0007269	1	1	1	1	3
7271	OG0007270	1	1	1	2	2
7272	OG0007271	1	2	1	1	2
7273	OG0007272	1	1	1	3	1
7274	OG0007273	1	3	1	0	2
7275	OG0007274	1	1	1	2	2
7276	OG0007275	1	1	1	2	2
7277	OG0007276	1	1	1	2	2
7278	OG0007277	1	1	1	2	2
7279	OG0007278	1	1	1	2	2
7280	OG0007279	1	1	1	2	2
7281	OG0007280	1	1	1	2	2
7282	OG0007281	1	1	1	1	3
7283	OG0007282	1	1	1	2	2
7284	OG0007283	1	1	1	2	2
7285	OG0007284	1	1	1	2	2
7286	OG0007285	1	1	1	1	3
7287	OG0007286	1	1	1	2	2
7288	OG0007287	1	1	1	2	2
7289	OG0007288	1	1	1	2	2
7290	OG0007289	1	1	1	2	2
7291	OG0007290	1	0	0	6	0
7292	OG0007291	1	1	1	2	2
7293	OG0007292	2	1	2	1	1
7294	OG0007293	1	1	1	1	3
7295	OG0007294	1	1	1	2	2
7296	OG0007295	2	3	1	0	1
7297	OG0007296	1	1	1	2	2
7298	OG0007297	1	1	1	2	2
7299	OG0007298	1	1	1	2	2
7300	OG0007299	1	1	1	2	2
7301	OG0007300	1	1	1	2	2
7302	OG0007301	1	2	1	2	1
7303	OG0007302	1	1	1	2	2
7304	OG0007303	1	1	1	2	2
7305	OG0007304	1	1	1	2	2
7306	OG0007305	1	1	1	2	2
7307	OG0007306	1	1	1	2	2
7308	OG0007307	1	2	1	2	1
7309	OG0007308	1	1	1	2	2
7310	OG0007309	1	1	1	2	2
7311	OG0007310	1	1	1	2	2
7312	OG0007311	1	1	1	2	2
7313	OG0007312	1	1	1	2	2
7314	OG0007313	1	1	1	2	2
7315	OG0007314	1	1	1	2	2
7316	OG0007315	1	1	1	2	2
7317	OG0007316	1	1	1	2	2
7318	OG0007317	1	1	1	3	1
7319	OG0007318	1	1	1	2	2
7320	OG0007319	1	1	1	2	2
7321	OG0007320	1	1	1	2	2
7322	OG0007321	1	1	1	1	3
7323	OG0007322	1	1	1	2	2
7324	OG0007323	1	1	1	2	2
7325	OG0007324	1	1	1	1	3
7326	OG0007325	1	1	1	3	1
7327	OG0007326	1	1	1	1	3
7328	OG0007327	1	1	1	2	2
7329	OG0007328	1	1	1	2	2
7330	OG0007329	1	1	1	2	2
7331	OG0007330	1	1	1	2	2
7332	OG0007331	1	1	1	2	2
7333	OG0007332	1	2	1	1	2
7334	OG0007333	2	1	1	1	2
7335	OG0007334	1	1	1	2	2
7336	OG0007335	1	1	1	1	3
7337	OG0007336	1	1	1	2	2
7338	OG0007337	1	1	1	2	2
7339	OG0007338	1	1	1	2	2
7340	OG0007339	1	1	1	1	3
7341	OG0007340	1	1	1	2	2
7342	OG0007341	1	1	1	2	2
7343	OG0007342	1	1	1	2	2
7344	OG0007343	1	1	1	2	2
7345	OG0007344	1	1	1	2	2
7346	OG0007345	1	1	1	2	2
7347	OG0007346	1	1	1	2	2
7348	OG0007347	2	0	1	1	3
7349	OG0007348	1	1	1	3	1
7350	OG0007349	1	1	3	0	2
7351	OG0007350	1	1	1	2	2
7352	OG0007351	1	1	1	2	2
7353	OG0007352	1	1	1	2	2
7354	OG0007353	1	1	1	2	2
7355	OG0007354	1	2	1	1	2
7356	OG0007355	1	1	1	2	2
7357	OG0007356	1	1	1	2	2
7358	OG0007357	1	1	1	2	2
7359	OG0007358	1	1	1	2	2
7360	OG0007359	1	1	1	2	2
7361	OG0007360	1	1	1	2	2
7362	OG0007361	1	1	1	2	2
7363	OG0007362	1	1	1	1	3
7364	OG0007363	1	1	1	2	2
7365	OG0007364	1	1	1	2	2
7366	OG0007365	1	1	1	2	2
7367	OG0007366	2	2	1	1	1
7368	OG0007367	1	1	1	1	3
7369	OG0007368	1	1	1	2	2
7370	OG0007369	1	3	0	1	2
7371	OG0007370	1	1	1	2	2
7372	OG0007371	1	1	1	3	1
7373	OG0007372	1	1	1	2	2
7374	OG0007373	1	1	1	2	2
7375	OG0007374	1	1	1	2	2
7376	OG0007375	1	1	1	3	1
7377	OG0007376	1	1	1	1	3
7378	OG0007377	1	1	1	2	2
7379	OG0007378	1	1	3	1	1
7380	OG0007379	1	1	1	3	1
7381	OG0007380	1	1	1	2	2
7382	OG0007381	1	1	1	2	2
7383	OG0007382	1	1	1	2	2
7384	OG0007383	1	1	1	2	2
7385	OG0007384	1	1	1	2	2
7386	OG0007385	1	1	1	2	2
7387	OG0007386	1	1	1	2	2
7388	OG0007387	1	1	1	2	2
7389	OG0007388	1	1	1	2	2
7390	OG0007389	1	1	1	2	2
7391	OG0007390	1	1	1	2	2
7392	OG0007391	1	2	1	2	1
7393	OG0007392	1	1	1	2	2
7394	OG0007393	1	1	1	3	1
7395	OG0007394	1	1	1	1	3
7396	OG0007395	1	2	1	1	2
7397	OG0007396	1	1	1	2	2
7398	OG0007397	1	3	1	1	1
7399	OG0007398	1	1	1	2	2
7400	OG0007399	1	1	1	3	1
7401	OG0007400	1	1	1	1	3
7402	OG0007401	1	1	1	2	2
7403	OG0007402	1	1	1	1	3
7404	OG0007403	1	1	2	2	1
7405	OG0007404	1	1	1	2	2
7406	OG0007405	3	1	1	1	1
7407	OG0007406	1	1	1	2	2
7408	OG0007407	1	2	1	1	2
7409	OG0007408	1	1	1	2	2
7410	OG0007409	1	1	1	2	2
7411	OG0007410	1	1	1	2	2
7412	OG0007411	1	1	1	2	2
7413	OG0007412	1	1	1	2	2
7414	OG0007413	1	2	1	2	1
7415	OG0007414	1	1	1	2	2
7416	OG0007415	1	2	1	1	2
7417	OG0007416	1	1	1	2	2
7418	OG0007417	1	1	1	1	3
7419	OG0007418	1	1	1	2	2
7420	OG0007419	1	2	3	0	1
7421	OG0007420	1	1	1	2	2
7422	OG0007421	2	1	1	1	2
7423	OG0007422	1	1	1	1	3
7424	OG0007423	1	1	3	1	1
7425	OG0007424	1	1	1	2	2
7426	OG0007425	1	1	1	2	2
7427	OG0007426	1	1	1	2	2
7428	OG0007427	1	3	1	1	1
7429	OG0007428	1	2	1	1	2
7430	OG0007429	1	1	1	3	1
7431	OG0007430	1	1	1	2	2
7432	OG0007431	1	1	1	2	2
7433	OG0007432	1	1	1	2	2
7434	OG0007433	1	2	1	1	2
7435	OG0007434	1	1	1	2	2
7436	OG0007435	1	1	1	2	2
7437	OG0007436	1	1	1	2	2
7438	OG0007437	1	1	1	2	2
7439	OG0007438	1	1	2	2	1
7440	OG0007439	2	1	1	1	2
7441	OG0007440	1	1	1	2	2
7442	OG0007441	1	2	1	1	2
7443	OG0007442	1	1	1	2	2
7444	OG0007443	1	1	1	2	2
7445	OG0007444	1	1	1	2	2
7446	OG0007445	1	3	3	0	0
7447	OG0007446	1	1	1	2	2
7448	OG0007447	1	1	1	2	2
7449	OG0007448	1	2	1	1	2
7450	OG0007449	1	1	1	2	2
7451	OG0007450	1	1	1	2	2
7452	OG0007451	1	2	2	1	1
7453	OG0007452	1	3	1	1	1
7454	OG0007453	1	1	1	2	2
7455	OG0007454	1	1	1	2	2
7456	OG0007455	1	1	1	2	2
7457	OG0007456	1	1	1	2	2
7458	OG0007457	1	1	1	2	2
7459	OG0007458	1	1	1	2	2
7460	OG0007459	1	2	2	2	0
7461	OG0007460	1	1	1	2	2
7462	OG0007461	1	1	1	2	2
7463	OG0007462	1	1	1	2	2
7464	OG0007463	1	1	1	2	2
7465	OG0007464	1	1	1	2	2
7466	OG0007465	1	1	1	2	2
7467	OG0007466	1	1	1	2	2
7468	OG0007467	1	1	1	1	3
7469	OG0007468	1	1	1	0	4
7470	OG0007469	1	1	1	2	2
7471	OG0007470	1	1	1	2	2
7472	OG0007471	1	1	3	1	1
7473	OG0007472	1	2	1	1	2
7474	OG0007473	1	1	1	2	2
7475	OG0007474	1	1	1	2	2
7476	OG0007475	1	1	1	2	2
7477	OG0007476	1	1	1	2	2
7478	OG0007477	1	1	1	2	2
7479	OG0007478	1	1	1	2	2
7480	OG0007479	1	1	1	2	2
7481	OG0007480	1	1	1	1	3
7482	OG0007481	1	1	1	2	2
7483	OG0007482	1	1	1	2	2
7484	OG0007483	1	1	1	2	2
7485	OG0007484	1	2	1	1	2
7486	OG0007485	1	1	1	2	2
7487	OG0007486	1	1	1	2	2
7488	OG0007487	1	2	1	1	2
7489	OG0007488	1	1	1	2	2
7490	OG0007489	1	1	1	2	2
7491	OG0007490	1	1	1	2	2
7492	OG0007491	1	3	1	0	2
7493	OG0007492	1	4	1	0	1
7494	OG0007493	1	1	1	2	2
7495	OG0007494	1	1	1	2	2
7496	OG0007495	1	1	1	2	2
7497	OG0007496	1	1	1	2	2
7498	OG0007497	2	2	1	1	1
7499	OG0007498	1	1	1	2	2
7500	OG0007499	1	1	1	2	2
7501	OG0007500	1	1	1	2	2
7502	OG0007501	1	1	1	2	2
7503	OG0007502	1	1	1	2	2
7504	OG0007503	2	1	2	0	2
7505	OG0007504	1	1	1	2	2
7506	OG0007505	1	1	1	2	2
7507	OG0007506	1	1	1	2	2
7508	OG0007507	1	1	1	2	2
7509	OG0007508	1	1	1	2	2
7510	OG0007509	1	1	1	1	3
7511	OG0007510	2	1	1	1	2
7512	OG0007511	1	2	1	1	2
7513	OG0007512	1	1	1	1	3
7514	OG0007513	1	1	1	2	2
7515	OG0007514	1	1	1	2	2
7516	OG0007515	1	1	1	2	2
7517	OG0007516	1	1	1	2	2
7518	OG0007517	1	2	1	1	2
7519	OG0007518	1	1	1	2	2
7520	OG0007519	1	1	1	2	2
7521	OG0007520	1	2	1	1	2
7522	OG0007521	1	1	1	2	2
7523	OG0007522	1	1	1	2	2
7524	OG0007523	1	1	1	2	2
7525	OG0007524	1	1	1	2	2
7526	OG0007525	1	1	1	2	2
7527	OG0007526	1	1	1	2	2
7528	OG0007527	1	1	1	1	3
7529	OG0007528	1	1	1	2	2
7530	OG0007529	1	1	1	2	2
7531	OG0007530	1	1	1	2	2
7532	OG0007531	1	1	1	2	2
7533	OG0007532	1	1	1	2	2
7534	OG0007533	1	1	1	2	2
7535	OG0007534	1	1	1	2	2
7536	OG0007535	1	2	1	1	2
7537	OG0007536	1	1	1	2	2
7538	OG0007537	1	1	1	2	2
7539	OG0007538	1	2	1	1	2
7540	OG0007539	1	1	1	2	2
7541	OG0007540	1	1	1	2	2
7542	OG0007541	1	2	1	2	1
7543	OG0007542	1	2	2	1	1
7544	OG0007543	1	1	1	2	2
7545	OG0007544	1	1	1	2	2
7546	OG0007545	1	1	1	2	2
7547	OG0007546	1	1	1	2	2
7548	OG0007547	1	1	1	2	2
7549	OG0007548	2	1	1	1	2
7550	OG0007549	2	1	1	1	2
7551	OG0007550	1	3	1	1	1
7552	OG0007551	1	1	1	2	2
7553	OG0007552	1	2	1	1	2
7554	OG0007553	1	2	1	2	1
7555	OG0007554	1	1	1	2	2
7556	OG0007555	1	1	1	2	2
7557	OG0007556	1	1	1	2	2
7558	OG0007557	1	1	1	2	2
7559	OG0007558	1	1	1	2	2
7560	OG0007559	1	1	1	2	2
7561	OG0007560	1	1	1	2	2
7562	OG0007561	1	1	1	1	3
7563	OG0007562	2	1	2	1	1
7564	OG0007563	1	1	1	2	2
7565	OG0007564	1	1	2	1	2
7566	OG0007565	1	1	1	2	2
7567	OG0007566	1	1	1	2	2
7568	OG0007567	1	1	1	1	3
7569	OG0007568	1	1	1	2	2
7570	OG0007569	1	1	1	2	2
7571	OG0007570	1	2	1	1	2
7572	OG0007571	1	1	1	2	2
7573	OG0007572	1	1	1	2	2
7574	OG0007573	1	1	1	2	2
7575	OG0007574	1	1	1	2	2
7576	OG0007575	1	1	1	2	2
7577	OG0007576	1	1	1	2	2
7578	OG0007577	1	1	1	2	2
7579	OG0007578	1	2	1	2	1
7580	OG0007579	1	1	1	2	2
7581	OG0007580	1	2	2	1	1
7582	OG0007581	1	1	1	3	1
7583	OG0007582	1	1	1	2	2
7584	OG0007583	1	1	1	2	2
7585	OG0007584	1	1	1	2	2
7586	OG0007585	1	1	1	2	2
7587	OG0007586	1	1	1	2	2
7588	OG0007587	1	1	1	2	2
7589	OG0007588	1	2	1	1	2
7590	OG0007589	1	1	1	2	2
