Orthogroup	Ahalleri_v2.1.0.priTranscripts	Alyrata_v2.1.priTranscripts	Athaliana_Araport11.priTranscripts	Boleracea_capitata_v1.0.priTranscripts	Brapa_v1.3.priTranscripts
20813	OG0020812	1	1	1	0	0
20814	OG0020813	1	1	1	0	0
20815	OG0020814	1	1	1	0	0
20816	OG0020815	3	0	0	0	0
20817	OG0020816	1	1	1	0	0
20818	OG0020817	1	1	1	0	0
20819	OG0020818	1	1	1	0	0
20820	OG0020819	1	1	1	0	0
20821	OG0020820	2	1	0	0	0
20822	OG0020821	1	1	1	0	0
20823	OG0020822	1	1	1	0	0
20824	OG0020823	1	1	1	0	0
20825	OG0020824	1	1	1	0	0
20826	OG0020825	1	1	1	0	0
20827	OG0020826	1	1	1	0	0
20828	OG0020827	1	1	1	0	0
20829	OG0020828	1	1	1	0	0
20830	OG0020829	1	0	0	1	1
20831	OG0020830	1	2	0	0	0
20832	OG0020831	1	1	1	0	0
20833	OG0020832	1	1	1	0	0
20834	OG0020833	2	1	0	0	0
20835	OG0020834	3	0	0	0	0
20836	OG0020835	1	1	1	0	0
20837	OG0020836	1	1	1	0	0
20838	OG0020837	1	2	0	0	0
20839	OG0020838	1	1	1	0	0
20840	OG0020839	1	1	1	0	0
20841	OG0020840	1	1	1	0	0
20842	OG0020841	1	1	1	0	0
20843	OG0020842	1	1	1	0	0
20844	OG0020843	1	1	1	0	0
20845	OG0020844	2	0	0	1	0
20846	OG0020845	1	1	1	0	0
20847	OG0020846	1	1	1	0	0
20848	OG0020847	3	0	0	0	0
20849	OG0020848	1	1	1	0	0
20850	OG0020849	1	2	0	0	0
20851	OG0020850	1	1	1	0	0
20852	OG0020851	1	1	1	0	0
20853	OG0020852	1	1	1	0	0
20854	OG0020853	1	1	1	0	0
20855	OG0020854	1	1	1	0	0
20856	OG0020855	1	1	0	0	1
20857	OG0020856	1	1	1	0	0
20858	OG0020857	1	1	1	0	0
20859	OG0020858	1	1	1	0	0
20860	OG0020859	1	1	1	0	0
20861	OG0020860	1	1	1	0	0
20862	OG0020861	1	1	0	1	0
20863	OG0020862	3	0	0	0	0
20864	OG0020863	1	1	0	1	0
20865	OG0020864	2	1	0	0	0
20866	OG0020865	1	1	1	0	0
20867	OG0020866	1	1	0	0	1
20868	OG0020867	1	1	1	0	0
20869	OG0020868	1	2	0	0	0
20870	OG0020869	2	1	0	0	0
20871	OG0020870	1	2	0	0	0
20872	OG0020871	1	2	0	0	0
20873	OG0020872	3	0	0	0	0
20874	OG0020873	1	1	1	0	0
20875	OG0020874	1	1	1	0	0
20876	OG0020875	1	1	1	0	0
20877	OG0020876	1	1	1	0	0
20878	OG0020877	1	1	1	0	0
20879	OG0020878	1	1	1	0	0
20880	OG0020879	1	1	1	0	0
20881	OG0020880	1	1	1	0	0
20882	OG0020881	1	1	1	0	0
20883	OG0020882	1	1	1	0	0
20884	OG0020883	1	2	0	0	0
20885	OG0020884	1	1	1	0	0
20886	OG0020885	1	1	1	0	0
20887	OG0020886	2	1	0	0	0
20888	OG0020887	2	1	0	0	0
20889	OG0020888	1	0	1	0	1
20890	OG0020889	1	1	1	0	0
20891	OG0020890	1	1	1	0	0
20892	OG0020891	1	1	1	0	0
20893	OG0020892	1	1	1	0	0
20894	OG0020893	1	1	1	0	0
20895	OG0020894	2	0	0	0	1
20896	OG0020895	1	1	1	0	0
20897	OG0020896	1	1	1	0	0
20898	OG0020897	1	0	1	0	1
20899	OG0020898	1	1	1	0	0
20900	OG0020899	1	1	1	0	0
20901	OG0020900	1	1	0	0	1
20902	OG0020901	3	0	0	0	0
20903	OG0020902	1	1	1	0	0
20904	OG0020903	1	1	1	0	0
20905	OG0020904	1	2	0	0	0
20906	OG0020905	1	1	1	0	0
20907	OG0020906	1	1	1	0	0
20908	OG0020907	1	1	1	0	0
20909	OG0020908	1	1	1	0	0
20910	OG0020909	1	0	0	1	1
20911	OG0020910	1	1	1	0	0
20912	OG0020911	1	1	1	0	0
20913	OG0020912	1	2	0	0	0
20914	OG0020913	1	0	0	1	1
20915	OG0020914	2	0	1	0	0
20916	OG0020915	1	1	1	0	0
20917	OG0020916	1	1	1	0	0
20918	OG0020917	1	1	1	0	0
20919	OG0020918	3	0	0	0	0
20920	OG0020919	1	1	1	0	0
20921	OG0020920	1	1	1	0	0
20922	OG0020921	1	1	1	0	0
20923	OG0020922	1	1	1	0	0
20924	OG0020923	1	1	0	0	1
20925	OG0020924	1	1	1	0	0
20926	OG0020925	1	1	1	0	0
20927	OG0020926	1	1	1	0	0
20928	OG0020927	1	1	1	0	0
20929	OG0020928	1	0	1	1	0
20930	OG0020929	1	1	1	0	0
20931	OG0020930	1	1	1	0	0
20932	OG0020931	1	1	1	0	0
20933	OG0020932	1	0	1	0	1
20934	OG0020933	1	1	1	0	0
20935	OG0020934	1	1	1	0	0
20936	OG0020935	1	1	0	0	1
20937	OG0020936	1	1	1	0	0
20938	OG0020937	1	1	1	0	0
20939	OG0020938	1	0	0	0	2
20940	OG0020939	1	1	1	0	0
20941	OG0020940	1	1	1	0	0
20942	OG0020941	1	0	1	0	1
20943	OG0020942	1	2	0	0	0
20944	OG0020943	1	1	1	0	0
20945	OG0020944	1	1	1	0	0
20946	OG0020945	1	1	1	0	0
20947	OG0020946	1	2	0	0	0
20948	OG0020947	1	2	0	0	0
20949	OG0020948	1	1	0	0	1
20950	OG0020949	1	0	1	0	1
20951	OG0020950	1	1	1	0	0
20952	OG0020951	1	0	0	1	1
20953	OG0020952	1	1	1	0	0
20954	OG0020953	1	1	0	1	0
20955	OG0020954	1	1	1	0	0
20956	OG0020955	2	0	0	1	0
20957	OG0020956	1	0	1	0	1
20958	OG0020957	1	1	1	0	0
20959	OG0020958	1	1	1	0	0
20960	OG0020959	1	0	2	0	0
20961	OG0020960	1	1	1	0	0
20962	OG0020961	1	1	1	0	0
20963	OG0020962	1	1	1	0	0
20964	OG0020963	1	0	1	0	1
20965	OG0020964	1	1	1	0	0
20966	OG0020965	1	1	1	0	0
20967	OG0020966	1	1	1	0	0
20968	OG0020967	1	1	1	0	0
20969	OG0020968	2	1	0	0	0
20970	OG0020969	1	1	1	0	0
20971	OG0020970	1	1	1	0	0
20972	OG0020971	1	1	1	0	0
20973	OG0020972	1	1	1	0	0
20974	OG0020973	3	0	0	0	0
20975	OG0020974	1	1	1	0	0
20976	OG0020975	1	1	1	0	0
20977	OG0020976	1	0	1	0	1
20978	OG0020977	1	0	1	0	1
20979	OG0020978	1	1	0	0	1
20980	OG0020979	1	2	0	0	0
20981	OG0020980	1	1	1	0	0
20982	OG0020981	1	1	1	0	0
20983	OG0020982	1	1	1	0	0
20984	OG0020983	2	0	0	1	0
20985	OG0020984	3	0	0	0	0
20986	OG0020985	1	1	1	0	0
20987	OG0020986	1	0	2	0	0
20988	OG0020987	2	1	0	0	0
20989	OG0020988	3	0	0	0	0
20990	OG0020989	1	1	1	0	0
20991	OG0020990	1	1	1	0	0
20992	OG0020991	1	0	1	1	0
20993	OG0020992	1	1	1	0	0
20994	OG0020993	1	0	1	0	1
20995	OG0020994	1	1	1	0	0
20996	OG0020995	1	1	0	0	1
20997	OG0020996	2	1	0	0	0
20998	OG0020997	1	1	1	0	0
20999	OG0020998	1	1	1	0	0
21000	OG0020999	1	1	1	0	0
21001	OG0021000	1	1	1	0	0
21002	OG0021001	1	1	1	0	0
21003	OG0021002	1	1	1	0	0
21004	OG0021003	1	2	0	0	0
21005	OG0021004	1	2	0	0	0
21006	OG0021005	2	1	0	0	0
21007	OG0021006	1	1	1	0	0
21008	OG0021007	2	1	0	0	0
21009	OG0021008	1	0	1	1	0
21010	OG0021009	1	1	1	0	0
21011	OG0021010	1	0	1	0	1
21012	OG0021011	1	1	1	0	0
21013	OG0021012	1	0	1	1	0
21014	OG0021013	1	2	0	0	0
21015	OG0021014	1	1	1	0	0
21016	OG0021015	1	0	0	2	0
21017	OG0021016	1	1	1	0	0
21018	OG0021017	1	1	1	0	0
21019	OG0021018	1	1	1	0	0
21020	OG0021019	1	1	1	0	0
21021	OG0021020	1	0	0	1	1
21022	OG0021021	1	1	1	0	0
21023	OG0021022	2	1	0	0	0
21024	OG0021023	1	1	1	0	0
21025	OG0021024	1	1	1	0	0
21026	OG0021025	1	1	1	0	0
21027	OG0021026	1	1	1	0	0
21028	OG0021027	1	1	1	0	0
21029	OG0021028	1	1	1	0	0
21030	OG0021029	1	1	1	0	0
21031	OG0021030	1	1	1	0	0
21032	OG0021031	1	1	1	0	0
21033	OG0021032	3	0	0	0	0
21034	OG0021033	1	1	1	0	0
21035	OG0021034	1	1	1	0	0
21036	OG0021035	1	0	1	0	1
21037	OG0021036	1	1	1	0	0
21038	OG0021037	1	1	1	0	0
21039	OG0021038	1	0	0	0	2
21040	OG0021039	1	1	1	0	0
21041	OG0021040	1	2	0	0	0
21042	OG0021041	1	2	0	0	0
21043	OG0021042	1	1	1	0	0
21044	OG0021043	1	1	1	0	0
21045	OG0021044	1	1	1	0	0
21046	OG0021045	1	1	1	0	0
21047	OG0021046	1	1	0	0	1
21048	OG0021047	1	0	1	0	1
21049	OG0021048	2	1	0	0	0
21050	OG0021049	1	1	1	0	0
21051	OG0021050	1	1	1	0	0
21052	OG0021051	1	1	1	0	0
21053	OG0021052	1	1	1	0	0
21054	OG0021053	3	0	0	0	0
21055	OG0021054	1	1	1	0	0
21056	OG0021055	2	1	0	0	0
21057	OG0021056	1	1	1	0	0
21058	OG0021057	1	1	1	0	0
21059	OG0021058	1	1	1	0	0
21060	OG0021059	1	1	1	0	0
21061	OG0021060	1	2	0	0	0
21062	OG0021061	1	1	1	0	0
21063	OG0021062	1	1	1	0	0
21064	OG0021063	3	0	0	0	0
21065	OG0021064	1	1	1	0	0
21066	OG0021065	2	1	0	0	0
21067	OG0021066	1	2	0	0	0
21068	OG0021067	1	1	1	0	0
21069	OG0021068	1	1	1	0	0
21070	OG0021069	1	1	1	0	0
21071	OG0021070	1	1	1	0	0
21072	OG0021071	1	1	1	0	0
21073	OG0021072	1	1	1	0	0
21074	OG0021073	1	1	1	0	0
21075	OG0021074	1	1	1	0	0
21076	OG0021075	2	1	0	0	0
21077	OG0021076	1	1	1	0	0
21078	OG0021077	1	1	1	0	0
21079	OG0021078	2	1	0	0	0
21080	OG0021079	3	0	0	0	0
21081	OG0021080	1	1	1	0	0
21082	OG0021081	1	1	1	0	0
21083	OG0021082	1	1	1	0	0
21084	OG0021083	1	0	1	0	1
21085	OG0021084	1	1	1	0	0
21086	OG0021085	1	1	1	0	0
21087	OG0021086	1	1	1	0	0
21088	OG0021087	1	0	0	0	2
21089	OG0021088	1	1	1	0	0
21090	OG0021089	1	1	1	0	0
21091	OG0021090	1	1	1	0	0
21092	OG0021091	1	1	1	0	0
21093	OG0021092	1	1	1	0	0
21094	OG0021093	1	1	1	0	0
21095	OG0021094	1	1	1	0	0
21096	OG0021095	1	1	1	0	0
21097	OG0021096	1	1	1	0	0
21098	OG0021097	1	1	1	0	0
21099	OG0021098	1	1	1	0	0
21100	OG0021099	1	1	0	0	1
21101	OG0021100	1	1	1	0	0
21102	OG0021101	1	0	1	0	1
21103	OG0021102	1	1	1	0	0
21104	OG0021103	1	1	1	0	0
21105	OG0021104	1	2	0	0	0
21106	OG0021105	1	1	1	0	0
21107	OG0021106	1	1	1	0	0
21108	OG0021107	1	2	0	0	0
21109	OG0021108	1	1	1	0	0
21110	OG0021109	1	1	1	0	0
21111	OG0021110	2	1	0	0	0
21112	OG0021111	1	1	1	0	0
21113	OG0021112	3	0	0	0	0
21114	OG0021113	2	1	0	0	0
21115	OG0021114	2	1	0	0	0
21116	OG0021115	1	1	1	0	0
21117	OG0021116	2	1	0	0	0
21118	OG0021117	1	1	1	0	0
21119	OG0021118	1	1	1	0	0
21120	OG0021119	1	1	1	0	0
21121	OG0021120	1	1	1	0	0
21122	OG0021121	1	1	1	0	0
21123	OG0021122	1	1	1	0	0
21124	OG0021123	1	0	1	1	0
21125	OG0021124	1	1	1	0	0
21126	OG0021125	1	0	0	2	0
21127	OG0021126	1	1	1	0	0
21128	OG0021127	1	1	1	0	0
21129	OG0021128	1	1	0	0	1
21130	OG0021129	1	1	1	0	0
21131	OG0021130	1	1	1	0	0
21132	OG0021131	1	0	0	1	1
21133	OG0021132	2	0	1	0	0
21134	OG0021133	1	1	1	0	0
21135	OG0021134	3	0	0	0	0
21136	OG0021135	1	1	1	0	0
21137	OG0021136	1	1	1	0	0
21138	OG0021137	1	1	1	0	0
21139	OG0021138	1	1	1	0	0
21140	OG0021139	1	1	1	0	0
21141	OG0021140	1	1	1	0	0
21142	OG0021141	1	1	1	0	0
21143	OG0021142	1	1	1	0	0
21144	OG0021143	1	1	1	0	0
21145	OG0021144	1	1	1	0	0
21146	OG0021145	1	1	1	0	0
21147	OG0021146	1	1	1	0	0
21148	OG0021147	1	1	1	0	0
21149	OG0021148	1	1	1	0	0
21150	OG0021149	1	1	0	1	0
21151	OG0021150	1	1	1	0	0
21152	OG0021151	1	2	0	0	0
21153	OG0021152	1	1	1	0	0
21154	OG0021153	1	1	1	0	0
21155	OG0021154	1	1	1	0	0
21156	OG0021155	1	1	1	0	0
21157	OG0021156	2	1	0	0	0
21158	OG0021157	1	1	1	0	0
21159	OG0021158	1	1	1	0	0
21160	OG0021159	1	0	1	0	1
21161	OG0021160	1	1	1	0	0
21162	OG0021161	1	1	1	0	0
21163	OG0021162	1	1	1	0	0
21164	OG0021163	1	1	1	0	0
21165	OG0021164	1	1	1	0	0
21166	OG0021165	1	2	0	0	0
21167	OG0021166	1	1	0	1	0
21168	OG0021167	1	1	1	0	0
21169	OG0021168	1	1	1	0	0
21170	OG0021169	1	1	1	0	0
21171	OG0021170	1	1	1	0	0
21172	OG0021171	1	1	1	0	0
21173	OG0021172	1	1	1	0	0
21174	OG0021173	1	1	1	0	0
21175	OG0021174	1	1	1	0	0
21176	OG0021175	1	1	1	0	0
21177	OG0021176	1	1	1	0	0
21178	OG0021177	1	1	1	0	0
21179	OG0021178	1	2	0	0	0
21180	OG0021179	1	1	1	0	0
21181	OG0021180	1	1	1	0	0
21182	OG0021181	1	0	1	0	1
21183	OG0021182	1	1	1	0	0
21184	OG0021183	1	1	1	0	0
21185	OG0021184	1	1	1	0	0
21186	OG0021185	1	1	1	0	0
21187	OG0021186	1	1	1	0	0
21188	OG0021187	1	1	1	0	0
21189	OG0021188	1	2	0	0	0
21190	OG0021189	1	1	0	0	1
21191	OG0021190	1	1	1	0	0
21192	OG0021191	1	1	1	0	0
21193	OG0021192	1	1	1	0	0
21194	OG0021193	1	1	1	0	0
21195	OG0021194	3	0	0	0	0
21196	OG0021195	3	0	0	0	0
21197	OG0021196	1	1	1	0	0
21198	OG0021197	1	1	1	0	0
21199	OG0021198	1	1	1	0	0
21200	OG0021199	1	1	1	0	0
21201	OG0021200	1	1	0	1	0
21202	OG0021201	1	0	1	0	1
21203	OG0021202	1	1	0	0	1
21204	OG0021203	2	1	0	0	0
21205	OG0021204	1	1	1	0	0
21206	OG0021205	1	1	1	0	0
21207	OG0021206	1	1	1	0	0
21208	OG0021207	1	1	1	0	0
21209	OG0021208	1	1	1	0	0
21210	OG0021209	1	1	1	0	0
21211	OG0021210	1	1	1	0	0
21212	OG0021211	1	1	1	0	0
21213	OG0021212	1	1	1	0	0
21214	OG0021213	1	1	1	0	0
21215	OG0021214	1	0	1	0	1
21216	OG0021215	1	1	1	0	0
21217	OG0021216	1	1	1	0	0
21218	OG0021217	1	1	0	0	1
21219	OG0021218	1	1	1	0	0
21220	OG0021219	1	1	1	0	0
21221	OG0021220	1	1	1	0	0
21222	OG0021221	1	1	1	0	0
21223	OG0021222	1	1	1	0	0
21224	OG0021223	1	1	1	0	0
21225	OG0021224	1	0	1	1	0
21226	OG0021225	2	1	0	0	0
21227	OG0021226	1	1	0	0	1
21228	OG0021227	2	1	0	0	0
21229	OG0021228	1	1	1	0	0
21230	OG0021229	1	1	1	0	0
21231	OG0021230	1	1	1	0	0
21232	OG0021231	1	1	1	0	0
21233	OG0021232	1	1	1	0	0
21234	OG0021233	3	0	0	0	0
21235	OG0021234	1	1	1	0	0
21236	OG0021235	1	1	1	0	0
21237	OG0021236	1	1	1	0	0
21238	OG0021237	1	1	1	0	0
21239	OG0021238	1	1	1	0	0
21240	OG0021239	1	1	1	0	0
21241	OG0021240	1	1	1	0	0
21242	OG0021241	1	2	0	0	0
21243	OG0021242	1	1	1	0	0
21244	OG0021243	1	1	1	0	0
21245	OG0021244	1	1	1	0	0
21246	OG0021245	1	1	1	0	0
21247	OG0021246	1	2	0	0	0
21248	OG0021247	1	1	1	0	0
21249	OG0021248	1	1	1	0	0
21250	OG0021249	1	1	1	0	0
21251	OG0021250	1	1	1	0	0
21252	OG0021251	1	1	1	0	0
21253	OG0021252	1	1	1	0	0
21254	OG0021253	1	0	1	0	1
21255	OG0021254	1	1	1	0	0
21256	OG0021255	1	2	0	0	0
21257	OG0021256	1	1	0	0	1
21258	OG0021257	2	1	0	0	0
21259	OG0021258	1	1	1	0	0
21260	OG0021259	1	1	1	0	0
21261	OG0021260	1	1	1	0	0
21262	OG0021261	1	1	1	0	0
21263	OG0021262	1	0	1	0	1
21264	OG0021263	1	0	1	0	1
21265	OG0021264	1	1	1	0	0
21266	OG0021265	1	1	0	0	1
21267	OG0021266	1	1	1	0	0
21268	OG0021267	1	1	0	0	1
21269	OG0021268	1	1	1	0	0
21270	OG0021269	1	1	1	0	0
21271	OG0021270	2	1	0	0	0
21272	OG0021271	1	1	1	0	0
21273	OG0021272	1	1	1	0	0
21274	OG0021273	1	2	0	0	0
21275	OG0021274	1	1	1	0	0
21276	OG0021275	1	1	1	0	0
21277	OG0021276	1	0	1	0	1
21278	OG0021277	1	1	1	0	0
21279	OG0021278	1	2	0	0	0
21280	OG0021279	1	1	1	0	0
21281	OG0021280	1	1	1	0	0
21282	OG0021281	1	1	0	0	1
21283	OG0021282	1	1	1	0	0
21284	OG0021283	1	1	1	0	0
21285	OG0021284	1	0	1	0	1
21286	OG0021285	1	0	1	0	1
21287	OG0021286	1	1	1	0	0
21288	OG0021287	1	1	1	0	0
21289	OG0021288	1	0	0	1	1
21290	OG0021289	1	1	1	0	0
21291	OG0021290	1	1	1	0	0
21292	OG0021291	1	1	1	0	0
21293	OG0021292	1	1	1	0	0
21294	OG0021293	1	1	1	0	0
21295	OG0021294	1	1	1	0	0
21296	OG0021295	1	1	1	0	0
21297	OG0021296	1	2	0	0	0
21298	OG0021297	1	1	0	0	1
21299	OG0021298	2	1	0	0	0
21300	OG0021299	1	1	1	0	0
21301	OG0021300	1	0	1	0	1
21302	OG0021301	1	0	1	1	0
21303	OG0021302	1	0	2	0	0
21304	OG0021303	1	0	1	0	1
21305	OG0021304	1	0	2	0	0
21306	OG0021305	1	0	1	0	1
21307	OG0021306	1	0	2	0	0
21308	OG0021307	1	0	2	0	0
21309	OG0021308	1	0	2	0	0
21310	OG0021309	1	1	1	0	0
21311	OG0021310	1	0	1	0	1
21312	OG0021311	1	0	2	0	0
21313	OG0021312	1	0	2	0	0
21314	OG0021313	1	0	0	2	0
21315	OG0021314	1	0	2	0	0
21316	OG0021315	1	0	1	0	1
21317	OG0021316	1	0	1	0	1
21318	OG0021317	1	0	1	1	0
21319	OG0021318	1	1	1	0	0
21320	OG0021319	1	0	0	1	1
21321	OG0021320	1	1	1	0	0
21322	OG0021321	1	1	1	0	0
21323	OG0021322	1	1	1	0	0
21324	OG0021323	1	1	1	0	0
21325	OG0021324	1	0	0	1	1
21326	OG0021325	1	2	0	0	0
21327	OG0021326	1	1	1	0	0
21328	OG0021327	1	1	1	0	0
21329	OG0021328	1	1	1	0	0
21330	OG0021329	1	1	0	0	1
21331	OG0021330	1	1	1	0	0
21332	OG0021331	1	1	1	0	0
21333	OG0021332	1	1	1	0	0
21334	OG0021333	1	2	0	0	0
21335	OG0021334	2	1	0	0	0
21336	OG0021335	1	1	1	0	0
21337	OG0021336	1	1	1	0	0
21338	OG0021337	1	0	0	0	2
21339	OG0021338	1	1	1	0	0
21340	OG0021339	1	1	1	0	0
21341	OG0021340	1	1	0	0	1
21342	OG0021341	1	1	1	0	0
21343	OG0021342	2	1	0	0	0
21344	OG0021343	1	1	1	0	0
21345	OG0021344	1	1	1	0	0
21346	OG0021345	1	1	1	0	0
21347	OG0021346	1	1	1	0	0
21348	OG0021347	1	1	1	0	0
21349	OG0021348	1	0	1	0	1
21350	OG0021349	1	1	1	0	0
21351	OG0021350	1	1	1	0	0
21352	OG0021351	1	1	1	0	0
21353	OG0021352	1	1	1	0	0
21354	OG0021353	1	0	1	0	1
21355	OG0021354	1	2	0	0	0
21356	OG0021355	1	1	1	0	0
21357	OG0021356	1	0	0	1	1
21358	OG0021357	1	1	1	0	0
21359	OG0021358	1	1	1	0	0
21360	OG0021359	1	1	1	0	0
21361	OG0021360	1	1	1	0	0
21362	OG0021361	1	1	1	0	0
21363	OG0021362	1	1	1	0	0
21364	OG0021363	1	1	1	0	0
21365	OG0021364	1	1	1	0	0
21366	OG0021365	1	1	1	0	0
21367	OG0021366	1	1	1	0	0
21368	OG0021367	1	1	0	0	1
21369	OG0021368	1	1	0	0	1
21370	OG0021369	1	1	1	0	0
21371	OG0021370	1	1	1	0	0
21372	OG0021371	1	1	1	0	0
21373	OG0021372	1	1	1	0	0
21374	OG0021373	1	0	0	0	2
21375	OG0021374	1	1	1	0	0
21376	OG0021375	1	1	1	0	0
21377	OG0021376	1	1	1	0	0
21378	OG0021377	1	2	0	0	0
21379	OG0021378	1	1	1	0	0
21380	OG0021379	1	1	1	0	0
21381	OG0021380	1	1	1	0	0
21382	OG0021381	1	1	1	0	0
21383	OG0021382	2	0	0	0	1
21384	OG0021383	1	1	1	0	0
21385	OG0021384	1	1	1	0	0
21386	OG0021385	1	0	0	1	1
21387	OG0021386	1	1	1	0	0
21388	OG0021387	1	1	0	0	1
21389	OG0021388	1	1	1	0	0
21390	OG0021389	1	1	1	0	0
21391	OG0021390	1	1	1	0	0
21392	OG0021391	1	1	1	0	0
21393	OG0021392	1	1	1	0	0
21394	OG0021393	1	1	1	0	0
21395	OG0021394	1	1	1	0	0
21396	OG0021395	1	1	1	0	0
21397	OG0021396	1	1	1	0	0
21398	OG0021397	1	1	1	0	0
21399	OG0021398	1	1	1	0	0
21400	OG0021399	1	1	1	0	0
21401	OG0021400	1	1	1	0	0
21402	OG0021401	1	0	1	0	1
21403	OG0021402	1	1	1	0	0
21404	OG0021403	1	1	1	0	0
21405	OG0021404	1	1	1	0	0
21406	OG0021405	1	1	1	0	0
21407	OG0021406	1	1	1	0	0
21408	OG0021407	1	1	1	0	0
21409	OG0021408	1	1	1	0	0
21410	OG0021409	1	1	1	0	0
21411	OG0021410	1	1	0	0	1
21412	OG0021411	1	1	1	0	0
21413	OG0021412	1	1	1	0	0
21414	OG0021413	1	1	1	0	0
21415	OG0021414	1	1	1	0	0
21416	OG0021415	1	1	1	0	0
21417	OG0021416	1	1	1	0	0
21418	OG0021417	1	1	1	0	0
21419	OG0021418	1	1	1	0	0
21420	OG0021419	1	1	1	0	0
21421	OG0021420	3	0	0	0	0
21422	OG0021421	1	1	1	0	0
21423	OG0021422	1	1	1	0	0
21424	OG0021423	1	1	1	0	0
21425	OG0021424	1	1	1	0	0
21426	OG0021425	2	1	0	0	0
21427	OG0021426	1	2	0	0	0
21428	OG0021427	1	1	1	0	0
21429	OG0021428	1	1	1	0	0
21430	OG0021429	1	1	1	0	0
21431	OG0021430	1	1	1	0	0
21432	OG0021431	2	0	1	0	0
21433	OG0021432	1	1	1	0	0
21434	OG0021433	1	1	1	0	0
21435	OG0021434	1	1	0	0	1
21436	OG0021435	1	2	0	0	0
21437	OG0021436	1	1	1	0	0
21438	OG0021437	1	1	1	0	0
21439	OG0021438	1	1	1	0	0
21440	OG0021439	1	1	0	0	1
21441	OG0021440	2	1	0	0	0
21442	OG0021441	1	1	1	0	0
21443	OG0021442	1	0	1	0	1
21444	OG0021443	1	1	1	0	0
21445	OG0021444	1	1	1	0	0
21446	OG0021445	1	1	1	0	0
21447	OG0021446	1	1	1	0	0
21448	OG0021447	1	1	1	0	0
21449	OG0021448	1	2	0	0	0
21450	OG0021449	1	0	1	0	1
21451	OG0021450	1	1	1	0	0
21452	OG0021451	1	1	1	0	0
21453	OG0021452	1	1	1	0	0
21454	OG0021453	1	1	1	0	0
21455	OG0021454	1	1	1	0	0
21456	OG0021455	1	1	1	0	0
21457	OG0021456	1	1	1	0	0
21458	OG0021457	1	1	1	0	0
21459	OG0021458	1	0	2	0	0
21460	OG0021459	1	1	1	0	0
21461	OG0021460	1	1	1	0	0
21462	OG0021461	1	1	1	0	0
21463	OG0021462	1	1	1	0	0
21464	OG0021463	1	1	1	0	0
21465	OG0021464	1	1	1	0	0
21466	OG0021465	1	1	1	0	0
21467	OG0021466	1	1	0	0	1
21468	OG0021467	1	1	1	0	0
21469	OG0021468	1	1	1	0	0
21470	OG0021469	1	0	1	0	1
21471	OG0021470	1	1	1	0	0
21472	OG0021471	1	2	0	0	0
21473	OG0021472	1	1	1	0	0
21474	OG0021473	1	2	0	0	0
21475	OG0021474	1	1	1	0	0
21476	OG0021475	1	1	1	0	0
21477	OG0021476	1	1	1	0	0
21478	OG0021477	1	0	1	0	1
21479	OG0021478	1	0	1	0	1
21480	OG0021479	1	2	0	0	0
21481	OG0021480	1	1	1	0	0
21482	OG0021481	1	1	1	0	0
21483	OG0021482	1	1	1	0	0
21484	OG0021483	1	1	1	0	0
21485	OG0021484	1	1	1	0	0
21486	OG0021485	1	1	1	0	0
21487	OG0021486	1	0	0	1	1
21488	OG0021487	1	1	1	0	0
21489	OG0021488	1	1	1	0	0
21490	OG0021489	1	1	1	0	0
21491	OG0021490	1	1	1	0	0
21492	OG0021491	1	1	1	0	0
21493	OG0021492	1	1	1	0	0
21494	OG0021493	1	1	1	0	0
21495	OG0021494	1	1	1	0	0
21496	OG0021495	1	0	1	0	1
21497	OG0021496	1	2	0	0	0
21498	OG0021497	1	1	1	0	0
21499	OG0021498	1	1	1	0	0
21500	OG0021499	1	1	1	0	0
21501	OG0021500	1	1	1	0	0
21502	OG0021501	1	1	1	0	0
21503	OG0021502	1	1	1	0	0
21504	OG0021503	1	1	1	0	0
21505	OG0021504	1	0	1	0	1
21506	OG0021505	1	0	1	0	1
21507	OG0021506	1	1	1	0	0
21508	OG0021507	1	1	0	0	1
21509	OG0021508	1	1	0	1	0
21510	OG0021509	1	0	1	0	1
21511	OG0021510	1	1	1	0	0
21512	OG0021511	1	1	1	0	0
21513	OG0021512	1	1	1	0	0
21514	OG0021513	1	1	1	0	0
21515	OG0021514	1	1	1	0	0
21516	OG0021515	1	1	1	0	0
21517	OG0021516	1	1	1	0	0
21518	OG0021517	1	1	1	0	0
21519	OG0021518	1	0	1	0	1
21520	OG0021519	1	1	1	0	0
21521	OG0021520	1	1	1	0	0
21522	OG0021521	0	1	1	0	1
21523	OG0021522	0	1	1	0	1
21524	OG0021523	0	2	1	0	0
21525	OG0021524	0	1	0	2	0
21526	OG0021525	0	2	1	0	0
21527	OG0021526	0	1	1	0	1
21528	OG0021527	0	3	0	0	0
21529	OG0021528	0	1	2	0	0
21530	OG0021529	0	2	1	0	0
21531	OG0021530	0	2	1	0	0
21532	OG0021531	0	2	1	0	0
21533	OG0021532	0	1	1	0	1
21534	OG0021533	0	3	0	0	0
21535	OG0021534	0	1	1	0	1
21536	OG0021535	0	2	1	0	0
21537	OG0021536	0	1	1	0	1
21538	OG0021537	0	1	1	0	1
21539	OG0021538	0	1	1	0	1
21540	OG0021539	0	2	1	0	0
21541	OG0021540	0	1	1	0	1
21542	OG0021541	0	3	0	0	0
21543	OG0021542	0	1	1	0	1
