FamilyID	Brapa_v1.3.priTranscripts<1>	Boleracea_capitata_v1.0.priTranscripts<2>	Athaliana_Araport11.priTranscripts<3>	Ahalleri_v2.1.0.priTranscripts<4>	Alyrata_v2.1.priTranscripts<5>	<6>	<7>	<8>	<9>
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
null	0.217415	0.649348	0.207656	0.120587	0.0423075	N/A	0.712321	0.717338	0.578614
