#FamilyID	Gamma Cat Mean	Likelihood of Category	Likelihood of Family	Posterior Probability	Significant
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	5.39084e-07	1.30565e-06	0.412884	N/S
null	1.24969	7.66571e-07	1.30565e-06	0.587116	N/S
null	0.750306	2.10923e-08	7.46981e-08	0.282368	N/S
null	1.24969	5.36058e-08	7.46981e-08	0.717632	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	1.96542e-06	3.76379e-06	0.522192	N/S
null	1.24969	1.79837e-06	3.76379e-06	0.477808	N/S
null	0.750306	3.20263e-07	7.97327e-07	0.401671	N/S
null	1.24969	4.77064e-07	7.97327e-07	0.598329	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.86374e-07	1.09127e-06	0.445693	N/S
null	1.24969	6.04901e-07	1.09127e-06	0.554307	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	7.29519e-07	1.77463e-06	0.411082	N/S
null	1.24969	1.04511e-06	1.77463e-06	0.588918	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	3.88347e-06	7.30299e-06	0.531764	N/S
null	1.24969	3.41952e-06	7.30299e-06	0.468236	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	2.78303e-05	4.29541e-05	0.647909	N/S
null	1.24969	1.51238e-05	4.29541e-05	0.352091	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	1.96542e-06	3.76379e-06	0.522192	N/S
null	1.24969	1.79837e-06	3.76379e-06	0.477808	N/S
null	0.750306	1.51157e-08	7.37203e-08	0.205041	N/S
null	1.24969	5.86046e-08	7.37203e-08	0.794959	N/S
null	0.750306	7.29519e-07	1.77463e-06	0.411082	N/S
null	1.24969	1.04511e-06	1.77463e-06	0.588918	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	7.29519e-07	1.77463e-06	0.411082	N/S
null	1.24969	1.04511e-06	1.77463e-06	0.588918	N/S
null	0.750306	3.14791e-09	2.04447e-08	0.153972	N/S
null	1.24969	1.72968e-08	2.04447e-08	0.846028	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	1.96542e-06	3.76379e-06	0.522192	N/S
null	1.24969	1.79837e-06	3.76379e-06	0.477808	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	6.73502e-07	1.64622e-06	0.409121	N/S
null	1.24969	9.72714e-07	1.64622e-06	0.590879	N/S
null	0.750306	2.06559e-07	4.76908e-07	0.433121	N/S
null	1.24969	2.7035e-07	4.76908e-07	0.566879	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	3.88347e-06	7.30299e-06	0.531764	N/S
null	1.24969	3.41952e-06	7.30299e-06	0.468236	N/S
null	0.750306	3.35734e-09	1.79527e-08	0.187011	N/S
null	1.24969	1.45953e-08	1.79527e-08	0.812989	N/S
null	0.750306	2.78303e-05	4.29541e-05	0.647909	N/S
null	1.24969	1.51238e-05	4.29541e-05	0.352091	N/S
null	0.750306	2.78303e-05	4.29541e-05	0.647909	N/S
null	1.24969	1.51238e-05	4.29541e-05	0.352091	N/S
null	0.750306	6.73502e-07	1.64622e-06	0.409121	N/S
null	1.24969	9.72714e-07	1.64622e-06	0.590879	N/S
null	0.750306	6.73502e-07	1.64622e-06	0.409121	N/S
null	1.24969	9.72714e-07	1.64622e-06	0.590879	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	2.78303e-05	4.29541e-05	0.647909	N/S
null	1.24969	1.51238e-05	4.29541e-05	0.352091	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	3.14791e-09	2.04447e-08	0.153972	N/S
null	1.24969	1.72968e-08	2.04447e-08	0.846028	N/S
null	0.750306	3.20263e-07	7.97327e-07	0.401671	N/S
null	1.24969	4.77064e-07	7.97327e-07	0.598329	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	6.73502e-07	1.64622e-06	0.409121	N/S
null	1.24969	9.72714e-07	1.64622e-06	0.590879	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	7.29519e-07	1.77463e-06	0.411082	N/S
null	1.24969	1.04511e-06	1.77463e-06	0.588918	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	2.78303e-05	4.29541e-05	0.647909	N/S
null	1.24969	1.51238e-05	4.29541e-05	0.352091	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	1.38763e-07	3.52411e-07	0.393753	N/S
null	1.24969	2.13648e-07	3.52411e-07	0.606247	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	1.96542e-06	3.76379e-06	0.522192	N/S
null	1.24969	1.79837e-06	3.76379e-06	0.477808	N/S
null	0.750306	7.29519e-07	1.77463e-06	0.411082	N/S
null	1.24969	1.04511e-06	1.77463e-06	0.588918	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	1.13377e-10	9.90721e-10	0.114439	N/S
null	1.24969	8.77344e-10	9.90721e-10	0.885561	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	2.78303e-05	4.29541e-05	0.647909	N/S
null	1.24969	1.51238e-05	4.29541e-05	0.352091	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	2.78303e-05	4.29541e-05	0.647909	N/S
null	1.24969	1.51238e-05	4.29541e-05	0.352091	N/S
null	0.750306	2.78303e-05	4.29541e-05	0.647909	N/S
null	1.24969	1.51238e-05	4.29541e-05	0.352091	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	1.96542e-06	3.76379e-06	0.522192	N/S
null	1.24969	1.79837e-06	3.76379e-06	0.477808	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	3.22414e-07	8.47004e-07	0.380652	N/S
null	1.24969	5.2459e-07	8.47004e-07	0.619348	N/S
null	0.750306	7.29519e-07	1.77463e-06	0.411082	N/S
null	1.24969	1.04511e-06	1.77463e-06	0.588918	N/S
null	0.750306	2.78303e-05	4.29541e-05	0.647909	N/S
null	1.24969	1.51238e-05	4.29541e-05	0.352091	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	2.78303e-05	4.29541e-05	0.647909	N/S
null	1.24969	1.51238e-05	4.29541e-05	0.352091	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	2.78303e-05	4.29541e-05	0.647909	N/S
null	1.24969	1.51238e-05	4.29541e-05	0.352091	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	2.93274e-09	1.96787e-08	0.149031	N/S
null	1.24969	1.6746e-08	1.96787e-08	0.850969	N/S
null	0.750306	8.84067e-09	3.87161e-08	0.228346	N/S
null	1.24969	2.98754e-08	3.87161e-08	0.771654	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	7.29519e-07	1.77463e-06	0.411082	N/S
null	1.24969	1.04511e-06	1.77463e-06	0.588918	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	2.78303e-05	4.29541e-05	0.647909	N/S
null	1.24969	1.51238e-05	4.29541e-05	0.352091	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.86374e-07	1.09127e-06	0.445693	N/S
null	1.24969	6.04901e-07	1.09127e-06	0.554307	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	3.88347e-06	7.30299e-06	0.531764	N/S
null	1.24969	3.41952e-06	7.30299e-06	0.468236	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	9.53663e-08	3.28091e-07	0.29067	N/S
null	1.24969	2.32725e-07	3.28091e-07	0.70933	N/S
null	0.750306	1.96542e-06	3.76379e-06	0.522192	N/S
null	1.24969	1.79837e-06	3.76379e-06	0.477808	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	5.39084e-07	1.30565e-06	0.412884	N/S
null	1.24969	7.66571e-07	1.30565e-06	0.587116	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.755e-10	3.76313e-09	0.126358	N/S
null	1.24969	3.28763e-09	3.76313e-09	0.873642	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	2.78303e-05	4.29541e-05	0.647909	N/S
null	1.24969	1.51238e-05	4.29541e-05	0.352091	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	2.78303e-05	4.29541e-05	0.647909	N/S
null	1.24969	1.51238e-05	4.29541e-05	0.352091	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	2.78303e-05	4.29541e-05	0.647909	N/S
null	1.24969	1.51238e-05	4.29541e-05	0.352091	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.63329e-11	9.93572e-10	0.0466326	N/S
null	1.24969	9.4724e-10	9.93572e-10	0.953367	*
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	2.78303e-05	4.29541e-05	0.647909	N/S
null	1.24969	1.51238e-05	4.29541e-05	0.352091	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	6.73502e-07	1.64622e-06	0.409121	N/S
null	1.24969	9.72714e-07	1.64622e-06	0.590879	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	1.43224e-08	7.12477e-08	0.201022	N/S
null	1.24969	5.69253e-08	7.12477e-08	0.798978	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	1.96542e-06	3.76379e-06	0.522192	N/S
null	1.24969	1.79837e-06	3.76379e-06	0.477808	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	5.39084e-07	1.30565e-06	0.412884	N/S
null	1.24969	7.66571e-07	1.30565e-06	0.587116	N/S
null	0.750306	2.78303e-05	4.29541e-05	0.647909	N/S
null	1.24969	1.51238e-05	4.29541e-05	0.352091	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	4.53492e-06	8.54688e-06	0.530594	N/S
null	1.24969	4.01196e-06	8.54688e-06	0.469406	N/S
null	0.750306	2.78303e-05	4.29541e-05	0.647909	N/S
null	1.24969	1.51238e-05	4.29541e-05	0.352091	N/S
null	0.750306	4.86374e-07	1.09127e-06	0.445693	N/S
null	1.24969	6.04901e-07	1.09127e-06	0.554307	N/S
