#FamilyID	pvalue	Significant at 0.05
null	0.004	y
null	0	y
null	0.159	n
null	0.012	y
null	0.03	y
null	0.001	y
null	0.002	y
null	0.012	y
null	0.004	y
null	0.012	y
null	0.005	y
null	0	y
null	0	y
null	0.005	y
null	0.007	y
null	0	y
null	0	y
null	0.012	y
null	0.002	y
null	0	y
null	0.013	y
null	0	y
null	0	y
null	0	y
null	0	y
null	0.012	y
null	0	y
null	0.001	y
null	0.014	y
null	0	y
null	0.015	y
null	0.005	y
null	0.02	y
null	0.019	y
null	0.001	y
null	0.015	y
null	0.012	y
null	0.033	y
null	0.012	y
null	0	y
null	0.019	y
null	0.004	y
null	0.002	y
null	0.001	y
null	0	y
null	0	y
null	0.002	y
null	0	y
null	0	y
null	0.108	n
null	0	y
null	0.012	y
null	0	y
null	0.03	y
null	0.012	y
null	0.036	y
null	0.019	y
null	0.004	y
null	0.012	y
null	0	y
null	0.003	y
null	0.004	y
null	0.002	y
null	0.03	y
null	0.012	y
null	0.03	y
null	0.09	n
null	0.019	y
null	0	y
null	0.03	y
null	0.004	y
null	0.002	y
null	0	y
null	0.03	y
null	0.056	n
null	0.046	y
null	0.013	y
null	0.001	y
null	0.013	y
null	0	y
null	0.074	n
null	0.019	y
null	0.001	y
null	0.001	y
null	0.406	n
null	0.012	y
null	0	y
null	0.046	y
null	0.132	n
null	0.002	y
null	0.048	y
null	0.046	y
null	0.074	n
null	0.019	y
null	0.007	y
null	0.012	y
null	0.046	y
null	0.03	y
null	0	y
null	0.046	y
null	0	y
null	0.001	y
null	0.046	y
null	0.026	y
null	0.002	y
null	0.013	y
null	0.03	y
null	0	y
null	0	y
null	0.033	y
null	0.001	y
null	0.012	y
null	0.046	y
null	0.048	y
null	0	y
null	0.014	y
null	0	y
null	0	y
null	0.03	y
null	0.142	n
null	0.007	y
null	0.001	y
null	0	y
null	0.004	y
null	0.054	n
null	0	y
null	0	y
null	0.001	y
null	0.05	n
null	0	y
null	0.007	y
null	0.03	y
null	0.155	n
null	0.046	y
null	0.005	y
null	0.02	y
null	0.046	y
null	0.019	y
null	0	y
null	0.095	n
null	0.05	n
null	0.032	y
null	0.056	n
null	0.027	y
null	0.03	y
null	0.03	y
null	0.014	y
null	0.121	n
null	0.046	y
null	0.014	y
null	0.012	y
null	0.046	y
null	0.001	y
null	0.046	y
null	0.056	n
null	0.046	y
null	0.013	y
null	0.095	n
null	0	y
null	0	y
null	0	y
null	0.155	n
null	0	y
null	0.002	y
null	0.028	y
null	0.05	n
null	0.046	y
null	0.033	y
null	0.026	y
null	0	y
null	0.033	y
null	0.003	y
null	0.016	y
null	0.014	y
null	0.001	y
null	0.001	y
null	0.168	n
null	0.026	y
null	0.05	n
null	0.109	n
null	0.046	y
null	0.046	y
null	0.004	y
null	0.03	y
null	0.001	y
null	0	y
null	0.204	n
null	0.002	y
null	0.001	y
null	0.033	y
null	0.023	y
null	0.009	y
null	0	y
null	0.012	y
null	0.005	y
null	0	y
null	0.056	n
null	0.016	y
null	0	y
null	0.012	y
null	0.003	y
null	0.05	n
null	0.001	y
null	0.001	y
null	0.019	y
null	0	y
null	0.026	y
null	0.031	y
null	0.016	y
null	0.026	y
null	0.012	y
null	0.058	n
null	0.01	y
null	0.016	y
null	0.07	n
null	0.004	y
null	0.048	y
null	0.058	n
null	0.033	y
null	0.05	n
null	0.018	y
null	0.074	n
null	0.027	y
null	0.011	y
null	0.014	y
null	0.111	n
null	0.004	y
null	0.046	y
null	0.001	y
null	0.014	y
null	0.002	y
null	0.109	n
null	0.05	n
null	0.05	n
null	0.001	y
null	0.026	y
null	0	y
null	0	y
null	0.04	y
null	0.05	n
null	0.04	y
null	0.001	y
null	0.014	y
null	0	y
null	0.008	y
null	0	y
null	0.061	n
null	0.012	y
null	0.013	y
null	0.033	y
null	0.001	y
null	0.108	n
null	0	y
null	0.05	n
null	0.001	y
null	0.048	y
null	0.132	n
null	0.001	y
null	0.046	y
null	0.046	y
null	0.048	y
null	0.014	y
null	0.05	n
null	0.048	y
null	0.013	y
null	0.132	n
null	0.338	n
null	0.014	y
null	0.05	n
null	0.021	y
null	0.013	y
null	0.05	n
null	0.05	n
null	0.001	y
null	0.001	y
null	0.005	y
null	0.026	y
null	0	y
null	0.05	n
null	0	y
null	0.031	y
null	0.022	y
null	0.026	y
null	0.05	n
null	0.033	y
null	0.026	y
null	0.109	n
null	0.002	y
null	0.011	y
null	0.013	y
null	0.101	n
null	0.001	y
null	0.009	y
null	0.05	n
null	0.047	y
null	0.04	y
null	0.048	y
null	0.013	y
null	0.001	y
null	0.009	y
null	0	y
null	0.026	y
null	0.046	y
null	0.05	n
null	0.04	y
null	0.109	n
null	0.132	n
null	0.05	n
null	0.027	y
null	0.05	n
null	0.05	n
null	0.185	n
null	0.001	y
null	0.04	y
null	0.111	n
null	0	y
null	0.04	y
null	0.026	y
null	0.142	n
null	0.021	y
null	0	y
null	0.027	y
null	0.04	y
null	0.101	n
null	0.002	y
null	0.05	n
null	0.016	y
null	0.015	y
null	0.026	y
null	0.011	y
null	0.003	y
null	0.048	y
null	0.002	y
null	0.016	y
null	0.109	n
null	0.031	y
null	0.002	y
null	0.058	n
null	0.02	y
null	0.008	y
null	0.007	y
null	0.023	y
null	0.012	y
null	0.001	y
null	0.026	y
null	0.011	y
null	0	y
null	0.05	n
null	0.109	n
null	0	y
null	0.004	y
null	0.132	n
null	0	y
null	0.185	n
null	0.016	y
null	0.05	n
null	0.059	n
null	0.017	y
null	0.157	n
null	0.013	y
null	0.05	n
null	0.001	y
null	0.002	y
null	0.05	n
null	0.166	n
null	0.046	y
null	0.109	n
null	0.04	y
null	0.05	n
null	0.04	y
null	0.111	n
null	0.04	y
null	0.186	n
null	0.185	n
null	0.026	y
null	0.109	n
null	0	y
null	0.05	n
null	0.04	y
null	0.001	y
null	0.05	n
null	0.05	n
null	0.059	n
null	0.031	y
null	0.058	n
null	0.001	y
null	0.109	n
null	0.016	y
null	0.031	y
null	0.026	y
null	0.04	y
null	0.057	n
null	0.046	y
null	0.109	n
null	0.04	y
null	0.004	y
null	0.066	n
null	0.109	n
null	0	y
null	0.05	n
null	0.026	y
null	0.048	y
null	0.059	n
null	0.05	n
null	0.152	n
null	0.057	n
null	0.001	y
null	0.396	n
null	0.109	n
null	0.058	n
null	0.05	n
null	0.001	y
null	0.046	y
null	0.004	y
null	0.024	y
null	0.001	y
null	0.109	n
null	0.059	n
null	0.05	n
null	0.185	n
null	0.003	y
null	0.166	n
null	0.166	n
null	0.168	n
null	0.057	n
null	0.063	n
null	0.109	n
null	0.109	n
null	0.009	y
null	0.141	n
null	0.132	n
null	0.28	n
null	0.23	n
null	0.001	y
null	0.182	n
null	0.001	y
null	0.158	n
null	0.001	y
null	0.109	n
null	0.002	y
null	0.001	y
null	0.109	n
null	0.027	y
null	0.102	n
null	0.004	y
null	0.035	y
null	0.004	y
null	0.012	y
null	0.001	y
null	0.494	n
null	0.027	y
null	0.111	n
null	0.048	y
null	0.035	y
null	0	y
null	0.024	y
null	0	y
null	0.066	n
null	0.001	y
null	0.008	y
null	0.07	n
null	0.109	n
null	0.059	n
null	0.109	n
null	0.101	n
null	0.185	n
null	0.211	n
null	0	y
null	0.109	n
null	0.057	n
null	0.014	y
null	0.002	y
null	0.058	n
null	0.011	y
null	0.158	n
null	0.003	y
null	0.109	n
null	0.004	y
null	0.002	y
null	0.109	n
null	0.185	n
null	0.284	n
null	0.109	n
null	0.211	n
null	0.05	n
null	0.001	y
null	0.185	n
null	0.04	y
null	0.05	n
null	0.109	n
null	0.085	n
null	0.021	y
null	0.109	n
null	0.059	n
null	0.109	n
null	0.021	y
null	0.155	n
null	0.02	y
null	0.05	n
null	0.001	y
null	0.109	n
null	0	y
null	0.016	y
null	0.04	y
null	0.185	n
null	0.004	y
null	0.023	y
null	0.058	n
null	0.057	n
null	0.109	n
null	0.02	y
null	0.04	y
null	0.026	y
null	0.176	n
null	0.012	y
null	0.001	y
null	0.004	y
null	0.109	n
null	0.109	n
null	0.211	n
null	0.284	n
null	0.185	n
null	0.109	n
null	0.185	n
null	0.28	n
null	0.021	y
null	0.185	n
null	0.284	n
null	0.211	n
null	0.031	y
null	0.185	n
null	0.05	n
null	0	y
null	0.109	n
null	0.021	y
null	0.014	y
null	0.111	n
null	0.111	n
null	0.24	n
null	0.032	y
null	0.185	n
null	0.012	y
null	0.109	n
null	0.109	n
null	0	y
null	0.166	n
null	0.003	y
null	0.284	n
null	0.05	n
null	0.109	n
null	0.155	n
null	0.078	n
null	0.105	n
null	0.109	n
null	0.109	n
null	0.109	n
null	0.185	n
null	0.031	y
null	0.05	n
null	0.109	n
null	0.109	n
null	0.012	y
null	0.012	y
null	0.05	n
null	0.109	n
null	0.031	y
null	0.001	y
null	0.109	n
null	0.001	y
null	0.641	n
null	0.157	n
null	0.05	n
null	0.109	n
null	0.021	y
null	0.185	n
null	0.031	y
null	0.24	n
null	0.012	y
null	0.011	y
null	0.24	n
null	0.342	n
null	0.109	n
null	0.044	y
null	0.015	y
null	0.109	n
null	0.004	y
null	0.02	y
null	0.035	y
null	0.001	y
null	0.132	n
null	0.152	n
null	0.111	n
null	0.109	n
null	0.109	n
null	0.132	n
null	0	y
null	0.023	y
null	0.185	n
null	0.026	y
null	0.185	n
null	0.023	y
null	0.082	n
null	0.004	y
null	0.001	y
null	0.001	y
null	0.001	y
null	0	y
null	0.059	n
null	0.059	n
null	0.016	y
null	0.211	n
null	0.001	y
null	0.109	n
null	0.155	n
null	0.015	y
null	0.031	y
null	0.406	n
null	0.102	n
null	0.04	y
null	0.031	y
null	0.057	n
null	0.014	y
null	0.031	y
null	0.152	n
null	0.04	y
null	0.038	y
null	0.109	n
null	0.185	n
null	0.24	n
null	0.185	n
null	0.048	y
null	0	y
null	0.009	y
null	0.011	y
null	0.04	y
null	0.111	n
null	0	y
null	0.109	n
null	0.04	y
null	0.001	y
null	0.185	n
null	0.109	n
null	0.109	n
null	0.204	n
null	0.155	n
null	0.011	y
null	0.185	n
null	0.109	n
null	0.111	n
null	0.109	n
null	0.057	n
null	0.176	n
null	0.012	y
null	0.109	n
null	0.057	n
null	0.24	n
null	0.04	y
null	0.24	n
null	0.185	n
null	0.057	n
null	0.185	n
null	0.185	n
null	0.003	y
null	0.111	n
null	0.24	n
null	0.101	n
null	0.185	n
null	0.185	n
null	0.04	y
null	0.057	n
null	0.185	n
null	0.155	n
null	0.05	n
null	0.011	y
null	0.003	y
null	0.185	n
null	0.185	n
null	0.109	n
null	0.185	n
null	0	y
null	0.032	y
null	0.011	y
null	0.185	n
null	0.001	y
null	0.078	n
null	0.185	n
null	0.211	n
null	0.021	y
null	0.011	y
null	0.155	n
null	0.021	y
null	0.185	n
null	0.001	y
null	0.048	y
null	0.396	n
null	0.109	n
null	0.24	n
null	0.027	y
null	0.185	n
null	0.001	y
null	0.18	n
null	0.229	n
null	0.111	n
null	0.204	n
null	0.011	y
null	0.026	y
null	0.24	n
null	0.046	y
null	0.111	n
null	0.087	n
null	0.111	n
null	0.024	y
null	0.07	n
null	0.001	y
null	0.057	n
null	0.155	n
null	0.109	n
null	0.095	n
null	0.185	n
null	0.109	n
null	0.185	n
null	0.185	n
null	0.006	y
null	0.021	y
null	0.155	n
null	0.057	n
null	0.185	n
null	0.185	n
null	0.063	n
null	0.058	n
null	0.185	n
null	0.204	n
null	0.004	y
null	0.089	n
null	0.057	n
null	0.028	y
null	0.057	n
null	0.18	n
null	0.109	n
null	0.04	y
null	0.003	y
null	0.021	y
null	0.078	n
null	0.185	n
null	0.111	n
null	0.185	n
null	0.193	n
null	0.028	y
null	0.109	n
null	0.04	y
null	0.24	n
null	0.058	n
null	0.063	n
null	0.109	n
null	0.204	n
null	0.185	n
null	0.063	n
null	0.185	n
null	0.204	n
null	0.185	n
null	0.185	n
null	0.004	y
null	0.185	n
null	0.185	n
null	0.185	n
null	0.001	y
null	0.07	n
null	0.109	n
null	0.109	n
null	0.001	y
null	0.057	n
null	0.004	y
null	0.109	n
null	0.021	y
null	0.446	n
null	0.109	n
null	0.04	y
null	0.102	n
null	0.24	n
null	0.109	n
null	0.111	n
null	0.151	n
null	0.109	n
null	0.185	n
null	0.185	n
null	0.001	y
null	0.185	n
null	0.111	n
null	0.185	n
null	0.102	n
null	0.204	n
null	0.109	n
null	0.011	y
null	0.04	y
null	0.132	n
null	0.04	y
null	0.001	y
null	0.185	n
null	0.185	n
null	0.185	n
null	0.032	y
null	0.002	y
null	0.109	n
null	0.001	y
null	0.011	y
null	0.111	n
null	0.185	n
null	0.024	y
null	0.132	n
null	0.002	y
null	0.155	n
null	0.103	n
null	0.185	n
null	0.048	y
null	0.031	y
null	0.087	n
null	0.066	n
null	0.185	n
null	0.185	n
null	0	y
null	0.038	y
null	0.004	y
null	0.001	y
null	0.001	y
null	0	y
null	0.707	n
null	0.102	n
null	0.001	y
null	0.195	n
null	0.265	n
null	0.032	y
null	0	y
null	0.046	y
null	0.185	n
null	0.185	n
null	0.185	n
null	0.078	n
null	0.24	n
null	0.185	n
null	0.185	n
null	0.002	y
null	0.109	n
null	0	y
null	0.24	n
null	0.071	n
null	0.185	n
null	0.24	n
null	0.185	n
null	0.001	y
null	0.185	n
null	0.24	n
null	0.057	n
null	0.058	n
null	0.396	n
null	0.058	n
null	0.24	n
null	0.185	n
null	0.185	n
null	0.185	n
null	0.185	n
null	0.157	n
null	0.048	y
null	0	y
null	0.035	y
null	0.211	n
null	0.111	n
null	0.396	n
null	0.058	n
null	0.085	n
null	0.157	n
null	0.04	y
null	0.499	n
null	0.185	n
null	0.032	y
null	0.185	n
null	0.185	n
null	0.111	n
null	0.185	n
null	0.109	n
null	0.185	n
null	0.185	n
null	0.185	n
null	0.24	n
null	0.185	n
null	0.24	n
null	0.185	n
null	0	y
null	0.185	n
null	0.185	n
null	0.342	n
null	0.24	n
null	0.24	n
null	0.026	y
null	0.24	n
null	0.026	y
null	0.185	n
null	0.185	n
null	0.24	n
null	0.185	n
null	0.111	n
null	0.185	n
null	0.185	n
null	0.185	n
null	0.009	y
null	0.157	n
null	0.001	y
null	0.185	n
null	0.185	n
null	0.185	n
null	0.058	n
null	0.185	n
null	0.185	n
null	0.009	y
null	0.322	n
null	0.087	n
null	0.185	n
null	0.185	n
null	0.185	n
null	0.078	n
null	0.185	n
null	0.07	n
null	0.24	n
null	0.185	n
null	0.074	n
null	0.078	n
null	0.087	n
null	0.185	n
null	0.185	n
null	0.185	n
null	0.185	n
null	0.185	n
null	0.185	n
null	0.057	n
null	0.24	n
null	0.004	y
null	0.011	y
null	0.185	n
null	0.641	n
null	0.048	y
null	0.24	n
null	0.185	n
null	0.078	n
null	0.185	n
null	0.048	y
null	0.494	n
null	0.063	n
null	0.185	n
null	0.157	n
null	0.185	n
null	0.24	n
null	0.046	y
null	0.185	n
null	0.063	n
null	0.157	n
null	0.023	y
null	0.011	y
null	0.185	n
null	0.016	y
null	0.176	n
null	0.24	n
null	0.155	n
null	0.157	n
null	0.023	y
null	0.185	n
null	0.185	n
null	0.155	n
null	0.24	n
null	0.111	n
null	0.24	n
null	0.185	n
null	0.057	n
null	0.089	n
null	0.185	n
null	0.023	y
null	0.24	n
null	0.002	y
null	0.07	n
null	0.021	y
null	0.185	n
null	0.204	n
null	0.185	n
null	0.24	n
null	0.24	n
null	0.185	n
null	0.003	y
null	0.342	n
null	0.155	n
null	0.185	n
null	0.185	n
null	0.185	n
null	0.111	n
null	0.157	n
null	0.155	n
null	0.185	n
null	0.071	n
null	0.078	n
null	0.111	n
null	0.185	n
null	0.24	n
null	0.016	y
null	0.103	n
null	0.001	y
null	0.001	y
null	0.185	n
null	0.185	n
null	0.185	n
null	0.185	n
null	0.24	n
null	0.024	y
null	0.342	n
null	0.111	n
null	0.058	n
null	0.185	n
null	0.185	n
null	0.07	n
null	0.24	n
null	0.023	y
null	0.001	y
null	0.185	n
null	0.185	n
null	0	y
null	0.182	n
null	0.038	y
null	0.011	y
null	0.185	n
null	0.176	n
null	0.24	n
null	0.185	n
null	0.078	n
null	0.023	y
null	0.109	n
null	0.04	y
null	0.058	n
null	0.043	y
null	0.002	y
null	0.095	n
null	0.157	n
null	0.185	n
null	0.057	n
null	0.185	n
null	0.185	n
null	0.185	n
null	0.176	n
null	0.109	n
null	0.057	n
null	0.002	y
null	0.004	y
null	0.185	n
null	0.011	y
null	0.155	n
null	0.155	n
null	0.185	n
null	0.185	n
null	0.046	y
null	0.185	n
null	0.185	n
null	0.046	y
null	0.185	n
null	0.087	n
null	0.185	n
null	0.185	n
null	0.185	n
null	0.182	n
null	0.155	n
null	0.157	n
null	0.185	n
null	0.24	n
null	0.004	y
null	0.155	n
null	0.24	n
null	0.089	n
null	0.057	n
null	0.185	n
null	0.185	n
null	0.185	n
null	0.155	n
null	0.185	n
null	0.07	n
null	0.185	n
null	0.185	n
null	0.185	n
null	0.157	n
null	0.185	n
null	0.011	y
null	0.185	n
null	0.063	n
null	0.182	n
null	0.182	n
null	0.185	n
null	0.078	n
null	0.185	n
null	0.185	n
null	0.185	n
null	0.155	n
null	0.011	y
null	0.023	y
null	0.032	y
null	0.085	n
null	0.185	n
null	0.185	n
null	0.342	n
null	0.185	n
null	0.439	n
null	0.24	n
null	0.24	n
null	0.155	n
null	0.24	n
null	0.021	y
null	0.185	n
null	0.24	n
null	0.396	n
null	0.157	n
null	0.185	n
null	0.24	n
null	0.185	n
null	0.109	n
null	0.048	y
null	0.176	n
null	0.002	y
null	0.006	y
null	0.002	y
null	0	y
null	0.185	n
null	0.002	y
null	0.038	y
null	0.182	n
null	0.002	y
null	0.182	n
null	0.005	y
null	0.005	y
null	0.185	n
null	0.155	n
null	0.026	y
null	0.185	n
null	0.616	n
null	0.152	n
null	0.439	n
null	0.063	n
null	0.001	y
null	0.001	y
null	0.077	n
null	0.001	y
null	0	y
null	0.001	y
null	0.558	n
null	0.016	y
null	0.078	n
null	0.023	y
null	0.034	y
null	0.155	n
null	0.034	y
null	0.087	n
null	0.24	n
null	0.152	n
null	0.157	n
null	0.24	n
null	0.001	y
null	0.001	y
null	0.185	n
null	0.058	n
null	0.046	y
null	0.185	n
null	0.078	n
null	0.185	n
null	0.185	n
null	0.063	n
null	0.24	n
null	0.24	n
null	0.24	n
null	0.229	n
null	0.001	y
null	0.24	n
null	0.078	n
null	0.157	n
null	0	y
null	0.18	n
null	0.24	n
null	0.24	n
null	0.078	n
null	0.185	n
null	0.342	n
null	0.001	y
null	0.078	n
null	0.02	y
null	0.012	y
null	0.157	n
null	0.001	y
null	0.077	n
null	0.494	n
null	0.24	n
null	0.157	n
null	0.155	n
null	0.185	n
null	0.009	y
null	0.24	n
null	0.026	y
null	0.24	n
null	0.24	n
null	0.28	n
null	0.24	n
null	0.157	n
null	0.001	y
null	0.24	n
null	0.24	n
null	0.494	n
null	0.396	n
null	0.185	n
null	0.087	n
null	0.24	n
null	0.24	n
null	0.157	n
null	0.176	n
null	0.151	n
null	0.24	n
null	0.027	y
null	0.322	n
null	0.24	n
null	0.24	n
null	0.24	n
null	0.24	n
null	0.185	n
null	0.24	n
null	0.185	n
null	0.032	y
null	0.24	n
null	0.185	n
null	0.439	n
null	0.24	n
null	0.211	n
null	0.24	n
null	0.023	y
null	0.016	y
null	0.24	n
null	0.24	n
null	0.087	n
null	0.24	n
null	0.24	n
null	0.032	y
null	0.185	n
null	0.021	y
null	0.009	y
null	0.157	n
null	0.089	n
null	0.204	n
null	0.185	n
null	0.24	n
null	0.24	n
null	0.152	n
null	0.494	n
null	0.157	n
null	0.078	n
null	0.24	n
null	0.046	y
null	0.057	n
null	0.011	y
null	0.058	n
null	0.185	n
null	0.24	n
null	0.032	y
null	0.185	n
null	0.499	n
null	0.157	n
null	0.185	n
null	0.046	y
null	0.185	n
null	0.155	n
null	0.185	n
null	0.157	n
null	0.28	n
null	0.155	n
null	0.185	n
null	0.048	y
null	0.032	y
null	0.001	y
null	0.021	y
null	0	y
null	0.176	n
null	0.155	n
null	0.342	n
null	0.02	y
null	0.24	n
null	0.24	n
null	0.342	n
null	0.24	n
null	0.023	y
null	0.342	n
null	0.24	n
null	0.551	n
null	0.02	y
null	0.155	n
null	0.439	n
null	0.24	n
null	0.155	n
null	0.24	n
null	0.24	n
null	0.021	y
null	0.078	n
null	0.185	n
null	0.015	y
null	0.046	y
null	0.24	n
null	0.204	n
null	0.095	n
null	0.185	n
null	0.087	n
null	0.098	n
null	0.24	n
null	0.185	n
null	0.24	n
null	0.28	n
null	0.111	n
null	0.089	n
null	0.157	n
null	0.089	n
null	0.24	n
null	0.063	n
null	0.011	y
null	0.18	n
null	0.034	y
null	0.24	n
null	0.087	n
null	0.021	y
null	0.016	y
null	0.24	n
null	0.24	n
null	0.048	y
null	0.021	y
null	0.185	n
null	0.078	n
null	0.185	n
null	0.041	y
null	0.24	n
null	0.057	n
null	0.185	n
null	0.087	n
null	0.111	n
null	0.24	n
null	0.24	n
null	0.017	y
null	0.24	n
null	0.001	y
null	0.042	y
null	0.24	n
null	0.155	n
null	0.182	n
null	0.24	n
null	0.24	n
null	0.078	n
null	0.24	n
null	0.24	n
null	0.001	y
null	0.155	n
null	0.185	n
null	0.446	n
null	0.023	y
null	0.089	n
null	0.24	n
null	0.032	y
null	0.001	y
null	0.023	y
null	0.155	n
null	0.155	n
null	0.494	n
null	0.157	n
null	0.24	n
null	0.24	n
null	0.24	n
null	0.446	n
null	0.182	n
null	0.24	n
null	0.24	n
null	0.058	n
null	0.24	n
null	0.24	n
null	0.078	n
null	0.342	n
null	0.24	n
null	0.229	n
null	0.157	n
null	0.24	n
null	0.089	n
null	0.24	n
null	0.021	y
null	0.077	n
null	0.24	n
null	0.155	n
null	0.185	n
null	0.032	y
null	0.001	y
null	0.185	n
null	0.015	y
null	0.016	y
null	0.185	n
null	0.24	n
null	0.176	n
null	0.185	n
null	0.016	y
null	0.032	y
null	0.24	n
null	0.24	n
null	0.342	n
null	0.396	n
null	0.021	y
null	0.063	n
null	0.152	n
null	0.038	y
null	0.24	n
null	0.001	y
null	0.24	n
null	0.011	y
null	0.342	n
null	0.063	n
null	0.001	y
null	0.032	y
null	0.087	n
null	0.001	y
null	0.063	n
null	0.012	y
null	0.185	n
null	0.185	n
null	0.078	n
null	0.185	n
null	0.342	n
null	0.185	n
null	0.089	n
null	0.24	n
null	0.085	n
null	0.185	n
null	0.003	y
null	0.078	n
null	0.24	n
null	0.152	n
null	0.342	n
null	0.078	n
null	0.159	n
null	0.24	n
null	0.089	n
null	0.24	n
null	0.012	y
null	0.063	n
null	0.185	n
null	0.24	n
null	0.24	n
null	0.087	n
null	0.038	y
null	0.155	n
null	0.001	y
null	0.089	n
null	0.001	y
null	0.24	n
null	0.152	n
null	0.111	n
null	0.063	n
null	0.009	y
null	0.24	n
null	0.023	y
null	0.109	n
null	0.078	n
null	0.089	n
null	0.322	n
null	0.159	n
null	0.185	n
null	0.28	n
null	0.082	n
null	0.078	n
null	0.155	n
null	0.494	n
null	0.342	n
null	0.185	n
null	0.499	n
null	0.176	n
null	0.038	y
null	0.103	n
null	0.185	n
null	0.24	n
null	0.021	y
null	0.439	n
null	0.342	n
null	0.157	n
null	0.038	y
null	0.085	n
null	0.185	n
null	0.005	y
null	0.18	n
null	0.001	y
null	0.046	y
null	0.396	n
null	0.001	y
null	0.182	n
null	0.001	y
null	0.152	n
null	0.342	n
null	0.078	n
null	0.046	y
null	0.035	y
null	0.24	n
null	0.24	n
null	0.017	y
null	0.18	n
null	0.24	n
null	0.342	n
null	0.24	n
null	0.439	n
null	0.152	n
null	0.185	n
null	0.24	n
null	0.18	n
null	0.439	n
null	0.063	n
null	0.087	n
null	0.038	y
null	0.001	y
null	0.157	n
null	0.185	n
null	0.204	n
null	0.24	n
null	0.034	y
null	0.185	n
null	0.439	n
null	0.229	n
null	0.023	y
null	0.185	n
null	0.015	y
null	0.02	y
null	0.089	n
null	0.078	n
null	0.152	n
null	0.155	n
null	0.439	n
null	0.28	n
null	0.021	y
null	0.087	n
null	0.24	n
null	0.035	y
null	0.322	n
null	0.342	n
null	0.18	n
null	0.229	n
null	0.342	n
null	0.015	y
null	0.007	y
null	0.328	n
null	0.229	n
null	0.207	n
null	0.043	y
null	0.229	n
null	0.002	y
null	0.001	y
null	0.001	y
null	0.015	y
null	0.569	n
null	0.034	y
null	0.046	y
null	0.077	n
null	0.157	n
null	0.198	n
null	0.198	n
null	0.017	y
null	0.152	n
null	0.198	n
null	0.152	n
null	0.23	n
null	0.157	n
null	0.198	n
null	0.198	n
null	0.198	n
null	0.157	n
null	0.211	n
null	0.198	n
null	0.198	n
null	0.012	y
null	0.198	n
null	0.198	n
null	0.063	n
null	0.198	n
null	0.152	n
null	0.001	y
null	0.198	n
null	0.012	y
null	0.089	n
null	0.23	n
null	0.28	n
null	0.198	n
null	0.198	n
null	0.439	n
null	0.198	n
null	0.04	y
null	0.198	n
null	0.198	n
null	0.198	n
null	0.157	n
null	0.439	n
null	0.198	n
null	0.089	n
null	0.157	n
null	0.046	y
null	0.18	n
null	0.001	y
null	0.157	n
null	0.439	n
null	0.28	n
null	0.087	n
null	0.198	n
null	0.026	y
null	0.04	y
null	0.198	n
null	0.198	n
null	0.157	n
null	0.042	y
null	0.152	n
