#FamilyID	pvalue	Significant at 0.05
null	0	y
null	0.011	y
null	0.004	y
null	0.013	y
null	0.005	y
null	0	y
null	0	y
null	0.005	y
null	0.005	y
null	0	y
null	0	y
null	0.011	y
null	0.002	y
null	0	y
null	0.013	y
null	0	y
null	0	y
null	0	y
null	0	y
null	0.013	y
null	0	y
null	0	y
null	0.016	y
null	0	y
null	0.016	y
null	0.005	y
null	0.016	y
null	0.02	y
null	0	y
null	0.016	y
null	0.011	y
null	0.029	y
null	0.015	y
null	0	y
null	0.02	y
null	0.004	y
null	0	y
null	0	y
null	0	y
null	0	y
null	0.003	y
null	0	y
null	0	y
null	0.091	n
null	0	y
null	0.013	y
null	0	y
null	0.031	y
null	0.013	y
null	0.034	y
null	0.02	y
null	0.007	y
null	0.009	y
null	0	y
null	0.002	y
null	0.005	y
null	0	y
null	0.031	y
null	0.013	y
null	0.031	y
null	0.105	n
null	0.02	y
null	0	y
null	0.031	y
null	0.005	y
null	0.003	y
null	0	y
null	0.031	y
null	0.048	y
null	0.044	y
null	0.013	y
null	0	y
null	0.013	y
null	0	y
null	0.078	n
null	0.02	y
null	0	y
null	0	y
null	0.375	n
null	0.013	y
null	0	y
null	0.044	y
null	0.148	n
null	0	y
null	0.048	y
null	0.044	y
null	0.078	n
null	0.02	y
null	0.007	y
null	0.011	y
null	0.044	y
null	0.031	y
null	0	y
null	0.044	y
null	0	y
null	0	y
null	0.044	y
null	0.03	y
null	0.001	y
null	0.016	y
null	0.031	y
null	0	y
null	0	y
null	0.038	y
null	0	y
null	0.016	y
null	0.044	y
null	0.048	y
null	0	y
null	0.02	y
null	0	y
null	0	y
null	0.031	y
null	0.131	n
null	0.007	y
null	0	y
null	0	y
null	0.005	y
null	0.048	y
null	0	y
null	0	y
null	0	y
null	0.055	n
null	0	y
null	0.007	y
null	0.031	y
null	0.133	n
null	0.044	y
null	0.007	y
null	0.02	y
null	0.044	y
null	0.02	y
null	0	y
null	0.112	n
null	0.055	n
null	0.039	y
null	0.048	y
null	0.03	y
null	0.031	y
null	0.031	y
null	0.019	y
null	0.124	n
null	0.044	y
null	0.02	y
null	0.016	y
null	0.044	y
null	0	y
null	0.044	y
null	0.053	n
null	0.044	y
null	0.015	y
null	0.112	n
null	0	y
null	0	y
null	0	y
null	0.133	n
null	0	y
null	0	y
null	0.03	y
null	0.055	n
null	0.044	y
null	0.038	y
null	0.029	y
null	0	y
null	0.038	y
null	0.004	y
null	0.02	y
null	0.019	y
null	0	y
null	0	y
null	0.189	n
null	0.03	y
null	0.055	n
null	0.105	n
null	0.044	y
null	0.044	y
null	0.006	y
null	0.031	y
null	0	y
null	0	y
null	0.193	n
null	0.005	y
null	0	y
null	0.032	y
null	0.026	y
null	0.007	y
null	0	y
null	0.009	y
null	0.007	y
null	0	y
null	0.053	n
null	0.02	y
null	0	y
null	0.013	y
null	0.002	y
null	0.055	n
null	0	y
null	0	y
null	0.021	y
null	0	y
null	0.03	y
null	0.035	y
null	0.02	y
null	0.03	y
null	0.015	y
null	0.053	n
null	0.007	y
null	0.02	y
null	0.069	n
null	0.007	y
null	0.055	n
null	0.053	n
null	0.038	y
null	0.055	n
null	0.016	y
null	0.078	n
null	0.03	y
null	0.013	y
null	0.019	y
null	0.108	n
null	0.007	y
null	0.044	y
null	0	y
null	0.016	y
null	0.002	y
null	0.105	n
null	0.055	n
null	0.055	n
null	0	y
null	0.03	y
null	0	y
null	0	y
null	0.048	y
null	0.055	n
null	0.048	y
null	0	y
null	0.02	y
null	0	y
null	0.007	y
null	0	y
null	0.053	n
null	0.015	y
null	0.019	y
null	0.038	y
null	0	y
null	0.091	n
null	0	y
null	0.055	n
null	0	y
null	0.055	n
null	0.148	n
null	0	y
null	0.044	y
null	0.044	y
null	0.048	y
null	0.02	y
null	0.055	n
null	0.055	n
null	0.016	y
null	0.148	n
null	0.319	n
null	0.019	y
null	0.055	n
null	0.021	y
null	0.018	y
null	0.055	n
null	0.055	n
null	0	y
null	0	y
null	0.005	y
null	0.03	y
null	0	y
null	0.055	n
null	0	y
null	0.035	y
null	0.023	y
null	0.03	y
null	0.055	n
null	0.038	y
null	0.029	y
null	0.105	n
null	0.003	y
null	0.013	y
null	0.018	y
null	0.117	n
null	0	y
null	0.007	y
null	0.055	n
null	0.055	n
null	0.048	y
null	0.055	n
null	0.016	y
null	0.002	y
null	0.007	y
null	0	y
null	0.029	y
null	0.044	y
null	0.055	n
null	0.048	y
null	0.105	n
null	0.148	n
null	0.055	n
null	0.03	y
null	0.055	n
null	0.055	n
null	0.172	n
null	0	y
null	0.048	y
null	0.108	n
null	0	y
null	0.048	y
null	0.03	y
null	0.131	n
null	0.021	y
null	0	y
null	0.03	y
null	0.048	y
null	0.117	n
null	0.003	y
null	0.055	n
null	0.02	y
null	0.02	y
null	0.03	y
null	0.013	y
null	0.003	y
null	0.055	n
null	0.002	y
null	0.02	y
null	0.105	n
null	0.035	y
null	0.001	y
null	0.053	n
null	0.02	y
null	0.007	y
null	0.01	y
null	0.026	y
null	0.016	y
null	0	y
null	0.029	y
null	0.015	y
null	0	y
null	0.055	n
null	0.105	n
null	0	y
null	0.005	y
null	0.148	n
null	0	y
null	0.172	n
null	0.02	y
null	0.055	n
null	0.06	n
null	0.017	y
null	0.139	n
null	0.019	y
null	0.055	n
null	0	y
null	0.005	y
null	0.055	n
null	0.175	n
null	0.044	y
null	0.105	n
null	0.048	y
null	0.055	n
null	0.048	y
null	0.108	n
null	0.048	y
null	0.173	n
null	0.172	n
null	0.029	y
null	0.105	n
null	0	y
null	0.055	n
null	0.048	y
null	0	y
null	0.055	n
null	0.055	n
null	0.06	n
null	0.037	y
null	0.06	n
null	0	y
null	0.105	n
null	0.02	y
null	0.035	y
null	0.029	y
null	0.048	y
null	0.059	n
null	0.044	y
null	0.105	n
null	0.048	y
null	0.006	y
null	0.065	n
null	0.105	n
null	0	y
null	0.055	n
null	0.029	y
null	0.055	n
null	0.06	n
null	0.055	n
null	0.132	n
null	0.059	n
null	0.001	y
null	0.369	n
null	0.105	n
null	0.059	n
null	0.055	n
null	0	y
null	0.044	y
null	0.007	y
null	0.031	y
null	0	y
null	0.105	n
null	0.06	n
null	0.055	n
null	0.172	n
null	0.005	y
null	0.175	n
null	0.175	n
null	0.189	n
null	0.059	n
null	0.072	n
null	0.105	n
null	0.105	n
null	0.009	y
null	0.132	n
null	0.148	n
null	0.267	n
null	0.205	n
null	0	y
null	0.167	n
null	0	y
null	0.178	n
null	0	y
null	0.105	n
null	0.002	y
null	0	y
null	0.105	n
null	0.03	y
null	0.105	n
null	0.007	y
null	0.046	y
null	0.007	y
null	0.015	y
null	0.002	y
null	0.48	n
null	0.03	y
null	0.108	n
null	0.055	n
null	0.046	y
null	0	y
null	0.03	y
null	0	y
null	0.065	n
null	0.002	y
null	0.007	y
null	0.066	n
null	0.105	n
null	0.06	n
null	0.105	n
null	0.117	n
null	0.172	n
null	0.209	n
null	0	y
null	0.105	n
null	0.059	n
null	0.016	y
null	0.002	y
null	0.059	n
null	0.013	y
null	0.178	n
null	0.005	y
null	0.105	n
null	0.005	y
null	0.005	y
null	0.105	n
null	0.172	n
null	0.304	n
null	0.105	n
null	0.209	n
null	0.055	n
null	0	y
null	0.172	n
null	0.048	y
null	0.055	n
null	0.105	n
null	0.081	n
null	0.02	y
null	0.105	n
null	0.06	n
null	0.105	n
null	0.021	y
null	0.133	n
null	0.02	y
null	0.055	n
null	0.002	y
null	0.105	n
null	0	y
null	0.02	y
null	0.048	y
null	0.172	n
null	0.005	y
null	0.026	y
null	0.059	n
null	0.059	n
null	0.105	n
null	0.02	y
null	0.048	y
null	0.029	y
null	0.152	n
null	0.015	y
null	0	y
null	0.007	y
null	0.105	n
null	0.105	n
null	0.209	n
null	0.304	n
null	0.172	n
null	0.105	n
null	0.172	n
null	0.267	n
null	0.021	y
null	0.172	n
null	0.304	n
null	0.209	n
null	0.035	y
null	0.172	n
null	0.055	n
null	0	y
null	0.105	n
null	0.021	y
null	0.016	y
null	0.108	n
null	0.108	n
null	0.217	n
null	0.039	y
null	0.172	n
null	0.015	y
null	0.105	n
null	0.105	n
null	0	y
null	0.175	n
null	0.005	y
null	0.304	n
null	0.055	n
null	0.105	n
null	0.133	n
null	0.078	n
null	0.091	n
null	0.105	n
null	0.105	n
null	0.105	n
null	0.172	n
null	0.035	y
null	0.055	n
null	0.105	n
null	0.105	n
null	0.015	y
null	0.015	y
null	0.055	n
null	0.105	n
null	0.035	y
null	0	y
null	0.105	n
null	0	y
null	0.62	n
null	0.139	n
null	0.055	n
null	0.105	n
null	0.021	y
null	0.172	n
null	0.035	y
null	0.217	n
null	0.015	y
null	0.015	y
null	0.217	n
null	0.311	n
null	0.105	n
null	0.054	n
null	0.019	y
null	0.11	n
null	0.007	y
null	0.02	y
null	0.046	y
null	0.002	y
null	0.148	n
null	0.132	n
null	0.108	n
null	0.105	n
null	0.105	n
null	0.148	n
null	0	y
null	0.023	y
null	0.172	n
null	0.032	y
null	0.172	n
null	0.026	y
null	0.083	n
null	0.006	y
null	0	y
null	0	y
null	0	y
null	0	y
null	0.06	n
null	0.06	n
null	0.02	y
null	0.209	n
null	0	y
null	0.11	n
null	0.135	n
null	0.015	y
null	0.037	y
null	0.375	n
null	0.105	n
null	0.048	y
null	0.035	y
null	0.059	n
null	0.016	y
null	0.035	y
null	0.132	n
null	0.048	y
null	0.046	y
null	0.105	n
null	0.172	n
null	0.217	n
null	0.172	n
null	0.055	n
null	0	y
null	0.008	y
null	0.012	y
null	0.048	y
null	0.108	n
null	0	y
null	0.105	n
null	0.048	y
null	0.001	y
null	0.172	n
null	0.105	n
null	0.105	n
null	0.193	n
null	0.133	n
null	0.01	y
null	0.172	n
null	0.105	n
null	0.108	n
null	0.105	n
null	0.059	n
null	0.152	n
null	0.008	y
null	0.105	n
null	0.059	n
null	0.217	n
null	0.048	y
null	0.217	n
null	0.172	n
null	0.059	n
null	0.172	n
null	0.172	n
null	0.005	y
null	0.108	n
null	0.217	n
null	0.117	n
null	0.172	n
null	0.172	n
null	0.048	y
null	0.059	n
null	0.172	n
null	0.133	n
null	0.055	n
null	0.013	y
null	0.005	y
null	0.172	n
null	0.172	n
null	0.105	n
null	0.172	n
null	0	y
null	0.039	y
null	0.015	y
null	0.172	n
null	0	y
null	0.078	n
null	0.172	n
null	0.209	n
null	0.021	y
null	0.015	y
null	0.133	n
null	0.02	y
null	0.172	n
null	0.002	y
null	0.055	n
null	0.369	n
null	0.105	n
null	0.217	n
null	0.03	y
null	0.172	n
null	0	y
null	0.165	n
null	0.214	n
null	0.108	n
null	0.193	n
null	0.013	y
null	0.032	y
null	0.217	n
null	0.044	y
null	0.108	n
null	0.081	n
null	0.108	n
null	0.031	y
null	0.066	n
null	0	y
null	0.059	n
null	0.133	n
null	0.105	n
null	0.085	n
null	0.172	n
null	0.105	n
null	0.172	n
null	0.172	n
null	0.005	y
null	0.021	y
null	0.133	n
null	0.059	n
null	0.172	n
null	0.172	n
null	0.062	n
null	0.06	n
null	0.172	n
null	0.193	n
null	0.007	y
null	0.082	n
null	0.059	n
null	0.033	y
null	0.059	n
null	0.165	n
null	0.105	n
null	0.048	y
null	0.005	y
null	0.021	y
null	0.078	n
null	0.172	n
null	0.108	n
null	0.172	n
null	0.18	n
null	0.033	y
null	0.105	n
null	0.048	y
null	0.217	n
null	0.059	n
null	0.062	n
null	0.105	n
null	0.193	n
null	0.172	n
null	0.062	n
null	0.172	n
null	0.193	n
null	0.172	n
null	0.172	n
null	0.005	y
null	0.172	n
null	0.172	n
null	0.172	n
null	0	y
null	0.066	n
null	0.105	n
null	0.105	n
null	0	y
null	0.059	n
null	0.005	y
null	0.105	n
null	0.021	y
null	0.411	n
null	0.105	n
null	0.048	y
null	0.105	n
null	0.217	n
null	0.105	n
null	0.108	n
null	0.131	n
null	0.105	n
null	0.172	n
null	0.172	n
null	0.002	y
null	0.172	n
null	0.108	n
null	0.172	n
null	0.105	n
null	0.193	n
null	0.105	n
null	0.015	y
null	0.048	y
null	0.148	n
null	0.048	y
null	0	y
null	0.172	n
null	0.172	n
null	0.172	n
null	0.039	y
null	0.005	y
null	0.105	n
null	0.001	y
null	0.015	y
null	0.108	n
null	0.172	n
null	0.031	y
null	0.148	n
null	0.004	y
null	0.133	n
null	0.105	n
null	0.172	n
null	0.055	n
null	0.035	y
null	0.081	n
null	0.065	n
null	0.172	n
null	0.172	n
null	0	y
null	0.046	y
null	0.007	y
null	0	y
null	0	y
null	0	y
null	0.683	n
null	0.099	n
null	0.002	y
null	0.185	n
null	0.285	n
null	0.041	y
null	0	y
null	0.054	n
null	0.172	n
null	0.172	n
null	0.172	n
null	0.078	n
null	0.217	n
null	0.172	n
null	0.172	n
null	0.002	y
null	0.105	n
null	0	y
null	0.217	n
null	0.068	n
null	0.172	n
null	0.217	n
null	0.172	n
null	0.002	y
null	0.172	n
null	0.217	n
null	0.059	n
null	0.059	n
null	0.369	n
null	0.059	n
null	0.217	n
null	0.172	n
null	0.172	n
null	0.172	n
null	0.172	n
null	0.139	n
null	0.055	n
null	0	y
null	0.046	y
null	0.209	n
null	0.108	n
null	0.369	n
null	0.059	n
null	0.081	n
null	0.139	n
null	0.048	y
null	0.455	n
null	0.172	n
null	0.039	y
null	0.172	n
null	0.172	n
null	0.108	n
null	0.172	n
null	0.105	n
null	0.172	n
null	0.172	n
null	0.172	n
null	0.217	n
null	0.172	n
null	0.217	n
null	0.172	n
null	0	y
null	0.172	n
null	0.172	n
null	0.311	n
null	0.217	n
null	0.217	n
null	0.032	y
null	0.217	n
null	0.032	y
null	0.172	n
null	0.172	n
null	0.217	n
null	0.172	n
null	0.108	n
null	0.172	n
null	0.172	n
null	0.172	n
null	0.008	y
null	0.139	n
null	0.004	y
null	0.172	n
null	0.172	n
null	0.172	n
null	0.059	n
null	0.172	n
null	0.172	n
null	0.011	y
null	0.297	n
null	0.081	n
null	0.172	n
null	0.172	n
null	0.172	n
null	0.08	n
null	0.172	n
null	0.066	n
null	0.217	n
null	0.172	n
null	0.071	n
null	0.078	n
null	0.081	n
null	0.172	n
null	0.172	n
null	0.172	n
null	0.172	n
null	0.172	n
null	0.172	n
null	0.059	n
null	0.217	n
null	0.007	y
null	0.012	y
null	0.172	n
null	0.62	n
null	0.055	n
null	0.217	n
null	0.172	n
null	0.078	n
null	0.172	n
null	0.055	n
null	0.48	n
null	0.062	n
null	0.172	n
null	0.139	n
null	0.172	n
null	0.217	n
null	0.054	n
null	0.172	n
null	0.062	n
null	0.139	n
null	0.023	y
null	0.012	y
null	0.172	n
null	0.02	y
null	0.152	n
null	0.217	n
null	0.133	n
null	0.139	n
null	0.023	y
null	0.172	n
null	0.172	n
null	0.133	n
null	0.217	n
null	0.108	n
null	0.217	n
null	0.172	n
null	0.059	n
null	0.082	n
null	0.172	n
null	0.023	y
null	0.217	n
null	0.002	y
null	0.066	n
null	0.02	y
null	0.172	n
null	0.193	n
null	0.172	n
null	0.217	n
null	0.217	n
null	0.172	n
null	0.005	y
null	0.311	n
null	0.133	n
null	0.172	n
null	0.172	n
null	0.172	n
null	0.108	n
null	0.139	n
null	0.133	n
null	0.172	n
null	0.07	n
null	0.078	n
null	0.108	n
null	0.172	n
null	0.217	n
null	0.013	y
null	0.088	n
null	0	y
null	0.002	y
null	0.172	n
null	0.172	n
null	0.172	n
null	0.172	n
null	0.217	n
null	0.031	y
null	0.311	n
null	0.108	n
null	0.059	n
null	0.172	n
null	0.172	n
null	0.066	n
null	0.217	n
null	0.026	y
null	0	y
null	0.172	n
null	0.172	n
null	0	y
null	0.167	n
null	0.046	y
null	0.015	y
null	0.172	n
null	0.152	n
null	0.217	n
null	0.172	n
null	0.078	n
null	0.026	y
null	0.105	n
null	0.048	y
null	0.059	n
null	0.046	y
null	0.005	y
null	0.085	n
null	0.139	n
null	0.172	n
null	0.059	n
null	0.172	n
null	0.172	n
null	0.172	n
null	0.152	n
null	0.105	n
null	0.059	n
null	0.005	y
null	0.007	y
null	0.172	n
null	0.013	y
null	0.133	n
null	0.133	n
null	0.172	n
null	0.172	n
null	0.054	n
null	0.172	n
null	0.172	n
null	0.047	y
null	0.172	n
null	0.081	n
null	0.172	n
null	0.172	n
null	0.172	n
null	0.168	n
null	0.133	n
null	0.139	n
null	0.172	n
null	0.217	n
null	0.007	y
null	0.133	n
null	0.217	n
null	0.082	n
null	0.059	n
null	0.172	n
null	0.172	n
null	0.172	n
null	0.133	n
null	0.172	n
null	0.066	n
null	0.172	n
null	0.172	n
null	0.172	n
null	0.139	n
null	0.172	n
null	0.01	y
null	0.172	n
null	0.062	n
null	0.168	n
null	0.167	n
null	0.172	n
null	0.078	n
null	0.172	n
null	0.172	n
null	0.172	n
null	0.133	n
null	0.012	y
null	0.026	y
null	0.039	y
null	0.081	n
null	0.172	n
null	0.172	n
null	0.311	n
null	0.172	n
null	0.409	n
null	0.217	n
null	0.217	n
null	0.133	n
null	0.217	n
null	0.021	y
null	0.172	n
null	0.217	n
null	0.369	n
null	0.139	n
null	0.172	n
null	0.217	n
null	0.172	n
null	0.105	n
null	0.055	n
null	0.152	n
null	0.003	y
null	0.007	y
null	0.005	y
null	0	y
null	0.172	n
null	0.005	y
null	0.046	y
null	0.167	n
null	0.005	y
null	0.167	n
null	0.007	y
null	0.005	y
null	0.172	n
null	0.133	n
null	0.032	y
null	0.172	n
null	0.6	n
null	0.132	n
null	0.409	n
null	0.062	n
null	0	y
null	0	y
null	0.08	n
null	0.002	y
null	0	y
null	0	y
null	0.531	n
null	0.013	y
null	0.078	n
null	0.026	y
null	0.046	y
null	0.133	n
null	0.046	y
null	0.081	n
null	0.217	n
null	0.132	n
null	0.139	n
null	0.217	n
null	0.002	y
null	0	y
null	0.172	n
null	0.059	n
null	0.054	n
null	0.172	n
null	0.078	n
null	0.172	n
null	0.172	n
null	0.062	n
null	0.217	n
null	0.217	n
null	0.217	n
null	0.214	n
null	0.002	y
null	0.217	n
null	0.078	n
null	0.139	n
null	0	y
null	0.165	n
null	0.217	n
null	0.217	n
null	0.078	n
null	0.172	n
null	0.311	n
null	0	y
null	0.078	n
null	0.021	y
null	0.015	y
null	0.139	n
null	0.001	y
null	0.079	n
null	0.48	n
null	0.217	n
null	0.139	n
null	0.133	n
null	0.172	n
null	0.011	y
null	0.217	n
null	0.032	y
null	0.217	n
null	0.217	n
null	0.267	n
null	0.217	n
null	0.139	n
null	0	y
null	0.217	n
null	0.217	n
null	0.48	n
null	0.369	n
null	0.172	n
null	0.081	n
null	0.217	n
null	0.217	n
null	0.139	n
null	0.152	n
null	0.131	n
null	0.217	n
null	0.033	y
null	0.297	n
null	0.217	n
null	0.217	n
null	0.217	n
null	0.217	n
null	0.172	n
null	0.217	n
null	0.172	n
null	0.039	y
null	0.217	n
null	0.172	n
null	0.409	n
null	0.217	n
null	0.196	n
null	0.217	n
null	0.026	y
null	0.013	y
null	0.217	n
null	0.217	n
null	0.081	n
null	0.217	n
null	0.217	n
null	0.039	y
null	0.172	n
null	0.02	y
null	0.008	y
null	0.139	n
null	0.082	n
null	0.193	n
null	0.172	n
null	0.217	n
null	0.217	n
null	0.132	n
null	0.48	n
null	0.139	n
null	0.078	n
null	0.217	n
null	0.054	n
null	0.059	n
null	0.012	y
null	0.059	n
null	0.172	n
null	0.217	n
null	0.039	y
null	0.172	n
null	0.455	n
null	0.139	n
null	0.172	n
null	0.054	n
null	0.172	n
null	0.133	n
null	0.172	n
null	0.139	n
null	0.267	n
null	0.133	n
null	0.172	n
null	0.055	n
null	0.039	y
null	0.002	y
null	0.021	y
null	0	y
null	0.152	n
null	0.133	n
null	0.311	n
null	0.02	y
null	0.217	n
null	0.217	n
null	0.311	n
null	0.217	n
null	0.026	y
null	0.311	n
null	0.217	n
null	0.537	n
null	0.021	y
null	0.133	n
null	0.409	n
null	0.217	n
null	0.133	n
null	0.217	n
null	0.217	n
null	0.02	y
null	0.078	n
null	0.172	n
null	0.011	y
null	0.054	n
null	0.217	n
null	0.193	n
null	0.085	n
null	0.172	n
null	0.081	n
null	0.088	n
null	0.217	n
null	0.172	n
null	0.217	n
null	0.267	n
null	0.108	n
null	0.082	n
null	0.139	n
null	0.082	n
null	0.217	n
null	0.062	n
null	0.012	y
null	0.165	n
null	0.041	y
null	0.217	n
null	0.081	n
null	0.02	y
null	0.02	y
null	0.217	n
null	0.217	n
null	0.055	n
null	0.021	y
null	0.172	n
null	0.078	n
null	0.172	n
null	0.046	y
null	0.217	n
null	0.059	n
null	0.172	n
null	0.081	n
null	0.108	n
null	0.217	n
null	0.217	n
null	0.017	y
null	0.217	n
null	0.002	y
null	0.05	n
null	0.217	n
null	0.133	n
null	0.168	n
null	0.217	n
null	0.217	n
null	0.078	n
null	0.217	n
null	0.217	n
null	0	y
null	0.133	n
null	0.172	n
null	0.411	n
null	0.023	y
null	0.082	n
null	0.217	n
null	0.039	y
null	0	y
null	0.026	y
null	0.133	n
null	0.133	n
null	0.48	n
null	0.139	n
null	0.217	n
null	0.217	n
null	0.217	n
null	0.411	n
null	0.167	n
null	0.217	n
null	0.217	n
null	0.059	n
null	0.217	n
null	0.217	n
null	0.078	n
null	0.311	n
null	0.217	n
null	0.214	n
null	0.139	n
null	0.217	n
null	0.082	n
null	0.217	n
null	0.021	y
null	0.079	n
null	0.217	n
null	0.133	n
null	0.172	n
null	0.039	y
null	0	y
null	0.172	n
null	0.02	y
null	0.013	y
null	0.172	n
null	0.217	n
null	0.152	n
null	0.172	n
null	0.013	y
null	0.039	y
null	0.217	n
null	0.217	n
null	0.311	n
null	0.369	n
null	0.021	y
null	0.062	n
null	0.132	n
null	0.046	y
null	0.217	n
null	0.002	y
null	0.217	n
null	0.012	y
null	0.311	n
null	0.062	n
null	0	y
null	0.039	y
null	0.081	n
null	0.002	y
null	0.062	n
null	0.015	y
null	0.172	n
null	0.172	n
null	0.078	n
null	0.172	n
null	0.311	n
null	0.172	n
null	0.082	n
null	0.217	n
null	0.081	n
null	0.172	n
null	0.005	y
null	0.08	n
null	0.217	n
null	0.132	n
null	0.311	n
null	0.078	n
null	0.151	n
null	0.217	n
null	0.082	n
null	0.217	n
null	0.015	y
null	0.062	n
null	0.172	n
null	0.217	n
null	0.217	n
null	0.081	n
null	0.046	y
null	0.133	n
null	0.001	y
null	0.082	n
null	0.004	y
null	0.217	n
null	0.132	n
null	0.108	n
null	0.062	n
null	0.009	y
null	0.217	n
null	0.026	y
null	0.105	n
null	0.078	n
null	0.082	n
null	0.297	n
null	0.151	n
null	0.172	n
null	0.267	n
null	0.083	n
null	0.08	n
null	0.133	n
null	0.48	n
null	0.311	n
null	0.172	n
null	0.455	n
null	0.152	n
null	0.046	y
null	0.088	n
null	0.172	n
null	0.217	n
null	0.021	y
null	0.409	n
null	0.311	n
null	0.139	n
null	0.046	y
null	0.081	n
null	0.172	n
null	0.004	y
null	0.165	n
null	0.002	y
null	0.054	n
null	0.369	n
null	0.002	y
null	0.167	n
null	0.002	y
null	0.132	n
null	0.311	n
null	0.078	n
null	0.047	y
null	0.046	y
null	0.217	n
null	0.217	n
null	0.016	y
null	0.165	n
null	0.217	n
null	0.311	n
null	0.217	n
null	0.409	n
null	0.132	n
null	0.172	n
null	0.217	n
null	0.165	n
null	0.409	n
null	0.062	n
null	0.081	n
null	0.046	y
null	0.001	y
null	0.139	n
null	0.172	n
null	0.193	n
null	0.217	n
null	0.046	y
null	0.172	n
null	0.409	n
null	0.214	n
null	0.025	y
null	0.172	n
null	0.02	y
null	0.021	y
null	0.082	n
null	0.078	n
null	0.132	n
null	0.133	n
null	0.409	n
null	0.267	n
null	0.021	y
null	0.081	n
null	0.217	n
null	0.046	y
null	0.297	n
null	0.311	n
null	0.165	n
null	0.214	n
null	0.311	n
null	0.02	y
null	0.006	y
null	0.309	n
null	0.21	n
null	0.196	n
null	0.054	n
null	0.21	n
null	0.004	y
null	0.002	y
null	0.002	y
null	0.015	y
null	0.567	n
null	0.046	y
null	0.054	n
null	0.079	n
null	0.139	n
null	0.183	n
null	0.183	n
null	0.017	y
null	0.132	n
null	0.183	n
null	0.132	n
null	0.205	n
null	0.139	n
null	0.183	n
null	0.183	n
null	0.183	n
null	0.139	n
null	0.196	n
null	0.183	n
null	0.183	n
null	0.008	y
null	0.183	n
null	0.183	n
null	0.059	n
null	0.183	n
null	0.132	n
null	0	y
null	0.183	n
null	0.008	y
null	0.082	n
null	0.205	n
null	0.267	n
null	0.183	n
null	0.183	n
null	0.409	n
null	0.183	n
null	0.04	y
null	0.183	n
null	0.183	n
null	0.183	n
null	0.139	n
null	0.409	n
null	0.183	n
null	0.082	n
null	0.139	n
null	0.054	n
null	0.165	n
null	0.001	y
null	0.139	n
null	0.409	n
null	0.267	n
null	0.081	n
null	0.183	n
null	0.032	y
null	0.04	y
null	0.183	n
null	0.183	n
null	0.139	n
null	0.05	n
null	0.132	n
null	0.183	n
null	0.046	y
null	0.311	n
null	0.455	n
null	0.082	n
null	0.139	n
null	0.046	y
null	0.183	n
null	0.132	n
null	0.183	n
null	0.183	n
null	0.039	y
null	0.054	n
null	0.079	n
null	0.172	n
null	0.183	n
null	0.183	n
null	0.183	n
null	0.183	n
null	0.082	n
null	0.311	n
null	0.172	n
null	0.139	n
