#FamilyID	Gamma Cat Mean	Likelihood of Category	Likelihood of Family	Posterior Probability	Significant
null	1.36145	3.67696e-12	3.99357e-12	0.92072	N/S
null	0.666053	8.39622e-17	9.42151e-14	0.000891176	N/S
null	0.972501	4.27413e-15	9.42151e-14	0.0453657	N/S
null	1.36145	8.9857e-14	9.42151e-14	0.953743	*
null	0.666053	2.23315e-40	2.62323e-31	8.51295e-10	N/S
null	0.972501	1.69296e-35	2.62323e-31	6.45372e-05	N/S
null	1.36145	2.62306e-31	2.62323e-31	0.999935	*
null	0.666053	1.42456e-11	1.73871e-10	0.0819319	N/S
null	0.972501	4.57806e-11	1.73871e-10	0.263302	N/S
null	1.36145	1.13845e-10	1.73871e-10	0.654766	N/S
null	0.666053	9.38507e-16	1.36145e-13	0.00689343	N/S
null	0.972501	1.42096e-14	1.36145e-13	0.104371	N/S
null	1.36145	1.20997e-13	1.36145e-13	0.888736	N/S
null	0.666053	3.65002e-07	1.61942e-06	0.22539	N/S
null	0.972501	5.68918e-07	1.61942e-06	0.351309	N/S
null	1.36145	6.85504e-07	1.61942e-06	0.423301	N/S
null	0.666053	7.51546e-40	7.43307e-31	1.01109e-09	N/S
null	0.972501	5.33273e-35	7.43307e-31	7.17433e-05	N/S
null	1.36145	7.43253e-31	7.43307e-31	0.999928	*
null	0.666053	4.29233e-14	4.55371e-12	0.00942602	N/S
null	0.972501	5.72133e-13	4.55371e-12	0.125641	N/S
null	1.36145	3.93865e-12	4.55371e-12	0.864933	N/S
null	0.666053	7.95157e-19	2.33627e-15	0.000340353	N/S
null	0.972501	6.86892e-17	2.33627e-15	0.0294012	N/S
null	1.36145	2.26679e-15	2.33627e-15	0.970258	*
null	0.666053	5.78261e-12	8.91224e-11	0.0648838	N/S
null	0.972501	2.18807e-11	8.91224e-11	0.245512	N/S
null	1.36145	6.14592e-11	8.91224e-11	0.689604	N/S
null	0.666053	1.44127e-13	6.21903e-11	0.00231752	N/S
null	0.972501	4.32144e-12	6.21903e-11	0.0694873	N/S
null	1.36145	5.77248e-11	6.21903e-11	0.928195	N/S
null	0.666053	6.04263e-22	6.41663e-17	9.41713e-06	N/S
null	0.972501	3.87884e-19	6.41663e-17	0.00604497	N/S
null	1.36145	6.37778e-17	6.41663e-17	0.993946	*
null	0.666053	1.66382e-27	5.03651e-21	3.30351e-07	N/S
null	0.972501	6.69139e-24	5.03651e-21	0.00132858	N/S
null	1.36145	5.02982e-21	5.03651e-21	0.998671	*
null	0.666053	1.30668e-19	8.77936e-16	0.000148836	N/S
null	0.972501	1.74858e-17	8.77936e-16	0.019917	N/S
null	1.36145	8.60319e-16	8.77936e-16	0.979934	*
null	0.666053	1.31301e-24	7.43009e-19	1.76715e-06	N/S
null	0.972501	2.07062e-21	7.43009e-19	0.0027868	N/S
null	1.36145	7.40937e-19	7.43009e-19	0.997211	*
null	0.666053	3.72587e-06	1.28558e-05	0.28982	N/S
null	0.972501	4.53041e-06	1.28558e-05	0.352402	N/S
null	1.36145	4.59951e-06	1.28558e-05	0.357778	N/S
null	0.666053	1.0844e-16	7.32806e-13	0.000147979	N/S
null	0.972501	1.5336e-14	7.32806e-13	0.0209278	N/S
null	1.36145	7.17361e-13	7.32806e-13	0.978924	*
null	0.666053	2.37295e-13	9.54461e-12	0.0248617	N/S
null	0.972501	1.69444e-12	9.54461e-12	0.177528	N/S
null	1.36145	7.61288e-12	9.54461e-12	0.79761	N/S
null	0.666053	6.80789e-19	4.42169e-15	0.000153966	N/S
null	0.972501	9.3278e-17	4.42169e-15	0.0210955	N/S
null	1.36145	4.32774e-15	4.42169e-15	0.978751	*
null	0.666053	2.99615e-13	2.10556e-11	0.0142297	N/S
null	0.972501	3.12963e-12	2.10556e-11	0.148637	N/S
null	1.36145	1.76264e-11	2.10556e-11	0.837134	N/S
null	0.666053	3.03828e-15	1.35759e-12	0.002238	N/S
null	0.972501	9.03774e-14	1.35759e-12	0.0665721	N/S
null	1.36145	1.26417e-12	1.35759e-12	0.93119	N/S
null	0.666053	6.04381e-24	1.10717e-18	5.45878e-06	N/S
null	0.972501	5.08647e-21	1.10717e-18	0.00459411	N/S
null	1.36145	1.10208e-18	1.10717e-18	0.9954	*
null	0.666053	1.07602e-39	6.60031e-31	1.63026e-09	N/S
null	0.972501	4.90605e-35	6.60031e-31	7.43306e-05	N/S
null	1.36145	6.59982e-31	6.60031e-31	0.999926	*
null	0.666053	2.68154e-19	1.08502e-15	0.000247143	N/S
null	0.972501	2.93343e-17	1.08502e-15	0.0270359	N/S
null	1.36145	1.05541e-15	1.08502e-15	0.972717	*
null	0.666053	3.66029e-12	5.41312e-11	0.0676189	N/S
null	0.972501	1.31033e-11	5.41312e-11	0.242066	N/S
null	1.36145	3.73676e-11	5.41312e-11	0.690315	N/S
null	0.666053	5.83872e-13	4.26137e-11	0.0137015	N/S
null	0.972501	6.25551e-12	4.26137e-11	0.146795	N/S
null	1.36145	3.57744e-11	4.26137e-11	0.839503	N/S
null	0.666053	3.25327e-14	4.38823e-12	0.00741361	N/S
null	0.972501	4.91668e-13	4.38823e-12	0.112042	N/S
null	1.36145	3.86403e-12	4.38823e-12	0.880544	N/S
null	0.666053	1.03916e-27	9.10872e-21	1.14084e-07	N/S
null	0.972501	7.25581e-24	9.10872e-21	0.000796579	N/S
null	1.36145	9.10146e-21	9.10872e-21	0.999203	*
null	0.666053	6.36016e-12	1.09356e-10	0.0581602	N/S
null	0.972501	2.59515e-11	1.09356e-10	0.237312	N/S
null	1.36145	7.70442e-11	1.09356e-10	0.704528	N/S
null	0.666053	2.85119e-28	2.04932e-21	1.39129e-07	N/S
null	0.972501	1.71661e-24	2.04932e-21	0.000837648	N/S
null	1.36145	2.0476e-21	2.04932e-21	0.999162	*
null	0.666053	2.61567e-12	1.04692e-10	0.0249844	N/S
null	0.972501	1.95073e-11	1.04692e-10	0.18633	N/S
null	1.36145	8.25694e-11	1.04692e-10	0.788686	N/S
null	0.666053	1.36954e-27	1.16233e-21	1.17828e-06	N/S
null	0.972501	2.5217e-24	1.16233e-21	0.00216953	N/S
null	1.36145	1.1598e-21	1.16233e-21	0.997829	*
null	0.666053	6.29505e-12	4.58829e-10	0.0137198	N/S
null	0.972501	6.53537e-11	4.58829e-10	0.142436	N/S
null	1.36145	3.8718e-10	4.58829e-10	0.843844	N/S
null	0.666053	2.32278e-11	3.81067e-10	0.0609546	N/S
null	0.972501	9.58935e-11	3.81067e-10	0.251644	N/S
null	1.36145	2.61946e-10	3.81067e-10	0.687401	N/S
null	0.666053	9.34778e-13	3.68313e-11	0.02538	N/S
null	0.972501	6.76558e-12	3.68313e-11	0.183691	N/S
null	1.36145	2.91309e-11	3.68313e-11	0.790929	N/S
null	0.666053	6.09727e-15	5.56887e-13	0.0109488	N/S
null	0.972501	7.08444e-14	5.56887e-13	0.127215	N/S
null	1.36145	4.79945e-13	5.56887e-13	0.861836	N/S
null	0.666053	6.58251e-25	4.30462e-19	1.52917e-06	N/S
null	0.972501	1.06544e-21	4.30462e-19	0.0024751	N/S
null	1.36145	4.29396e-19	4.30462e-19	0.997523	*
null	0.666053	1.77364e-11	2.21473e-10	0.080084	N/S
null	0.972501	5.85763e-11	2.21473e-10	0.264485	N/S
null	1.36145	1.4516e-10	2.21473e-10	0.655431	N/S
null	0.666053	8.29943e-12	1.38637e-10	0.0598644	N/S
null	0.972501	3.37002e-11	1.38637e-10	0.243082	N/S
null	1.36145	9.66377e-11	1.38637e-10	0.697054	N/S
null	0.666053	5.20948e-12	1.189e-10	0.043814	N/S
null	0.972501	2.65226e-11	1.189e-10	0.223067	N/S
null	1.36145	8.71678e-11	1.189e-10	0.733119	N/S
null	0.666053	1.35572e-11	1.59851e-10	0.0848113	N/S
null	0.972501	4.23581e-11	1.59851e-10	0.264984	N/S
null	1.36145	1.03936e-10	1.59851e-10	0.650204	N/S
null	0.666053	3.72516e-12	3.32048e-10	0.0112187	N/S
null	0.972501	4.76409e-11	3.32048e-10	0.143476	N/S
null	1.36145	2.80682e-10	3.32048e-10	0.845305	N/S
null	0.666053	8.86917e-15	1.73681e-12	0.00510658	N/S
null	0.972501	1.68973e-13	1.73681e-12	0.097289	N/S
null	1.36145	1.55897e-12	1.73681e-12	0.897604	N/S
null	0.666053	1.13622e-14	1.25015e-12	0.00908872	N/S
null	0.972501	1.51717e-13	1.25015e-12	0.121359	N/S
null	1.36145	1.08707e-12	1.25015e-12	0.869552	N/S
null	0.666053	5.49624e-08	3.90121e-07	0.140886	N/S
null	0.972501	1.30392e-07	3.90121e-07	0.334234	N/S
null	1.36145	2.04767e-07	3.90121e-07	0.52488	N/S
null	0.666053	4.46946e-36	3.00872e-28	1.4855e-08	N/S
null	0.972501	6.43063e-32	3.00872e-28	0.000213733	N/S
null	1.36145	3.00808e-28	3.00872e-28	0.999786	*
null	0.666053	3.36893e-12	7.16456e-11	0.0470221	N/S
null	0.972501	1.61069e-11	7.16456e-11	0.224813	N/S
null	1.36145	5.21698e-11	7.16456e-11	0.728165	N/S
null	0.666053	1.41886e-11	2.68681e-10	0.0528083	N/S
null	0.972501	6.41869e-11	2.68681e-10	0.238897	N/S
null	1.36145	1.90305e-10	2.68681e-10	0.708295	N/S
null	0.666053	7.04602e-34	1.84635e-26	3.81618e-08	N/S
null	0.972501	6.99176e-30	1.84635e-26	0.000378679	N/S
null	1.36145	1.84565e-26	1.84635e-26	0.999621	*
null	0.666053	6.24017e-11	5.84672e-10	0.106729	N/S
null	0.972501	1.67443e-10	5.84672e-10	0.286388	N/S
null	1.36145	3.54827e-10	5.84672e-10	0.606883	N/S
null	0.666053	8.3333e-26	3.09495e-19	2.69255e-07	N/S
null	0.972501	3.69125e-22	3.09495e-19	0.00119267	N/S
null	1.36145	3.09126e-19	3.09495e-19	0.998807	*
null	0.666053	6.92142e-19	3.64615e-15	0.000189828	N/S
null	0.972501	8.57375e-17	3.64615e-15	0.0235145	N/S
null	1.36145	3.55972e-15	3.64615e-15	0.976296	*
null	0.666053	4.64195e-11	2.80704e-09	0.0165368	N/S
null	0.972501	4.52002e-10	2.80704e-09	0.161024	N/S
null	1.36145	2.30862e-09	2.80704e-09	0.822439	N/S
null	0.666053	2.17737e-25	2.51599e-19	8.65415e-07	N/S
null	0.972501	4.85263e-22	2.51599e-19	0.00192872	N/S
null	1.36145	2.51113e-19	2.51599e-19	0.99807	*
null	0.666053	1.77364e-11	2.21473e-10	0.080084	N/S
null	0.972501	5.85763e-11	2.21473e-10	0.264485	N/S
null	1.36145	1.4516e-10	2.21473e-10	0.655431	N/S
null	0.666053	9.81516e-11	1.01197e-09	0.0969902	N/S
null	0.972501	2.88882e-10	1.01197e-09	0.285464	N/S
null	1.36145	6.2494e-10	1.01197e-09	0.617546	N/S
null	0.666053	1.64852e-13	1.96673e-11	0.00838202	N/S
null	0.972501	2.38426e-12	1.96673e-11	0.121229	N/S
null	1.36145	1.71182e-11	1.96673e-11	0.870389	N/S
null	0.666053	4.85974e-15	7.65751e-13	0.00634637	N/S
null	0.972501	7.87705e-14	7.65751e-13	0.102867	N/S
null	1.36145	6.82121e-13	7.65751e-13	0.890787	N/S
null	0.666053	1.69387e-12	6.23593e-11	0.0271632	N/S
null	0.972501	1.17044e-11	6.23593e-11	0.187693	N/S
null	1.36145	4.8961e-11	6.23593e-11	0.785144	N/S
null	0.666053	6.69936e-13	2.84496e-11	0.0235482	N/S
null	0.972501	5.12764e-12	2.84496e-11	0.180236	N/S
null	1.36145	2.2652e-11	2.84496e-11	0.796216	N/S
null	0.666053	1.07707e-14	2.36225e-12	0.00455951	N/S
null	0.972501	2.17344e-13	2.36225e-12	0.092007	N/S
null	1.36145	2.13414e-12	2.36225e-12	0.903433	N/S
null	0.666053	3.47678e-22	2.86951e-17	1.21163e-05	N/S
null	0.972501	2.0041e-19	2.86951e-17	0.0069841	N/S
null	1.36145	2.84943e-17	2.86951e-17	0.993004	*
null	0.666053	1.22069e-13	8.75995e-12	0.013935	N/S
null	0.972501	1.25339e-12	8.75995e-12	0.143082	N/S
null	1.36145	7.38449e-12	8.75995e-12	0.842983	N/S
null	0.666053	1.49081e-11	3.05773e-10	0.0487556	N/S
null	0.972501	7.123e-11	3.05773e-10	0.23295	N/S
null	1.36145	2.19635e-10	3.05773e-10	0.718294	N/S
null	0.666053	3.72102e-15	6.30164e-13	0.00590484	N/S
null	0.972501	5.90066e-14	6.30164e-13	0.0936369	N/S
null	1.36145	5.67437e-13	6.30164e-13	0.900458	N/S
null	0.666053	2.6097e-11	7.89829e-10	0.0330414	N/S
null	0.972501	1.66546e-10	7.89829e-10	0.210863	N/S
null	1.36145	5.97186e-10	7.89829e-10	0.756096	N/S
null	0.666053	9.92507e-10	7.2625e-09	0.136662	N/S
null	0.972501	2.29798e-09	7.2625e-09	0.316417	N/S
null	1.36145	3.97201e-09	7.2625e-09	0.546921	N/S
null	0.666053	4.99606e-11	7.72795e-10	0.0646492	N/S
null	0.972501	2.0063e-10	7.72795e-10	0.259616	N/S
null	1.36145	5.22204e-10	7.72795e-10	0.675735	N/S
null	0.666053	3.63837e-14	2.12017e-11	0.00171608	N/S
null	0.972501	1.34463e-12	2.12017e-11	0.063421	N/S
null	1.36145	1.98207e-11	2.12017e-11	0.934863	N/S
null	0.666053	3.47806e-11	3.81248e-10	0.0912283	N/S
null	0.972501	1.03588e-10	3.81248e-10	0.271708	N/S
null	1.36145	2.4288e-10	3.81248e-10	0.637064	N/S
null	0.666053	1.00531e-10	8.40353e-10	0.11963	N/S
null	0.972501	2.45157e-10	8.40353e-10	0.291731	N/S
null	1.36145	4.94665e-10	8.40353e-10	0.588639	N/S
null	0.666053	3.43807e-11	6.11602e-10	0.0562141	N/S
null	0.972501	1.52433e-10	6.11602e-10	0.249236	N/S
null	1.36145	4.24788e-10	6.11602e-10	0.69455	N/S
null	0.666053	8.55494e-14	4.78905e-12	0.0178635	N/S
null	0.972501	7.46819e-13	4.78905e-12	0.155943	N/S
null	1.36145	3.95668e-12	4.78905e-12	0.826193	N/S
null	0.666053	5.19352e-13	3.51003e-11	0.0147962	N/S
null	0.972501	5.35345e-12	3.51003e-11	0.152518	N/S
null	1.36145	2.92275e-11	3.51003e-11	0.832685	N/S
null	0.666053	1.03991e-13	1.50949e-11	0.00688914	N/S
null	0.972501	1.6861e-12	1.50949e-11	0.1117	N/S
null	1.36145	1.33048e-11	1.50949e-11	0.881411	N/S
null	0.666053	4.9815e-21	3.36833e-17	0.000147892	N/S
null	0.972501	5.30118e-19	3.36833e-17	0.0157383	N/S
null	1.36145	3.31482e-17	3.36833e-17	0.984114	*
null	0.666053	2.44952e-24	1.65228e-19	1.48251e-05	N/S
null	0.972501	1.01601e-21	1.65228e-19	0.00614918	N/S
null	1.36145	1.64209e-19	1.65228e-19	0.993836	*
null	0.666053	1.1549e-33	1.77555e-26	6.50445e-08	N/S
null	0.972501	7.80109e-30	1.77555e-26	0.000439362	N/S
null	1.36145	1.77477e-26	1.77555e-26	0.999561	*
null	0.666053	9.42677e-11	8.77935e-10	0.107374	N/S
null	0.972501	2.54271e-10	8.77935e-10	0.289624	N/S
null	1.36145	5.29396e-10	8.77935e-10	0.603001	N/S
null	0.666053	1.1549e-33	1.77555e-26	6.50445e-08	N/S
null	0.972501	7.80109e-30	1.77555e-26	0.000439362	N/S
null	1.36145	1.77477e-26	1.77555e-26	0.999561	*
null	0.666053	1.2736e-22	2.41589e-17	5.27175e-06	N/S
null	0.972501	1.10893e-19	2.41589e-17	0.00459013	N/S
null	1.36145	2.40479e-17	2.41589e-17	0.995405	*
null	0.666053	1.25582e-10	1.33115e-09	0.0943409	N/S
null	0.972501	3.76888e-10	1.33115e-09	0.283129	N/S
null	1.36145	8.28683e-10	1.33115e-09	0.62253	N/S
null	0.666053	3.06385e-10	2.41612e-09	0.126809	N/S
null	0.972501	7.32797e-10	2.41612e-09	0.303294	N/S
null	1.36145	1.37694e-09	2.41612e-09	0.569897	N/S
null	0.666053	4.66479e-12	1.95429e-10	0.0238695	N/S
null	0.972501	3.50704e-11	1.95429e-10	0.179454	N/S
