#FamilyID	Gamma Cat Mean	Likelihood of Category	Likelihood of Family	Posterior Probability	Significant
null	0.972501	5.611e-08	1.65559e-07	0.338912	N/S
null	1.36145	7.83324e-08	1.65559e-07	0.473138	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	8.18684e-09	1.11519e-07	0.073412	N/S
null	0.972501	3.01016e-08	1.11519e-07	0.269923	N/S
null	1.36145	7.32306e-08	1.11519e-07	0.656665	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	6.15986e-08	4.59092e-07	0.134175	N/S
null	0.972501	1.49358e-07	4.59092e-07	0.325335	N/S
null	1.36145	2.48135e-07	4.59092e-07	0.54049	N/S
null	0.666053	1.16517e-08	7.99261e-08	0.145781	N/S
null	0.972501	2.60067e-08	7.99261e-08	0.325384	N/S
null	1.36145	4.22677e-08	7.99261e-08	0.528835	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	2.92608e-06	8.40795e-06	0.348014	N/S
null	0.972501	3.0113e-06	8.40795e-06	0.358149	N/S
null	1.36145	2.47056e-06	8.40795e-06	0.293837	N/S
null	0.666053	3.96422e-07	1.6317e-06	0.24295	N/S
null	0.972501	5.70479e-07	1.6317e-06	0.349621	N/S
null	1.36145	6.64804e-07	1.6317e-06	0.407429	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	3.55838e-07	8.80254e-07	0.404245	N/S
null	0.972501	2.93667e-07	8.80254e-07	0.333616	N/S
null	1.36145	2.30749e-07	8.80254e-07	0.26214	N/S
null	0.666053	2.91333e-07	1.07482e-06	0.271053	N/S
null	0.972501	3.86394e-07	1.07482e-06	0.359498	N/S
null	1.36145	3.9709e-07	1.07482e-06	0.369449	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	1.12284e-06	2.97862e-06	0.376966	N/S
null	0.972501	1.02377e-06	2.97862e-06	0.343706	N/S
null	1.36145	8.32011e-07	2.97862e-06	0.279328	N/S
null	0.666053	1.11537e-08	7.62024e-08	0.146369	N/S
null	0.972501	2.36452e-08	7.62024e-08	0.310294	N/S
null	1.36145	4.14036e-08	7.62024e-08	0.543337	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	6.15986e-08	4.59092e-07	0.134175	N/S
null	0.972501	1.49358e-07	4.59092e-07	0.325335	N/S
null	1.36145	2.48135e-07	4.59092e-07	0.54049	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	6.15986e-08	4.59092e-07	0.134175	N/S
null	0.972501	1.49358e-07	4.59092e-07	0.325335	N/S
null	1.36145	2.48135e-07	4.59092e-07	0.54049	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	3.10201e-07	1.02613e-06	0.302303	N/S
null	0.972501	3.62527e-07	1.02613e-06	0.353296	N/S
null	1.36145	3.534e-07	1.02613e-06	0.344401	N/S
null	0.666053	2.92608e-06	8.40795e-06	0.348014	N/S
null	0.972501	3.0113e-06	8.40795e-06	0.358149	N/S
null	1.36145	2.47056e-06	8.40795e-06	0.293837	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	3.55838e-07	8.80254e-07	0.404245	N/S
null	0.972501	2.93667e-07	8.80254e-07	0.333616	N/S
null	1.36145	2.30749e-07	8.80254e-07	0.26214	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	7.6063e-08	4.27966e-07	0.177731	N/S
null	0.972501	1.43627e-07	4.27966e-07	0.335604	N/S
null	1.36145	2.08276e-07	4.27966e-07	0.486665	N/S
null	0.666053	1.16517e-08	7.99261e-08	0.145781	N/S
null	0.972501	2.60067e-08	7.99261e-08	0.325384	N/S
null	1.36145	4.22677e-08	7.99261e-08	0.528835	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	6.15986e-08	4.59092e-07	0.134175	N/S
null	0.972501	1.49358e-07	4.59092e-07	0.325335	N/S
null	1.36145	2.48135e-07	4.59092e-07	0.54049	N/S
null	0.666053	2.94677e-08	1.5096e-07	0.195201	N/S
null	0.972501	5.08112e-08	1.5096e-07	0.336587	N/S
null	1.36145	7.06814e-08	1.5096e-07	0.468212	N/S
null	0.666053	3.55838e-07	8.80254e-07	0.404245	N/S
null	0.972501	2.93667e-07	8.80254e-07	0.333616	N/S
null	1.36145	2.30749e-07	8.80254e-07	0.26214	N/S
null	0.666053	3.96422e-07	1.6317e-06	0.24295	N/S
null	0.972501	5.70479e-07	1.6317e-06	0.349621	N/S
null	1.36145	6.64804e-07	1.6317e-06	0.407429	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	2.66218e-08	1.97598e-07	0.134727	N/S
null	0.972501	6.27257e-08	1.97598e-07	0.317441	N/S
null	1.36145	1.08251e-07	1.97598e-07	0.547832	N/S
null	0.666053	3.55838e-07	8.80254e-07	0.404245	N/S
null	0.972501	2.93667e-07	8.80254e-07	0.333616	N/S
null	1.36145	2.30749e-07	8.80254e-07	0.26214	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	3.11168e-08	1.65559e-07	0.18795	N/S
null	0.972501	5.611e-08	1.65559e-07	0.338912	N/S
null	1.36145	7.83324e-08	1.65559e-07	0.473138	N/S
null	0.666053	8.81791e-11	1.83179e-09	0.0481383	N/S
null	0.972501	4.16188e-10	1.83179e-09	0.227204	N/S
null	1.36145	1.32742e-09	1.83179e-09	0.724658	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	1.12284e-06	2.97862e-06	0.376966	N/S
null	0.972501	1.02377e-06	2.97862e-06	0.343706	N/S
null	1.36145	8.32011e-07	2.97862e-06	0.279328	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	3.10544e-08	1.60722e-07	0.193217	N/S
null	0.972501	5.44636e-08	1.60722e-07	0.338867	N/S
null	1.36145	7.52044e-08	1.60722e-07	0.467915	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	3.63125e-08	1.96335e-07	0.184951	N/S
null	0.972501	6.54323e-08	1.96335e-07	0.333268	N/S
null	1.36145	9.45907e-08	1.96335e-07	0.481781	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	9.29845e-08	5.24976e-07	0.177121	N/S
null	0.972501	1.77136e-07	5.24976e-07	0.337418	N/S
null	1.36145	2.54855e-07	5.24976e-07	0.485461	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	3.8911e-08	2.49104e-07	0.156204	N/S
null	0.972501	8.21948e-08	2.49104e-07	0.329962	N/S
null	1.36145	1.27998e-07	2.49104e-07	0.513834	N/S
null	0.666053	2.94677e-08	1.5096e-07	0.195201	N/S
null	0.972501	5.08112e-08	1.5096e-07	0.336587	N/S
null	1.36145	7.06814e-08	1.5096e-07	0.468212	N/S
null	0.666053	1.12284e-06	2.97862e-06	0.376966	N/S
null	0.972501	1.02377e-06	2.97862e-06	0.343706	N/S
null	1.36145	8.32011e-07	2.97862e-06	0.279328	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	1.09053e-08	1.29063e-07	0.084496	N/S
null	0.972501	3.71658e-08	1.29063e-07	0.287968	N/S
null	1.36145	8.09914e-08	1.29063e-07	0.627536	N/S
null	0.666053	3.96422e-07	1.6317e-06	0.24295	N/S
null	0.972501	5.70479e-07	1.6317e-06	0.349621	N/S
null	1.36145	6.64804e-07	1.6317e-06	0.407429	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	1.84664e-07	7.87914e-07	0.234371	N/S
null	0.972501	2.79922e-07	7.87914e-07	0.35527	N/S
null	1.36145	3.23328e-07	7.87914e-07	0.410359	N/S
null	0.666053	3.83274e-06	9.38306e-06	0.408474	N/S
null	0.972501	3.21236e-06	9.38306e-06	0.342358	N/S
null	1.36145	2.33796e-06	9.38306e-06	0.249168	N/S
null	0.666053	1.09053e-08	1.29063e-07	0.084496	N/S
null	0.972501	3.71658e-08	1.29063e-07	0.287968	N/S
null	1.36145	8.09914e-08	1.29063e-07	0.627536	N/S
null	0.666053	1.84664e-07	7.87914e-07	0.234371	N/S
null	0.972501	2.79922e-07	7.87914e-07	0.35527	N/S
null	1.36145	3.23328e-07	7.87914e-07	0.410359	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	1.78413e-08	1.42282e-07	0.125394	N/S
null	0.972501	4.45968e-08	1.42282e-07	0.31344	N/S
null	1.36145	7.98435e-08	1.42282e-07	0.561165	N/S
null	0.666053	3.96422e-07	1.6317e-06	0.24295	N/S
null	0.972501	5.70479e-07	1.6317e-06	0.349621	N/S
null	1.36145	6.64804e-07	1.6317e-06	0.407429	N/S
null	0.666053	2.94677e-08	1.5096e-07	0.195201	N/S
null	0.972501	5.08112e-08	1.5096e-07	0.336587	N/S
null	1.36145	7.06814e-08	1.5096e-07	0.468212	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	3.10201e-07	1.02613e-06	0.302303	N/S
null	0.972501	3.62527e-07	1.02613e-06	0.353296	N/S
null	1.36145	3.534e-07	1.02613e-06	0.344401	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	2.91333e-07	1.07482e-06	0.271053	N/S
null	0.972501	3.86394e-07	1.07482e-06	0.359498	N/S
null	1.36145	3.9709e-07	1.07482e-06	0.369449	N/S
null	0.666053	1.84664e-07	7.87914e-07	0.234371	N/S
null	0.972501	2.79922e-07	7.87914e-07	0.35527	N/S
null	1.36145	3.23328e-07	7.87914e-07	0.410359	N/S
null	0.666053	1.84664e-07	7.87914e-07	0.234371	N/S
null	0.972501	2.79922e-07	7.87914e-07	0.35527	N/S
null	1.36145	3.23328e-07	7.87914e-07	0.410359	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	1.27974e-08	9.92209e-08	0.128979	N/S
null	0.972501	3.16796e-08	9.92209e-08	0.319284	N/S
null	1.36145	5.47439e-08	9.92209e-08	0.551737	N/S
null	0.666053	3.10201e-07	1.02613e-06	0.302303	N/S
null	0.972501	3.62527e-07	1.02613e-06	0.353296	N/S
null	1.36145	3.534e-07	1.02613e-06	0.344401	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	1.80459e-08	1.5395e-07	0.117219	N/S
null	0.972501	4.76001e-08	1.5395e-07	0.309192	N/S
null	1.36145	8.8304e-08	1.5395e-07	0.573589	N/S
null	0.666053	1.12284e-06	2.97862e-06	0.376966	N/S
null	0.972501	1.02377e-06	2.97862e-06	0.343706	N/S
null	1.36145	8.32011e-07	2.97862e-06	0.279328	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	3.55838e-07	8.80254e-07	0.404245	N/S
null	0.972501	2.93667e-07	8.80254e-07	0.333616	N/S
null	1.36145	2.30749e-07	8.80254e-07	0.26214	N/S
null	0.666053	3.55838e-07	8.80254e-07	0.404245	N/S
null	0.972501	2.93667e-07	8.80254e-07	0.333616	N/S
null	1.36145	2.30749e-07	8.80254e-07	0.26214	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	1.97289e-09	2.47971e-08	0.0795614	N/S
null	0.972501	6.83233e-09	2.47971e-08	0.27553	N/S
null	1.36145	1.59919e-08	2.47971e-08	0.644909	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	3.10201e-07	1.02613e-06	0.302303	N/S
null	0.972501	3.62527e-07	1.02613e-06	0.353296	N/S
null	1.36145	3.534e-07	1.02613e-06	0.344401	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	3.55838e-07	8.80254e-07	0.404245	N/S
null	0.972501	2.93667e-07	8.80254e-07	0.333616	N/S
null	1.36145	2.30749e-07	8.80254e-07	0.26214	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	6.15986e-08	4.59092e-07	0.134175	N/S
null	0.972501	1.49358e-07	4.59092e-07	0.325335	N/S
null	1.36145	2.48135e-07	4.59092e-07	0.54049	N/S
null	0.666053	1.12284e-06	2.97862e-06	0.376966	N/S
null	0.972501	1.02377e-06	2.97862e-06	0.343706	N/S
null	1.36145	8.32011e-07	2.97862e-06	0.279328	N/S
null	0.666053	1.12284e-06	2.97862e-06	0.376966	N/S
null	0.972501	1.02377e-06	2.97862e-06	0.343706	N/S
null	1.36145	8.32011e-07	2.97862e-06	0.279328	N/S
null	0.666053	7.6063e-08	4.27966e-07	0.177731	N/S
null	0.972501	1.43627e-07	4.27966e-07	0.335604	N/S
null	1.36145	2.08276e-07	4.27966e-07	0.486665	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	3.96422e-07	1.6317e-06	0.24295	N/S
null	0.972501	5.70479e-07	1.6317e-06	0.349621	N/S
null	1.36145	6.64804e-07	1.6317e-06	0.407429	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	1.11537e-08	7.62024e-08	0.146369	N/S
null	0.972501	2.36452e-08	7.62024e-08	0.310294	N/S
null	1.36145	4.14036e-08	7.62024e-08	0.543337	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	3.55838e-07	8.80254e-07	0.404245	N/S
null	0.972501	2.93667e-07	8.80254e-07	0.333616	N/S
null	1.36145	2.30749e-07	8.80254e-07	0.26214	N/S
null	0.666053	1.78413e-08	1.42282e-07	0.125394	N/S
null	0.972501	4.45968e-08	1.42282e-07	0.31344	N/S
null	1.36145	7.98435e-08	1.42282e-07	0.561165	N/S
null	0.666053	6.15986e-08	4.59092e-07	0.134175	N/S
null	0.972501	1.49358e-07	4.59092e-07	0.325335	N/S
null	1.36145	2.48135e-07	4.59092e-07	0.54049	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	7.6063e-08	4.27966e-07	0.177731	N/S
null	0.972501	1.43627e-07	4.27966e-07	0.335604	N/S
null	1.36145	2.08276e-07	4.27966e-07	0.486665	N/S
null	0.666053	9.29845e-08	5.24976e-07	0.177121	N/S
null	0.972501	1.77136e-07	5.24976e-07	0.337418	N/S
null	1.36145	2.54855e-07	5.24976e-07	0.485461	N/S
null	0.666053	3.96422e-07	1.6317e-06	0.24295	N/S
null	0.972501	5.70479e-07	1.6317e-06	0.349621	N/S
null	1.36145	6.64804e-07	1.6317e-06	0.407429	N/S
null	0.666053	1.24012e-11	5.37406e-10	0.023076	N/S
null	0.972501	8.86729e-11	5.37406e-10	0.165002	N/S
null	1.36145	4.36332e-10	5.37406e-10	0.811922	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	3.55838e-07	8.80254e-07	0.404245	N/S
null	0.972501	2.93667e-07	8.80254e-07	0.333616	N/S
null	1.36145	2.30749e-07	8.80254e-07	0.26214	N/S
null	0.666053	9.29845e-08	5.24976e-07	0.177121	N/S
null	0.972501	1.77136e-07	5.24976e-07	0.337418	N/S
null	1.36145	2.54855e-07	5.24976e-07	0.485461	N/S
null	0.666053	9.29845e-08	5.24976e-07	0.177121	N/S
null	0.972501	1.77136e-07	5.24976e-07	0.337418	N/S
null	1.36145	2.54855e-07	5.24976e-07	0.485461	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
null	1.36145	1.84376e-07	4.73647e-07	0.389269	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	2.92608e-06	8.40795e-06	0.348014	N/S
null	0.972501	3.0113e-06	8.40795e-06	0.358149	N/S
null	1.36145	2.47056e-06	8.40795e-06	0.293837	N/S
null	0.666053	4.21835e-07	1.76629e-06	0.238826	N/S
null	0.972501	6.28309e-07	1.76629e-06	0.355723	N/S
null	1.36145	7.16145e-07	1.76629e-06	0.405452	N/S
null	0.666053	1.2563e-07	4.73647e-07	0.26524	N/S
null	0.972501	1.63641e-07	4.73647e-07	0.345491	N/S
