#FamilyID	pvalue	Significant at 0.05
null	0.004	y
null	0	y
null	0.147	n
null	0.006	y
null	0.026	y
null	0.001	y
null	0.001	y
null	0.006	y
null	0.004	y
null	0.007	y
null	0.004	y
null	0	y
null	0.001	y
null	0.005	y
null	0.006	y
null	0	y
null	0	y
null	0.005	y
null	0.001	y
null	0	y
null	0.008	y
null	0	y
null	0.001	y
null	0	y
null	0	y
null	0.007	y
null	0	y
null	0	y
null	0.008	y
null	0	y
null	0.01	y
null	0.004	y
null	0.014	y
null	0.014	y
null	0.001	y
null	0.01	y
null	0.007	y
null	0.021	y
null	0.008	y
null	0	y
null	0.014	y
null	0.004	y
null	0.001	y
null	0.001	y
null	0.001	y
null	0	y
null	0.002	y
null	0	y
null	0	y
null	0.096	n
null	0	y
null	0.007	y
null	0	y
null	0.026	y
null	0.006	y
null	0.031	y
null	0.014	y
null	0.003	y
null	0.006	y
null	0	y
null	0.002	y
null	0.003	y
null	0	y
null	0.026	y
null	0.007	y
null	0.026	y
null	0.11	n
null	0.014	y
null	0	y
null	0.026	y
null	0.003	y
null	0.001	y
null	0	y
null	0.026	y
null	0.048	y
null	0.046	y
null	0.008	y
null	0.001	y
null	0.007	y
null	0	y
null	0.092	n
null	0.014	y
null	0.001	y
null	0.001	y
null	0.404	n
null	0.006	y
null	0	y
null	0.046	y
null	0.153	n
null	0.001	y
null	0.043	y
null	0.046	y
null	0.092	n
null	0.014	y
null	0.004	y
null	0.006	y
null	0.046	y
null	0.026	y
null	0	y
null	0.046	y
null	0	y
null	0.001	y
null	0.046	y
null	0.024	y
null	0.002	y
null	0.011	y
null	0.026	y
null	0	y
null	0	y
null	0.035	y
null	0.001	y
null	0.008	y
null	0.046	y
null	0.038	y
null	0	y
null	0.013	y
null	0	y
null	0	y
null	0.026	y
null	0.129	n
null	0.004	y
null	0.001	y
null	0	y
null	0.004	y
null	0.042	y
null	0	y
null	0	y
null	0	y
null	0.055	n
null	0	y
null	0.004	y
null	0.026	y
null	0.151	n
null	0.046	y
null	0.004	y
null	0.014	y
null	0.046	y
null	0.014	y
null	0	y
null	0.129	n
null	0.058	n
null	0.036	y
null	0.048	y
null	0.025	y
null	0.026	y
null	0.026	y
null	0.012	y
null	0.141	n
null	0.046	y
null	0.013	y
null	0.008	y
null	0.046	y
null	0	y
null	0.046	y
null	0.058	n
null	0.046	y
null	0.007	y
null	0.129	n
null	0	y
null	0	y
null	0	y
null	0.151	n
null	0	y
null	0.001	y
null	0.024	y
null	0.058	n
null	0.046	y
null	0.035	y
null	0.023	y
null	0	y
null	0.035	y
null	0.002	y
null	0.014	y
null	0.012	y
null	0.001	y
null	0	y
null	0.196	n
null	0.024	y
null	0.058	n
null	0.113	n
null	0.046	y
null	0.046	y
null	0.002	y
null	0.026	y
null	0.001	y
null	0	y
null	0.22	n
null	0.004	y
null	0.001	y
null	0.024	y
null	0.021	y
null	0.003	y
null	0	y
null	0.006	y
null	0.004	y
null	0	y
null	0.058	n
null	0.014	y
null	0	y
null	0.007	y
null	0.002	y
null	0.058	n
null	0.001	y
null	0	y
null	0.015	y
null	0	y
null	0.024	y
null	0.033	y
null	0.014	y
null	0.024	y
null	0.01	y
null	0.058	n
null	0.004	y
null	0.015	y
null	0.075	n
null	0.003	y
null	0.054	n
null	0.058	n
null	0.035	y
null	0.058	n
null	0.013	y
null	0.092	n
null	0.025	y
null	0.005	y
null	0.012	y
null	0.116	n
null	0.003	y
null	0.046	y
null	0.001	y
null	0.011	y
null	0.002	y
null	0.113	n
null	0.055	n
null	0.058	n
null	0.001	y
null	0.024	y
null	0	y
null	0	y
null	0.046	y
null	0.055	n
null	0.046	y
null	0.001	y
null	0.013	y
null	0	y
null	0.005	y
null	0	y
null	0.058	n
null	0.007	y
null	0.012	y
null	0.035	y
null	0	y
null	0.096	n
null	0	y
null	0.058	n
null	0.001	y
null	0.054	n
null	0.153	n
null	0.001	y
null	0.046	y
null	0.046	y
null	0.043	y
null	0.013	y
null	0.058	n
null	0.054	n
null	0.011	y
null	0.153	n
null	0.337	n
null	0.012	y
null	0.055	n
null	0.015	y
null	0.012	y
null	0.055	n
null	0.058	n
null	0.001	y
null	0.001	y
null	0.004	y
null	0.024	y
null	0	y
null	0.055	n
null	0	y
null	0.033	y
null	0.018	y
null	0.024	y
null	0.055	n
null	0.035	y
null	0.023	y
null	0.113	n
null	0.002	y
null	0.008	y
null	0.012	y
null	0.135	n
null	0	y
null	0.003	y
null	0.055	n
null	0.054	n
null	0.046	y
null	0.054	n
null	0.008	y
null	0.001	y
null	0.006	y
null	0	y
null	0.023	y
null	0.046	y
null	0.055	n
null	0.046	y
null	0.113	n
null	0.153	n
null	0.055	n
null	0.025	y
null	0.058	n
null	0.055	n
null	0.199	n
null	0.001	y
null	0.046	y
null	0.116	n
null	0	y
null	0.046	y
null	0.024	y
null	0.129	n
null	0.015	y
null	0	y
null	0.024	y
null	0.046	y
null	0.135	n
null	0.002	y
null	0.055	n
null	0.014	y
null	0.013	y
null	0.024	y
null	0.005	y
null	0.002	y
null	0.054	n
null	0.001	y
null	0.014	y
null	0.113	n
null	0.033	y
null	0.001	y
null	0.058	n
null	0.014	y
null	0.004	y
null	0.004	y
null	0.021	y
null	0.008	y
null	0.001	y
null	0.023	y
null	0.008	y
null	0	y
null	0.055	n
null	0.113	n
null	0	y
null	0.002	y
null	0.153	n
null	0	y
null	0.199	n
null	0.014	y
null	0.055	n
null	0.066	n
null	0.012	y
null	0.156	n
null	0.012	y
null	0.055	n
null	0	y
null	0.003	y
null	0.058	n
null	0.181	n
null	0.046	y
null	0.113	n
null	0.046	y
null	0.055	n
null	0.046	y
null	0.116	n
null	0.046	y
null	0.171	n
null	0.199	n
null	0.023	y
null	0.113	n
null	0	y
null	0.055	n
null	0.046	y
null	0	y
null	0.058	n
null	0.055	n
null	0.066	n
null	0.035	y
null	0.064	n
null	0.002	y
null	0.113	n
null	0.014	y
null	0.033	y
null	0.023	y
null	0.046	y
null	0.063	n
null	0.046	y
null	0.113	n
null	0.046	y
null	0.002	y
null	0.072	n
null	0.113	n
null	0	y
null	0.058	n
null	0.023	y
null	0.055	n
null	0.066	n
null	0.055	n
null	0.147	n
null	0.063	n
null	0.001	y
null	0.389	n
null	0.113	n
null	0.064	n
null	0.055	n
null	0	y
null	0.046	y
null	0.003	y
null	0.022	y
null	0	y
null	0.113	n
null	0.066	n
null	0.055	n
null	0.199	n
null	0.002	y
null	0.181	n
null	0.181	n
null	0.196	n
null	0.063	n
null	0.077	n
null	0.113	n
null	0.113	n
null	0.004	y
null	0.145	n
null	0.153	n
null	0.286	n
null	0.231	n
null	0.001	y
null	0.188	n
null	0	y
null	0.181	n
null	0.001	y
null	0.113	n
null	0.001	y
null	0	y
null	0.113	n
null	0.025	y
null	0.113	n
null	0.003	y
null	0.042	y
null	0.003	y
null	0.007	y
null	0.001	y
null	0.476	n
null	0.025	y
null	0.116	n
null	0.055	n
null	0.042	y
null	0	y
null	0.022	y
null	0	y
null	0.071	n
null	0.003	y
null	0.005	y
null	0.075	n
null	0.113	n
null	0.066	n
null	0.113	n
null	0.135	n
null	0.199	n
null	0.224	n
null	0	y
null	0.113	n
null	0.063	n
null	0.011	y
null	0.003	y
null	0.064	n
null	0.007	y
null	0.181	n
null	0.002	y
null	0.113	n
null	0.004	y
null	0.003	y
null	0.113	n
null	0.199	n
null	0.3	n
null	0.113	n
null	0.224	n
null	0.055	n
null	0	y
null	0.199	n
null	0.046	y
null	0.058	n
null	0.113	n
null	0.088	n
null	0.014	y
null	0.113	n
null	0.066	n
null	0.113	n
null	0.015	y
null	0.151	n
null	0.014	y
null	0.055	n
null	0.001	y
null	0.113	n
null	0	y
null	0.014	y
null	0.046	y
null	0.199	n
null	0.002	y
null	0.021	y
null	0.064	n
null	0.063	n
null	0.113	n
null	0.014	y
null	0.046	y
null	0.023	y
null	0.174	n
null	0.009	y
null	0.001	y
null	0.004	y
null	0.113	n
null	0.113	n
null	0.224	n
null	0.3	n
null	0.199	n
null	0.113	n
null	0.199	n
null	0.286	n
null	0.015	y
null	0.199	n
null	0.3	n
null	0.224	n
null	0.033	y
null	0.199	n
null	0.058	n
null	0	y
null	0.113	n
null	0.015	y
null	0.011	y
null	0.116	n
null	0.116	n
null	0.245	n
null	0.036	y
null	0.199	n
null	0.01	y
null	0.113	n
null	0.113	n
null	0	y
null	0.181	n
null	0.004	y
null	0.3	n
null	0.058	n
null	0.113	n
null	0.151	n
null	0.081	n
null	0.092	n
null	0.113	n
null	0.113	n
null	0.113	n
null	0.199	n
null	0.033	y
null	0.055	n
null	0.113	n
null	0.113	n
null	0.008	y
null	0.008	y
null	0.058	n
null	0.113	n
null	0.033	y
null	0	y
null	0.113	n
null	0	y
null	0.672	n
null	0.156	n
null	0.055	n
null	0.113	n
null	0.015	y
null	0.199	n
null	0.033	y
null	0.245	n
null	0.01	y
null	0.008	y
null	0.245	n
null	0.342	n
null	0.113	n
null	0.051	n
null	0.012	y
null	0.122	n
null	0.003	y
null	0.014	y
null	0.04	y
null	0.002	y
null	0.153	n
null	0.147	n
null	0.116	n
null	0.113	n
null	0.113	n
null	0.153	n
null	0	y
null	0.019	y
null	0.199	n
null	0.025	y
null	0.199	n
null	0.021	y
null	0.073	n
null	0.002	y
null	0	y
null	0.001	y
null	0	y
null	0	y
null	0.066	n
null	0.066	n
null	0.013	y
null	0.224	n
null	0.001	y
null	0.122	n
null	0.153	n
null	0.011	y
null	0.034	y
null	0.404	n
null	0.113	n
null	0.046	y
null	0.032	y
null	0.063	n
null	0.011	y
null	0.033	y
null	0.147	n
null	0.046	y
null	0.045	y
null	0.113	n
null	0.199	n
null	0.245	n
null	0.199	n
null	0.054	n
null	0	y
null	0.007	y
null	0.008	y
null	0.046	y
null	0.116	n
null	0	y
null	0.113	n
null	0.046	y
null	0.001	y
null	0.199	n
null	0.113	n
null	0.113	n
null	0.22	n
null	0.151	n
null	0.008	y
null	0.199	n
null	0.113	n
null	0.116	n
null	0.113	n
null	0.063	n
null	0.174	n
null	0.007	y
null	0.113	n
null	0.063	n
null	0.245	n
null	0.046	y
null	0.245	n
null	0.199	n
null	0.063	n
null	0.199	n
null	0.199	n
null	0.004	y
null	0.116	n
null	0.245	n
null	0.135	n
null	0.199	n
null	0.199	n
null	0.046	y
null	0.063	n
null	0.199	n
null	0.151	n
null	0.055	n
null	0.008	y
null	0.003	y
null	0.199	n
null	0.199	n
null	0.113	n
null	0.199	n
null	0	y
null	0.036	y
null	0.008	y
null	0.199	n
null	0	y
null	0.081	n
null	0.199	n
null	0.224	n
null	0.015	y
null	0.008	y
null	0.151	n
null	0.014	y
null	0.199	n
null	0.003	y
null	0.054	n
null	0.389	n
null	0.113	n
null	0.245	n
null	0.025	y
null	0.199	n
null	0.001	y
null	0.182	n
null	0.24	n
null	0.116	n
null	0.22	n
null	0.007	y
null	0.025	y
null	0.245	n
null	0.046	y
null	0.116	n
null	0.089	n
null	0.116	n
null	0.022	y
null	0.075	n
null	0	y
null	0.063	n
null	0.151	n
null	0.113	n
null	0.099	n
null	0.199	n
null	0.113	n
null	0.199	n
null	0.199	n
null	0.005	y
null	0.015	y
null	0.151	n
null	0.063	n
null	0.199	n
null	0.199	n
null	0.068	n
null	0.064	n
null	0.199	n
null	0.22	n
null	0.004	y
null	0.091	n
null	0.063	n
null	0.028	y
null	0.063	n
null	0.182	n
null	0.113	n
null	0.046	y
null	0.003	y
null	0.015	y
null	0.081	n
null	0.199	n
null	0.116	n
null	0.199	n
null	0.206	n
null	0.028	y
null	0.113	n
null	0.046	y
null	0.245	n
null	0.064	n
null	0.068	n
null	0.113	n
null	0.22	n
null	0.199	n
null	0.068	n
null	0.199	n
null	0.22	n
null	0.199	n
null	0.199	n
null	0.004	y
null	0.199	n
null	0.199	n
null	0.199	n
null	0	y
null	0.075	n
null	0.113	n
null	0.113	n
null	0	y
null	0.063	n
null	0.004	y
null	0.113	n
null	0.015	y
null	0.431	n
null	0.113	n
null	0.046	y
null	0.113	n
null	0.245	n
null	0.113	n
null	0.116	n
null	0.145	n
null	0.113	n
null	0.199	n
null	0.199	n
null	0.001	y
null	0.199	n
null	0.116	n
null	0.199	n
null	0.113	n
null	0.22	n
null	0.113	n
null	0.008	y
null	0.046	y
null	0.153	n
null	0.046	y
null	0	y
null	0.199	n
null	0.199	n
null	0.199	n
null	0.036	y
null	0.004	y
null	0.113	n
null	0.001	y
null	0.008	y
null	0.116	n
null	0.199	n
null	0.022	y
null	0.153	n
null	0.003	y
null	0.151	n
null	0.11	n
null	0.199	n
null	0.055	n
null	0.033	y
null	0.089	n
null	0.072	n
null	0.199	n
null	0.199	n
null	0	y
null	0.045	y
null	0.004	y
null	0.001	y
null	0	y
null	0	y
null	0.731	n
null	0.106	n
null	0.002	y
null	0.211	n
null	0.285	n
null	0.039	y
null	0	y
null	0.051	n
null	0.199	n
null	0.199	n
null	0.199	n
null	0.081	n
null	0.245	n
null	0.199	n
null	0.199	n
null	0.003	y
null	0.113	n
null	0	y
null	0.245	n
null	0.058	n
null	0.199	n
null	0.245	n
null	0.199	n
null	0.003	y
null	0.199	n
null	0.245	n
null	0.063	n
null	0.064	n
null	0.389	n
null	0.064	n
null	0.245	n
null	0.199	n
null	0.199	n
null	0.199	n
null	0.199	n
null	0.156	n
null	0.055	n
null	0	y
null	0.04	y
null	0.224	n
null	0.116	n
null	0.389	n
null	0.064	n
null	0.088	n
null	0.156	n
null	0.046	y
null	0.485	n
null	0.199	n
null	0.036	y
null	0.199	n
null	0.199	n
null	0.116	n
null	0.199	n
null	0.113	n
null	0.199	n
null	0.199	n
null	0.199	n
null	0.245	n
null	0.199	n
null	0.245	n
null	0.199	n
null	0	y
null	0.199	n
null	0.199	n
null	0.342	n
null	0.245	n
null	0.245	n
null	0.025	y
null	0.245	n
null	0.025	y
null	0.199	n
null	0.199	n
null	0.245	n
null	0.199	n
null	0.116	n
null	0.199	n
null	0.199	n
null	0.199	n
null	0.006	y
null	0.156	n
null	0.003	y
null	0.199	n
null	0.199	n
null	0.199	n
null	0.064	n
null	0.199	n
null	0.199	n
null	0.004	y
null	0.331	n
null	0.089	n
null	0.199	n
null	0.199	n
null	0.199	n
null	0.085	n
null	0.199	n
null	0.075	n
null	0.245	n
null	0.199	n
null	0.063	n
null	0.081	n
null	0.089	n
null	0.199	n
null	0.199	n
null	0.199	n
null	0.199	n
null	0.199	n
null	0.199	n
null	0.063	n
null	0.245	n
null	0.004	y
null	0.008	y
null	0.199	n
null	0.672	n
null	0.055	n
null	0.245	n
null	0.199	n
null	0.081	n
null	0.199	n
null	0.055	n
null	0.476	n
null	0.068	n
null	0.199	n
null	0.156	n
null	0.199	n
null	0.245	n
null	0.051	n
null	0.199	n
null	0.068	n
null	0.156	n
null	0.018	y
null	0.008	y
null	0.199	n
null	0.013	y
null	0.174	n
null	0.245	n
null	0.151	n
null	0.156	n
null	0.018	y
null	0.199	n
null	0.199	n
null	0.151	n
null	0.245	n
null	0.116	n
null	0.245	n
null	0.199	n
null	0.063	n
null	0.091	n
null	0.199	n
null	0.018	y
null	0.245	n
null	0.003	y
null	0.075	n
null	0.014	y
null	0.199	n
null	0.22	n
null	0.199	n
null	0.245	n
null	0.245	n
null	0.199	n
null	0.004	y
null	0.342	n
null	0.151	n
null	0.199	n
null	0.199	n
null	0.199	n
null	0.116	n
null	0.156	n
null	0.151	n
null	0.199	n
null	0.077	n
null	0.081	n
null	0.116	n
null	0.199	n
null	0.245	n
null	0.011	y
null	0.107	n
null	0	y
null	0.001	y
null	0.199	n
null	0.199	n
null	0.199	n
null	0.199	n
null	0.245	n
null	0.022	y
null	0.342	n
null	0.116	n
null	0.064	n
null	0.199	n
null	0.199	n
null	0.075	n
null	0.245	n
null	0.02	y
null	0.001	y
null	0.199	n
null	0.199	n
null	0	y
null	0.188	n
null	0.045	y
null	0.008	y
null	0.199	n
null	0.174	n
null	0.245	n
null	0.199	n
null	0.081	n
null	0.02	y
null	0.113	n
null	0.046	y
null	0.064	n
null	0.04	y
null	0.004	y
null	0.099	n
null	0.156	n
null	0.199	n
null	0.063	n
null	0.199	n
null	0.199	n
null	0.199	n
null	0.174	n
null	0.113	n
null	0.063	n
null	0.003	y
null	0.004	y
null	0.199	n
null	0.007	y
null	0.151	n
null	0.151	n
null	0.199	n
null	0.199	n
null	0.051	n
null	0.199	n
null	0.199	n
null	0.041	y
null	0.199	n
null	0.089	n
null	0.199	n
null	0.199	n
null	0.199	n
null	0.192	n
null	0.151	n
null	0.156	n
null	0.199	n
null	0.245	n
null	0.004	y
null	0.151	n
null	0.245	n
null	0.091	n
null	0.063	n
null	0.199	n
null	0.199	n
null	0.199	n
null	0.151	n
null	0.199	n
null	0.075	n
null	0.199	n
null	0.199	n
null	0.199	n
null	0.156	n
null	0.199	n
null	0.008	y
null	0.199	n
null	0.068	n
null	0.192	n
null	0.188	n
null	0.199	n
null	0.081	n
null	0.199	n
null	0.199	n
null	0.199	n
null	0.151	n
null	0.008	y
null	0.02	y
null	0.036	y
null	0.088	n
null	0.199	n
null	0.199	n
null	0.342	n
null	0.199	n
null	0.427	n
null	0.245	n
null	0.245	n
null	0.151	n
null	0.245	n
null	0.015	y
null	0.199	n
null	0.245	n
null	0.389	n
null	0.156	n
null	0.199	n
null	0.245	n
null	0.199	n
null	0.113	n
null	0.054	n
null	0.174	n
null	0.003	y
null	0.004	y
null	0.004	y
null	0	y
null	0.199	n
null	0.003	y
null	0.045	y
null	0.188	n
null	0.003	y
null	0.188	n
null	0.004	y
null	0.004	y
null	0.199	n
null	0.151	n
null	0.025	y
null	0.199	n
null	0.631	n
null	0.147	n
null	0.427	n
null	0.068	n
null	0.001	y
null	0	y
null	0.084	n
null	0.003	y
null	0	y
null	0.001	y
null	0.57	n
null	0.01	y
null	0.081	n
null	0.02	y
null	0.04	y
null	0.151	n
null	0.04	y
null	0.089	n
null	0.245	n
null	0.147	n
null	0.156	n
null	0.245	n
null	0.003	y
null	0.001	y
null	0.199	n
null	0.064	n
null	0.051	n
null	0.199	n
null	0.081	n
null	0.199	n
null	0.199	n
null	0.068	n
null	0.245	n
null	0.245	n
null	0.245	n
null	0.24	n
null	0.001	y
null	0.245	n
null	0.081	n
null	0.156	n
null	0	y
null	0.182	n
null	0.245	n
null	0.245	n
null	0.081	n
null	0.199	n
null	0.342	n
null	0	y
null	0.081	n
null	0.016	y
null	0.01	y
null	0.156	n
null	0.001	y
null	0.078	n
null	0.476	n
null	0.245	n
null	0.156	n
null	0.151	n
null	0.199	n
null	0.004	y
null	0.245	n
null	0.025	y
null	0.245	n
null	0.245	n
null	0.286	n
null	0.245	n
null	0.156	n
null	0	y
null	0.245	n
null	0.245	n
null	0.476	n
null	0.389	n
null	0.199	n
null	0.089	n
null	0.245	n
null	0.245	n
null	0.156	n
null	0.174	n
null	0.145	n
null	0.245	n
null	0.026	y
null	0.331	n
null	0.245	n
null	0.245	n
null	0.245	n
null	0.245	n
null	0.199	n
null	0.245	n
null	0.199	n
null	0.036	y
null	0.245	n
null	0.199	n
null	0.427	n
null	0.245	n
null	0.199	n
null	0.245	n
null	0.02	y
null	0.01	y
null	0.245	n
null	0.245	n
null	0.089	n
null	0.245	n
null	0.245	n
null	0.036	y
null	0.199	n
null	0.014	y
null	0.007	y
null	0.156	n
null	0.091	n
null	0.22	n
null	0.199	n
null	0.245	n
null	0.245	n
null	0.147	n
null	0.476	n
null	0.156	n
null	0.081	n
null	0.245	n
null	0.051	n
null	0.063	n
null	0.008	y
null	0.064	n
null	0.199	n
null	0.245	n
null	0.036	y
null	0.199	n
null	0.485	n
null	0.156	n
null	0.199	n
null	0.051	n
null	0.199	n
null	0.151	n
null	0.199	n
null	0.156	n
null	0.286	n
null	0.151	n
null	0.199	n
null	0.054	n
null	0.036	y
null	0.002	y
null	0.015	y
null	0	y
null	0.174	n
null	0.151	n
null	0.342	n
null	0.014	y
null	0.245	n
null	0.245	n
null	0.342	n
null	0.245	n
null	0.02	y
null	0.342	n
null	0.245	n
null	0.525	n
null	0.016	y
null	0.151	n
null	0.427	n
null	0.245	n
null	0.151	n
null	0.245	n
null	0.245	n
null	0.014	y
null	0.081	n
null	0.199	n
null	0.008	y
null	0.051	n
null	0.245	n
null	0.22	n
null	0.099	n
null	0.199	n
null	0.089	n
null	0.086	n
null	0.245	n
null	0.199	n
null	0.245	n
null	0.286	n
null	0.116	n
null	0.091	n
null	0.156	n
null	0.091	n
null	0.245	n
null	0.068	n
null	0.008	y
null	0.182	n
null	0.039	y
null	0.245	n
null	0.089	n
null	0.014	y
null	0.013	y
null	0.245	n
null	0.245	n
null	0.055	n
null	0.015	y
null	0.199	n
null	0.081	n
null	0.199	n
null	0.04	y
null	0.245	n
null	0.063	n
null	0.199	n
null	0.089	n
null	0.116	n
null	0.245	n
null	0.245	n
null	0.012	y
null	0.245	n
null	0.003	y
null	0.049	y
null	0.245	n
null	0.151	n
null	0.192	n
null	0.245	n
null	0.245	n
null	0.081	n
null	0.245	n
null	0.245	n
null	0	y
null	0.151	n
null	0.199	n
null	0.431	n
null	0.019	y
null	0.091	n
null	0.245	n
null	0.036	y
null	0	y
null	0.02	y
null	0.151	n
null	0.151	n
null	0.476	n
null	0.156	n
null	0.245	n
null	0.245	n
null	0.245	n
null	0.431	n
null	0.188	n
null	0.245	n
null	0.245	n
null	0.064	n
null	0.245	n
null	0.245	n
null	0.081	n
null	0.342	n
null	0.245	n
null	0.24	n
null	0.156	n
null	0.245	n
null	0.091	n
null	0.245	n
null	0.015	y
null	0.078	n
null	0.245	n
null	0.151	n
null	0.199	n
null	0.036	y
null	0.002	y
null	0.199	n
null	0.014	y
null	0.011	y
null	0.199	n
null	0.245	n
null	0.174	n
null	0.199	n
null	0.011	y
null	0.036	y
null	0.245	n
null	0.245	n
null	0.342	n
null	0.389	n
null	0.015	y
null	0.068	n
null	0.147	n
null	0.045	y
null	0.245	n
null	0.003	y
null	0.245	n
null	0.008	y
null	0.342	n
null	0.068	n
null	0	y
null	0.036	y
null	0.089	n
null	0.001	y
null	0.068	n
null	0.01	y
null	0.199	n
null	0.199	n
null	0.081	n
null	0.199	n
null	0.342	n
null	0.199	n
null	0.091	n
null	0.245	n
null	0.088	n
null	0.199	n
null	0.004	y
null	0.085	n
null	0.245	n
null	0.147	n
null	0.342	n
null	0.081	n
null	0.147	n
null	0.245	n
null	0.091	n
null	0.245	n
null	0.008	y
null	0.068	n
null	0.199	n
null	0.245	n
null	0.245	n
null	0.089	n
null	0.044	y
null	0.151	n
null	0.001	y
null	0.091	n
null	0.003	y
null	0.245	n
null	0.147	n
null	0.116	n
null	0.068	n
null	0.006	y
null	0.245	n
null	0.02	y
null	0.113	n
null	0.081	n
null	0.091	n
null	0.331	n
null	0.147	n
null	0.199	n
null	0.286	n
null	0.073	n
null	0.085	n
null	0.151	n
null	0.476	n
null	0.342	n
null	0.199	n
null	0.485	n
null	0.174	n
null	0.045	y
null	0.107	n
null	0.199	n
null	0.245	n
null	0.015	y
null	0.427	n
null	0.342	n
null	0.156	n
null	0.045	y
null	0.088	n
null	0.199	n
null	0.004	y
null	0.182	n
null	0.002	y
null	0.051	n
null	0.389	n
null	0.002	y
null	0.188	n
null	0.002	y
null	0.147	n
null	0.342	n
null	0.081	n
null	0.041	y
null	0.042	y
null	0.245	n
null	0.245	n
null	0.011	y
null	0.182	n
null	0.245	n
null	0.342	n
null	0.245	n
null	0.427	n
null	0.147	n
null	0.199	n
null	0.245	n
null	0.182	n
null	0.427	n
null	0.068	n
null	0.089	n
null	0.045	y
null	0.001	y
null	0.156	n
null	0.199	n
null	0.22	n
null	0.245	n
null	0.04	y
null	0.199	n
null	0.427	n
null	0.24	n
null	0.02	y
null	0.199	n
null	0.014	y
null	0.016	y
null	0.091	n
null	0.081	n
null	0.147	n
null	0.151	n
null	0.427	n
null	0.286	n
null	0.015	y
null	0.089	n
null	0.245	n
null	0.042	y
null	0.331	n
null	0.342	n
null	0.182	n
null	0.24	n
null	0.342	n
null	0.014	y
null	0.005	y
null	0.332	n
null	0.229	n
null	0.226	n
null	0.051	n
null	0.229	n
null	0.003	y
null	0.003	y
null	0.003	y
null	0.011	y
null	0.552	n
null	0.04	y
null	0.051	n
null	0.078	n
null	0.156	n
null	0.179	n
null	0.179	n
null	0.011	y
null	0.147	n
null	0.179	n
null	0.147	n
null	0.231	n
null	0.156	n
null	0.179	n
null	0.179	n
null	0.179	n
null	0.156	n
null	0.199	n
null	0.179	n
null	0.179	n
null	0.007	y
null	0.179	n
null	0.179	n
null	0.061	n
null	0.179	n
null	0.147	n
null	0.001	y
null	0.179	n
null	0.007	y
null	0.091	n
null	0.231	n
null	0.286	n
null	0.179	n
null	0.179	n
null	0.427	n
null	0.179	n
null	0.034	y
null	0.179	n
null	0.179	n
null	0.179	n
null	0.156	n
null	0.427	n
null	0.179	n
null	0.091	n
null	0.156	n
null	0.051	n
null	0.182	n
null	0.001	y
null	0.156	n
null	0.427	n
null	0.286	n
null	0.089	n
null	0.179	n
null	0.025	y
null	0.034	y
null	0.179	n
null	0.179	n
null	0.156	n
null	0.049	y
null	0.147	n
null	0.179	n
null	0.04	y
null	0.342	n
null	0.485	n
null	0.091	n
null	0.156	n
null	0.04	y
