#FamilyID	Gamma Cat Mean	Likelihood of Category	Likelihood of Family	Posterior Probability	Significant
null	1.24971	1.51229e-05	4.29531e-05	0.352078	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	1.96542e-06	3.76375e-06	0.522198	N/S
null	1.24971	1.79833e-06	3.76375e-06	0.477802	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	3.22415e-07	8.47015e-07	0.380648	N/S
null	1.24971	5.246e-07	8.47015e-07	0.619352	N/S
null	0.75029	7.29521e-07	1.77464e-06	0.411082	N/S
null	1.24971	1.04512e-06	1.77464e-06	0.588918	N/S
null	0.75029	2.78303e-05	4.29531e-05	0.647922	N/S
null	1.24971	1.51229e-05	4.29531e-05	0.352078	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	2.78303e-05	4.29531e-05	0.647922	N/S
null	1.24971	1.51229e-05	4.29531e-05	0.352078	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	2.78303e-05	4.29531e-05	0.647922	N/S
null	1.24971	1.51229e-05	4.29531e-05	0.352078	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	2.93277e-09	1.96805e-08	0.149019	N/S
null	1.24971	1.67477e-08	1.96805e-08	0.850981	N/S
null	0.75029	8.84074e-09	3.87183e-08	0.228335	N/S
null	1.24971	2.98776e-08	3.87183e-08	0.771665	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	7.29521e-07	1.77464e-06	0.411082	N/S
null	1.24971	1.04512e-06	1.77464e-06	0.588918	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	2.78303e-05	4.29531e-05	0.647922	N/S
null	1.24971	1.51229e-05	4.29531e-05	0.352078	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.86375e-07	1.09127e-06	0.445694	N/S
null	1.24971	6.049e-07	1.09127e-06	0.554306	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	3.88347e-06	7.30291e-06	0.531771	N/S
null	1.24971	3.41943e-06	7.30291e-06	0.468229	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	9.53669e-08	3.28102e-07	0.290662	N/S
null	1.24971	2.32735e-07	3.28102e-07	0.709338	N/S
null	0.75029	1.96542e-06	3.76375e-06	0.522198	N/S
null	1.24971	1.79833e-06	3.76375e-06	0.477802	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	5.39085e-07	1.30566e-06	0.412883	N/S
null	1.24971	7.66576e-07	1.30566e-06	0.587117	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.75505e-10	3.76352e-09	0.126346	N/S
null	1.24971	3.28801e-09	3.76352e-09	0.873654	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	2.78303e-05	4.29531e-05	0.647922	N/S
null	1.24971	1.51229e-05	4.29531e-05	0.352078	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	2.78303e-05	4.29531e-05	0.647922	N/S
null	1.24971	1.51229e-05	4.29531e-05	0.352078	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	2.78303e-05	4.29531e-05	0.647922	N/S
null	1.24971	1.51229e-05	4.29531e-05	0.352078	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.63337e-11	9.93752e-10	0.046625	N/S
null	1.24971	9.47418e-10	9.93752e-10	0.953375	*
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	2.78303e-05	4.29531e-05	0.647922	N/S
null	1.24971	1.51229e-05	4.29531e-05	0.352078	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	6.73503e-07	1.64623e-06	0.409119	N/S
null	1.24971	9.72726e-07	1.64623e-06	0.590881	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	1.43225e-08	7.12525e-08	0.20101	N/S
null	1.24971	5.693e-08	7.12525e-08	0.79899	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	1.96542e-06	3.76375e-06	0.522198	N/S
null	1.24971	1.79833e-06	3.76375e-06	0.477802	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	5.39085e-07	1.30566e-06	0.412883	N/S
null	1.24971	7.66576e-07	1.30566e-06	0.587117	N/S
null	0.75029	2.78303e-05	4.29531e-05	0.647922	N/S
null	1.24971	1.51229e-05	4.29531e-05	0.352078	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	2.78303e-05	4.29531e-05	0.647922	N/S
null	1.24971	1.51229e-05	4.29531e-05	0.352078	N/S
null	0.75029	4.86375e-07	1.09127e-06	0.445694	N/S
null	1.24971	6.049e-07	1.09127e-06	0.554306	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	2.78303e-05	4.29531e-05	0.647922	N/S
null	1.24971	1.51229e-05	4.29531e-05	0.352078	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	6.73503e-07	1.64623e-06	0.409119	N/S
null	1.24971	9.72726e-07	1.64623e-06	0.590881	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.86375e-07	1.09127e-06	0.445694	N/S
null	1.24971	6.049e-07	1.09127e-06	0.554306	N/S
null	0.75029	4.63591e-09	2.09254e-08	0.221545	N/S
null	1.24971	1.62894e-08	2.09254e-08	0.778455	N/S
null	0.75029	2.78303e-05	4.29531e-05	0.647922	N/S
null	1.24971	1.51229e-05	4.29531e-05	0.352078	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	2.78303e-05	4.29531e-05	0.647922	N/S
null	1.24971	1.51229e-05	4.29531e-05	0.352078	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	1.96542e-06	3.76375e-06	0.522198	N/S
null	1.24971	1.79833e-06	3.76375e-06	0.477802	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	2.78303e-05	4.29531e-05	0.647922	N/S
null	1.24971	1.51229e-05	4.29531e-05	0.352078	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	3.88347e-06	7.30291e-06	0.531771	N/S
null	1.24971	3.41943e-06	7.30291e-06	0.468229	N/S
null	0.75029	3.88347e-06	7.30291e-06	0.531771	N/S
null	1.24971	3.41943e-06	7.30291e-06	0.468229	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	3.20264e-07	7.97333e-07	0.40167	N/S
null	1.24971	4.77068e-07	7.97333e-07	0.59833	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	7.29521e-07	1.77464e-06	0.411082	N/S
null	1.24971	1.04512e-06	1.77464e-06	0.588918	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	7.29521e-07	1.77464e-06	0.411082	N/S
null	1.24971	1.04512e-06	1.77464e-06	0.588918	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	2.78303e-05	4.29531e-05	0.647922	N/S
null	1.24971	1.51229e-05	4.29531e-05	0.352078	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	2.78303e-05	4.29531e-05	0.647922	N/S
null	1.24971	1.51229e-05	4.29531e-05	0.352078	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	2.78303e-05	4.29531e-05	0.647922	N/S
null	1.24971	1.51229e-05	4.29531e-05	0.352078	N/S
null	0.75029	6.73503e-07	1.64623e-06	0.409119	N/S
null	1.24971	9.72726e-07	1.64623e-06	0.590881	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	9.20745e-08	3.21187e-07	0.28667	N/S
null	1.24971	2.29112e-07	3.21187e-07	0.71333	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	7.29521e-07	1.77464e-06	0.411082	N/S
null	1.24971	1.04512e-06	1.77464e-06	0.588918	N/S
null	0.75029	2.78303e-05	4.29531e-05	0.647922	N/S
null	1.24971	1.51229e-05	4.29531e-05	0.352078	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	3.88347e-06	7.30291e-06	0.531771	N/S
null	1.24971	3.41943e-06	7.30291e-06	0.468229	N/S
null	0.75029	3.20264e-07	7.97333e-07	0.40167	N/S
null	1.24971	4.77068e-07	7.97333e-07	0.59833	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	2.10924e-08	7.47013e-08	0.282357	N/S
null	1.24971	5.36089e-08	7.47013e-08	0.717643	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	7.29521e-07	1.77464e-06	0.411082	N/S
null	1.24971	1.04512e-06	1.77464e-06	0.588918	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	2.60379e-09	1.81317e-08	0.143604	N/S
null	1.24971	1.5528e-08	1.81317e-08	0.856396	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	3.14795e-09	2.04465e-08	0.15396	N/S
null	1.24971	1.72986e-08	2.04465e-08	0.84604	N/S
null	0.75029	7.29521e-07	1.77464e-06	0.411082	N/S
null	1.24971	1.04512e-06	1.77464e-06	0.588918	N/S
null	0.75029	8.3491e-07	1.86504e-06	0.447664	N/S
null	1.24971	1.03013e-06	1.86504e-06	0.552336	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	9.20745e-08	3.21187e-07	0.28667	N/S
null	1.24971	2.29112e-07	3.21187e-07	0.71333	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	2.78303e-05	4.29531e-05	0.647922	N/S
null	1.24971	1.51229e-05	4.29531e-05	0.352078	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	8.84334e-08	3.12055e-07	0.28339	N/S
null	1.24971	2.23622e-07	3.12055e-07	0.71661	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	4.53492e-06	8.54677e-06	0.5306	N/S
null	1.24971	4.01185e-06	8.54677e-06	0.4694	N/S
null	0.75029	3.88347e-06	7.30291e-06	0.531771	N/S
null	1.24971	3.41943e-06	7.30291e-06	0.468229	N/S
null	0.75029	7.29521e-07	1.77464e-06	0.411082	N/S
null	1.24971	1.04512e-06	1.77464e-06	0.588918	N/S
null	0.75029	2.78303e-05	4.29531e-05	0.647922	N/S
null	1.24971	1.51229e-05	4.29531e-05	0.352078	N/S
null	0.75029	7.29521e-07	1.77464e-06	0.411082	N/S
