#FamilyID	Gamma Cat Mean	Likelihood of Category	Likelihood of Family	Posterior Probability	Significant
null	0.75029	4.46961e-18	1.98272e-15	0.00225428	N/S
null	1.24971	1.97825e-15	1.98272e-15	0.997746	*
null	0.75029	1.40711e-10	2.42155e-09	0.0581079	N/S
null	1.24971	2.28084e-09	2.42155e-09	0.941892	N/S
null	0.75029	3.27012e-24	6.91861e-20	4.72656e-05	N/S
null	1.24971	6.91828e-20	6.91861e-20	0.999953	*
null	0.75029	3.8403e-11	2.09478e-10	0.183327	N/S
null	1.24971	1.71075e-10	2.09478e-10	0.816673	N/S
null	0.75029	2.06175e-10	9.73878e-10	0.211705	N/S
null	1.24971	7.67703e-10	9.73878e-10	0.788295	N/S
null	0.75029	5.63338e-13	1.58933e-11	0.0354451	N/S
null	1.24971	1.53299e-11	1.58933e-11	0.964555	*
null	0.75029	1.69952e-14	5.91956e-13	0.0287103	N/S
null	1.24971	5.74961e-13	5.91956e-13	0.97129	*
null	0.75029	4.60542e-12	5.51048e-11	0.0835756	N/S
null	1.24971	5.04994e-11	5.51048e-11	0.916424	N/S
null	0.75029	1.89089e-12	2.49207e-11	0.0758763	N/S
null	1.24971	2.30298e-11	2.49207e-11	0.924124	N/S
null	0.75029	4.04882e-14	1.78772e-12	0.022648	N/S
null	1.24971	1.74723e-12	1.78772e-12	0.977352	*
null	0.75029	3.57771e-21	1.13532e-17	0.000315127	N/S
null	1.24971	1.13496e-17	1.13532e-17	0.999685	*
null	0.75029	3.73446e-13	7.29153e-12	0.0512164	N/S
null	1.24971	6.91809e-12	7.29153e-12	0.948784	N/S
null	0.75029	3.63597e-11	2.82448e-10	0.128731	N/S
null	1.24971	2.46088e-10	2.82448e-10	0.871269	N/S
null	0.75029	1.2755e-14	4.71112e-13	0.0270742	N/S
null	1.24971	4.58357e-13	4.71112e-13	0.972926	*
null	0.75029	7.01237e-11	7.17825e-10	0.0976892	N/S
null	1.24971	6.47702e-10	7.17825e-10	0.902311	N/S
null	0.75029	1.95041e-09	7.1487e-09	0.272834	N/S
null	1.24971	5.19829e-09	7.1487e-09	0.727166	N/S
null	0.75029	1.16356e-10	7.2978e-10	0.15944	N/S
null	1.24971	6.13424e-10	7.2978e-10	0.84056	N/S
null	0.75029	1.64948e-13	1.48697e-11	0.0110928	N/S
null	1.24971	1.47048e-11	1.48697e-11	0.988907	*
null	0.75029	7.2528e-11	3.62849e-10	0.199885	N/S
null	1.24971	2.90321e-10	3.62849e-10	0.800115	N/S
null	0.75029	1.97122e-10	8.12406e-10	0.24264	N/S
null	1.24971	6.15284e-10	8.12406e-10	0.75736	N/S
null	0.75029	8.2569e-11	5.73077e-10	0.14408	N/S
null	1.24971	4.90508e-10	5.73077e-10	0.85592	N/S
null	0.75029	2.48369e-13	4.0537e-12	0.0612698	N/S
null	1.24971	3.80533e-12	4.0537e-12	0.93873	N/S
null	0.75029	1.60589e-12	2.97793e-11	0.0539263	N/S
null	1.24971	2.81734e-11	2.97793e-11	0.946074	N/S
null	0.75029	3.67557e-13	1.19848e-11	0.0306687	N/S
null	1.24971	1.16172e-11	1.19848e-11	0.969331	*
null	0.75029	2.96745e-20	1.59089e-17	0.00186527	N/S
null	1.24971	1.58793e-17	1.59089e-17	0.998135	*
null	0.75029	2.17207e-23	6.0811e-20	0.000357184	N/S
null	1.24971	6.07892e-20	6.0811e-20	0.999643	*
null	0.75029	2.30337e-32	3.03208e-27	7.59666e-06	N/S
null	1.24971	3.03206e-27	3.03208e-27	0.999992	*
null	0.75029	1.92245e-10	8.47245e-10	0.226907	N/S
null	1.24971	6.54999e-10	8.47245e-10	0.773093	N/S
null	0.75029	2.30337e-32	3.03208e-27	7.59666e-06	N/S
null	1.24971	3.03206e-27	3.03208e-27	0.999992	*
null	0.75029	1.46363e-21	8.48179e-18	0.000172562	N/S
null	1.24971	8.48032e-18	8.48179e-18	0.999827	*
null	0.75029	2.65079e-10	1.27915e-09	0.20723	N/S
null	1.24971	1.01407e-09	1.27915e-09	0.79277	N/S
null	0.75029	6.02325e-10	2.35579e-09	0.255678	N/S
null	1.24971	1.75347e-09	2.35579e-09	0.744322	N/S
null	0.75029	1.30252e-11	1.7118e-10	0.0760907	N/S
null	1.24971	1.58155e-10	1.7118e-10	0.923909	N/S
null	0.75029	2.5706e-11	3.55115e-10	0.0723878	N/S
null	1.24971	3.29409e-10	3.55115e-10	0.927612	N/S
null	0.75029	3.40524e-11	2.49315e-10	0.136584	N/S
null	1.24971	2.15263e-10	2.49315e-10	0.863416	N/S
null	0.75029	3.77756e-12	7.4426e-11	0.0507559	N/S
null	1.24971	7.06484e-11	7.4426e-11	0.949244	N/S
null	0.75029	8.44982e-11	4.75143e-10	0.177838	N/S
null	1.24971	3.90645e-10	4.75143e-10	0.822162	N/S
null	0.75029	2.17477e-27	4.52696e-23	4.80404e-05	N/S
null	1.24971	4.52674e-23	4.52696e-23	0.999952	*
null	0.75029	2.67561e-15	5.21683e-13	0.00512881	N/S
null	1.24971	5.19007e-13	5.21683e-13	0.994871	*
null	0.75029	8.40399e-13	1.17522e-11	0.0715101	N/S
null	1.24971	1.09118e-11	1.17522e-11	0.92849	N/S
null	0.75029	2.63262e-18	1.89878e-15	0.00138648	N/S
null	1.24971	1.89615e-15	1.89878e-15	0.998614	*
null	0.75029	2.419e-15	2.82129e-13	0.0085741	N/S
null	1.24971	2.7971e-13	2.82129e-13	0.991426	*
null	0.75029	3.4997e-10	2.83863e-09	0.123288	N/S
null	1.24971	2.48866e-09	2.83863e-09	0.876712	N/S
null	0.75029	2.83402e-12	5.23606e-11	0.054125	N/S
null	1.24971	4.95265e-11	5.23606e-11	0.945875	N/S
null	0.75029	3.37651e-17	6.16105e-15	0.00548042	N/S
null	1.24971	6.12728e-15	6.16105e-15	0.99452	*
null	0.75029	7.24297e-13	1.20296e-11	0.0602098	N/S
null	1.24971	1.13053e-11	1.20296e-11	0.93979	N/S
null	0.75029	1.21977e-22	1.06437e-18	0.0001146	N/S
null	1.24971	1.06425e-18	1.06437e-18	0.999885	*
null	0.75029	6.72396e-11	1.50382e-09	0.0447125	N/S
null	1.24971	1.43658e-09	1.50382e-09	0.955287	*
null	0.75029	1.22581e-23	4.23455e-19	2.89478e-05	N/S
null	1.24971	4.23443e-19	4.23455e-19	0.999971	*
null	0.75029	4.83636e-10	1.80343e-09	0.268175	N/S
null	1.24971	1.3198e-09	1.80343e-09	0.731825	N/S
null	0.75029	2.93185e-09	1.021e-08	0.287155	N/S
null	1.24971	7.27812e-09	1.021e-08	0.712845	N/S
null	0.75029	1.87098e-16	3.64449e-14	0.00513373	N/S
null	1.24971	3.62578e-14	3.64449e-14	0.994866	*
null	0.75029	2.31265e-27	4.50761e-23	5.13055e-05	N/S
null	1.24971	4.50738e-23	4.50761e-23	0.999949	*
null	0.75029	3.71541e-14	1.34777e-12	0.0275671	N/S
null	1.24971	1.31061e-12	1.34777e-12	0.972433	*
null	0.75029	3.16342e-11	3.46061e-10	0.0914124	N/S
null	1.24971	3.14427e-10	3.46061e-10	0.908588	N/S
null	0.75029	2.65079e-10	1.27915e-09	0.20723	N/S
null	1.24971	1.01407e-09	1.27915e-09	0.79277	N/S
null	0.75029	4.06348e-10	4.23774e-09	0.095888	N/S
null	1.24971	3.83139e-09	4.23774e-09	0.904112	N/S
null	0.75029	2.24929e-16	6.27774e-14	0.00358296	N/S
null	1.24971	6.25525e-14	6.27774e-14	0.996417	*
null	0.75029	6.04436e-15	2.15368e-13	0.0280653	N/S
null	1.24971	2.09324e-13	2.15368e-13	0.971935	*
null	0.75029	1.19833e-09	6.86098e-09	0.174659	N/S
null	1.24971	5.66265e-09	6.86098e-09	0.825341	N/S
null	0.75029	2.65079e-10	1.27915e-09	0.20723	N/S
null	1.24971	1.01407e-09	1.27915e-09	0.79277	N/S
null	0.75029	4.83636e-10	1.80343e-09	0.268175	N/S
null	1.24971	1.3198e-09	1.80343e-09	0.731825	N/S
null	0.75029	9.28492e-14	6.49445e-12	0.0142967	N/S
null	1.24971	6.4016e-12	6.49445e-12	0.985703	*
null	0.75029	3.49515e-08	8.78787e-08	0.397725	N/S
null	1.24971	5.29271e-08	8.78787e-08	0.602275	N/S
null	0.75029	1.0787e-11	1.18293e-10	0.0911881	N/S
null	1.24971	1.07506e-10	1.18293e-10	0.908812	N/S
null	0.75029	8.44982e-11	4.75143e-10	0.177838	N/S
null	1.24971	3.90645e-10	4.75143e-10	0.822162	N/S
null	0.75029	4.56095e-11	2.93517e-10	0.15539	N/S
null	1.24971	2.47908e-10	2.93517e-10	0.84461	N/S
null	0.75029	1.18487e-21	9.44036e-18	0.000125511	N/S
null	1.24971	9.43918e-18	9.44036e-18	0.999874	*
null	0.75029	1.34449e-12	1.86092e-11	0.0722488	N/S
null	1.24971	1.72647e-11	1.86092e-11	0.927751	N/S
null	0.75029	2.47834e-08	7.68591e-08	0.322452	N/S
null	1.24971	5.20757e-08	7.68591e-08	0.677548	N/S
null	0.75029	4.77549e-30	2.14195e-25	2.22951e-05	N/S
null	1.24971	2.1419e-25	2.14195e-25	0.999978	*
null	0.75029	8.20779e-11	3.89753e-10	0.21059	N/S
null	1.24971	3.07675e-10	3.89753e-10	0.78941	N/S
null	0.75029	5.91583e-28	1.45975e-23	4.05264e-05	N/S
null	1.24971	1.45969e-23	1.45975e-23	0.999959	*
null	0.75029	3.20264e-07	7.97333e-07	0.40167	N/S
null	1.24971	4.77068e-07	7.97333e-07	0.59833	N/S
null	0.75029	2.56714e-10	1.7235e-09	0.148949	N/S
null	1.24971	1.46679e-09	1.7235e-09	0.851051	N/S
null	0.75029	2.93185e-09	1.021e-08	0.287155	N/S
null	1.24971	7.27812e-09	1.021e-08	0.712845	N/S
null	0.75029	3.59654e-12	4.79134e-11	0.0750634	N/S
null	1.24971	4.43168e-11	4.79134e-11	0.924937	N/S
null	0.75029	1.02822e-11	6.44269e-11	0.159594	N/S
null	1.24971	5.41447e-11	6.44269e-11	0.840406	N/S
null	0.75029	2.56714e-10	1.7235e-09	0.148949	N/S
null	1.24971	1.46679e-09	1.7235e-09	0.851051	N/S
null	0.75029	5.6919e-11	4.29485e-10	0.132529	N/S
null	1.24971	3.72566e-10	4.29485e-10	0.867471	N/S
null	0.75029	4.53859e-10	2.06698e-09	0.219576	N/S
null	1.24971	1.61312e-09	2.06698e-09	0.780424	N/S
null	0.75029	9.14708e-11	5.87328e-10	0.155741	N/S
null	1.24971	4.95857e-10	5.87328e-10	0.844259	N/S
null	0.75029	3.34879e-13	1.47671e-11	0.0226774	N/S
null	1.24971	1.44322e-11	1.47671e-11	0.977323	*
null	0.75029	2.48225e-13	1.25986e-11	0.0197026	N/S
null	1.24971	1.23504e-11	1.25986e-11	0.980297	*
null	0.75029	9.89555e-11	4.84731e-10	0.204145	N/S
null	1.24971	3.85776e-10	4.84731e-10	0.795855	N/S
null	0.75029	8.44982e-11	4.75143e-10	0.177838	N/S
null	1.24971	3.90645e-10	4.75143e-10	0.822162	N/S
null	0.75029	5.21044e-15	4.35222e-13	0.0119719	N/S
null	1.24971	4.30011e-13	4.35222e-13	0.988028	*
null	0.75029	3.53273e-15	2.37976e-13	0.0148449	N/S
null	1.24971	2.34443e-13	2.37976e-13	0.985155	*
null	0.75029	3.59725e-10	1.49871e-09	0.240023	N/S
null	1.24971	1.13899e-09	1.49871e-09	0.759977	N/S
null	0.75029	4.9323e-11	4.62647e-10	0.10661	N/S
null	1.24971	4.13324e-10	4.62647e-10	0.89339	N/S
null	0.75029	2.96116e-19	8.2556e-16	0.000358685	N/S
null	1.24971	8.25264e-16	8.2556e-16	0.999641	*
null	0.75029	4.83636e-10	1.80343e-09	0.268175	N/S
null	1.24971	1.3198e-09	1.80343e-09	0.731825	N/S
null	0.75029	5.69045e-23	1.15926e-18	4.9087e-05	N/S
null	1.24971	1.1592e-18	1.15926e-18	0.999951	*
null	0.75029	5.21333e-13	1.01861e-11	0.0511808	N/S
null	1.24971	9.66477e-12	1.01861e-11	0.948819	N/S
null	0.75029	1.23459e-16	1.03689e-13	0.00119067	N/S
null	1.24971	1.03565e-13	1.03689e-13	0.998809	*
null	0.75029	8.70438e-17	3.72124e-14	0.00233911	N/S
null	1.24971	3.71253e-14	3.72124e-14	0.997661	*
null	0.75029	4.53859e-10	2.06698e-09	0.219576	N/S
null	1.24971	1.61312e-09	2.06698e-09	0.780424	N/S
null	0.75029	2.17207e-23	6.0811e-20	0.000357184	N/S
null	1.24971	6.07892e-20	6.0811e-20	0.999643	*
null	0.75029	5.7884e-12	6.71306e-11	0.086226	N/S
null	1.24971	6.13422e-11	6.71306e-11	0.913774	N/S
null	0.75029	7.97122e-10	2.61675e-09	0.304623	N/S
null	1.24971	1.81963e-09	2.61675e-09	0.695377	N/S
null	0.75029	2.69829e-14	1.93713e-12	0.0139293	N/S
null	1.24971	1.91015e-12	1.93713e-12	0.986071	*
null	0.75029	7.85524e-10	2.88497e-09	0.272281	N/S
null	1.24971	2.09945e-09	2.88497e-09	0.727719	N/S
null	0.75029	1.3528e-10	5.59477e-10	0.241797	N/S
null	1.24971	4.24198e-10	5.59477e-10	0.758203	N/S
null	0.75029	6.777e-10	3.28884e-09	0.206061	N/S
null	1.24971	2.61114e-09	3.28884e-09	0.793939	N/S
null	0.75029	8.6531e-10	4.22287e-09	0.20491	N/S
null	1.24971	3.35756e-09	4.22287e-09	0.79509	N/S
null	0.75029	1.60589e-12	2.97793e-11	0.0539263	N/S
null	1.24971	2.81734e-11	2.97793e-11	0.946074	N/S
null	0.75029	7.85524e-10	2.88497e-09	0.272281	N/S
null	1.24971	2.09945e-09	2.88497e-09	0.727719	N/S
null	0.75029	3.34871e-10	1.55608e-09	0.215201	N/S
null	1.24971	1.22121e-09	1.55608e-09	0.784799	N/S
