FamilyID	Brapa_v1.3.priTranscripts<1>	Boleracea_capitata_v1.0.priTranscripts<2>	Athaliana_Araport11.priTranscripts<3>	Ahalleri_v2.1.0.priTranscripts<4>	Alyrata_v2.1.priTranscripts<5>	<6>	<7>	<8>	<9>
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
null	0.217686	0.649541	0.207919	0.120762	0.0423721	N/A	0.712556	0.717575	0.578731
